Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Shakotan,561,68,234.9,137.5,1989.2,1990.2,1990.2,1991.1,106.4,406.1,216.9,259.1,36.0,87.8,239.1,254.7,9.0,16.6,85.8,74.8,190.0,149.6,40.4,14291.4,11248.4,3043.0,14565.8,11464.3,3101.5
Port Foster,65,28,96.7,29.9,1988.3,1987.1,1991.8,1990.4,195.0,300.4,277.8,347.6,23.0,45.9,63.4,77.4,10.0,21.9,27.4,49.2,45.7,34.9,10.8,3450.2,2639.8,810.4,3516.4,2690.5,825.9
Vernadsky,61,24,113.2,24.2,1991.8,1990.6,1994.7,1989.7,280.2,321.1,326.3,328.9,47.0,49.2,59.9,60.7,2.0,7.9,5.3,6.7,63.9,59.5,4.3,4811.7,4484.7,327.0,4904.1,4570.9,333.3
Escudero,50,18,89.0,20.8,1989.3,1987.6,1992.3,1993.1,318.6,399.4,362.8,300.8,46.0,72.0,70.8,81.4,6.5,11.1,12.9,14.7,41.8,37.5,4.3,3172.2,2846.6,325.6,3233.1,2901.3,331.8
Palmer,30,22,49.8,13.0,1990.4,1990.0,1995.9,1993.0,275.5,300.4,290.6,322.2,39.5,49.2,49.8,63.2,3.0,15.3,13.8,25.8,25.8,23.6,2.2,1955.0,1785.5,169.4,1992.5,1819.8,172.7
Rothera,9,7,23.1,9.6,1994.7,1994.0,1994.8,1994.1,456.9,481.6,488.7,616.0,52.0,71.9,95.5,118.4,5.0,5.1,5.2,4.4,10.6,10.1,0.5,803.1,763.1,40.0,818.5,777.7,40.8
Comandante Ferraz,6,6,16.6,5.1,1996.5,1996.5,1990.1,1990.7,368.4,361.6,340.5,299.9,42.0,43.7,52.5,52.5,6.5,15.5,22.1,24.0,5.3,4.7,0.6,402.8,355.2,47.6,410.5,362.0,48.5
Jubany,5,4,3.8,1.4,1981.6,1979.8,1974.5,1976.0,84.0,263.7,188.3,154.5,12.0,52.0,110.7,93.1,16.0,21.8,17.4,17.1,4.5,3.3,1.2,342.8,253.3,89.5,349.4,258.2,91.2
Mario Zucchelli,4,2,72.1,40.1,1992.8,1992.5,1992.9,1992.9,664.8,664.8,1380.8,1394.0,148.5,148.5,285.3,287.1,27.5,27.5,42.7,43.0,17.3,16.9,0.4,1334.7,1305.9,28.8,1360.3,1331.0,29.4
Arctowski,4,3,10.2,9.8,2006.2,2002.7,2015.6,2016.5,164.8,349.3,490.7,653.1,52.0,75.2,178.8,189.5,11.5,25.8,13.4,10.3,3.6,3.4,0.2,270.6,254.6,16.1,275.8,259.5,16.4
Marambio,4,2,15.3,5.8,1980.0,1980.0,1979.3,1978.7,454.2,445.7,462.3,488.3,60.0,89.8,117.9,138.1,13.5,14.5,14.5,14.0,3.7,3.2,0.6,283.5,241.5,42.0,288.9,246.2,42.8
Signy,3,3,7.8,2.7,1987.3,1987.3,1981.7,1991.1,726.4,629.8,616.0,507.7,98.0,122.0,100.8,88.9,5.0,4.0,3.2,4.2,2.9,2.8,0.1,214.8,211.0,3.8,219.0,215.1,3.9
Mcmurdo,3,1,13.1,7.5,1993.0,1993.0,1993.0,1993.0,285.2,285.2,285.2,285.2,25.0,25.0,25.4,25.4,5.0,5.0,4.7,4.7,3.6,3.6,0.0,277.9,276.0,1.9,283.2,281.3,1.9
Orcadas,2,2,4.3,0.8,1983.0,1983.0,1985.1,1984.7,425.1,425.1,420.7,421.4,41.0,41.0,38.0,38.6,1.5,1.5,1.6,1.6,1.7,1.6,0.1,125.1,121.2,3.9,127.5,123.5,4.0
Davis Station,2,2,57.7,33.0,1991.5,1991.5,1992.8,1992.8,2012.1,2012.1,2630.5,2603.1,160.5,160.5,258.3,257.9,9.5,9.5,8.2,8.2,17.3,17.2,0.1,1337.3,1332.1,5.2,1363.0,1357.7,5.3
Mawson Station,1,1,9.5,5.7,1990.0,1990.0,1990.0,1990.0,1445.2,1445.2,1445.2,1445.2,425.0,425.0,425.0,425.0,68.0,68.0,68.0,68.0,3.3,2.0,1.3,249.8,153.0,96.9,254.6,155.9,98.7
King Sejong,1,1,1.6,0.8,1991.0,1991.0,1991.0,1991.0,272.7,272.7,272.7,272.7,94.0,94.0,94.0,94.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,76.2,75.9,0.3,77.6,77.3,0.3
Jang Bogo Station,1,1,7.1,2.7,2009.0,2009.0,2009.0,2009.0,939.1,939.1,939.1,939.1,176.0,176.0,176.0,176.0,7.0,7.0,7.0,7.0,2.5,2.4,0.1,184.7,180.5,4.3,188.3,183.9,4.4
