Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Miscellaneous - fishing,620,103,906.8,498.9,1987.8,1989.3,1991.0,1993.2,142.1,1750.4,1184.9,1208.7,24.0,271.8,1051.7,1046.9,16.0,176.7,500.5,539.3,366.2,284.5,81.7,27563.9,21423.8,6140.1,28093.1,21835.1,6258.0
Cruise,198,25,948.9,163.8,1988.7,1990.8,1992.7,1988.4,642.6,703.2,630.9,651.6,61.0,74.6,83.7,88.0,12.0,44.2,19.6,23.2,485.9,399.2,86.7,36925.6,30372.0,6553.6,37634.6,30955.2,6679.4
General cargo,182,17,128.1,169.6,1989.8,1991.5,1999.5,1999.1,116.3,433.6,630.9,654.0,14.0,64.5,265.8,281.9,24.5,42.6,73.3,77.4,39.6,32.5,7.1,3003.2,2471.5,531.7,3060.8,2519.0,541.9
Refrigerated bulk,78,40,474.4,489.9,1988.7,1989.4,1987.6,1987.7,805.0,1320.6,1198.4,1217.2,83.0,223.3,314.4,332.7,58.5,88.2,71.3,71.8,346.6,262.4,84.2,26221.9,19899.3,6322.6,26725.4,20281.3,6444.0
Service - other,76,23,586.0,294.5,1996.3,1996.7,1993.9,1994.5,825.5,1947.7,1349.1,1356.3,97.0,304.5,397.9,384.8,24.0,172.8,396.7,443.7,326.9,297.9,28.9,24909.6,22720.3,2189.4,25387.9,23156.5,2231.4
Ferry-pax only,72,6,174.5,42.6,1991.4,1994.2,1986.9,1985.2,271.7,762.0,557.9,719.7,26.5,67.6,92.1,108.0,12.0,66.4,213.5,303.7,70.0,42.6,27.3,5319.6,3225.2,2094.5,5421.8,3287.1,2134.7
Oil tanker,22,13,82.8,119.1,1990.0,1989.4,1992.3,1992.7,799.5,1259.2,1419.0,1393.9,80.0,171.1,324.5,322.8,23.0,31.2,24.4,23.9,35.4,29.2,6.2,2686.3,2216.8,469.5,2737.9,2259.4,478.5
Chemical tanker,22,3,10.8,15.9,1989.1,1989.0,1991.4,1991.4,100.3,329.5,456.5,446.6,33.5,46.5,93.8,93.8,32.5,42.7,46.7,46.7,13.5,7.3,6.2,1023.0,557.4,465.6,1042.7,568.1,474.5
Bulk carrier,21,2,167.2,307.7,1993.8,2001.5,2008.9,2009.5,767.4,2198.4,2813.8,3230.6,85.0,202.8,307.9,316.5,51.0,37.2,25.4,24.0,22.2,19.3,2.9,1690.3,1476.0,214.3,1722.8,1504.3,218.5
Ferry-RoPax,19,2,228.0,17.5,2004.7,2005.0,2004.2,2004.3,930.7,869.7,842.0,836.0,82.0,91.0,113.7,112.1,10.0,10.5,13.9,13.7,51.1,47.2,3.9,3907.4,3614.9,292.5,3982.4,3684.3,298.1
Ro-Ro,17,2,2.7,3.1,2003.6,2001.0,1996.4,1996.8,54.6,61.1,129.9,125.5,10.0,11.2,64.8,63.9,9.0,31.2,145.7,141.7,9.0,3.7,5.4,678.5,276.3,402.1,691.5,281.6,409.9
Service - tug,11,4,51.9,79.5,1982.6,1987.5,1975.6,1973.9,256.4,471.0,2848.0,5273.4,26.0,229.2,3472.7,3871.6,22.0,24.9,253.1,273.5,83.0,77.2,5.8,6235.4,5799.9,435.4,6355.1,5911.3,443.8
Yacht,7,1,1.8,1.9,1911.0,1911.0,1911.0,1911.0,775.7,775.7,850.9,850.9,154.0,154.0,300.8,300.8,89.0,89.0,109.5,109.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miscellaneous - other,6,1,20.6,5.6,1989.0,1989.0,1989.0,1989.0,674.7,674.7,532.6,532.6,67.5,67.5,73.7,73.7,9.5,9.5,9.5,9.5,7.8,7.5,0.3,586.6,566.9,19.7,597.9,577.7,20.1
Offshore,5,1,12.5,17.0,1981.0,1981.0,1981.0,1981.0,758.7,758.7,842.1,842.1,105.0,105.0,174.8,174.8,47.0,47.0,316.6,316.6,9.2,6.0,3.1,696.3,463.2,233.0,709.6,472.1,237.5
Container,1,1,140.0,139.7,2014.0,2014.0,2014.0,2014.0,983.7,983.7,983.7,983.7,49.0,49.0,49.0,49.0,11.0,11.0,11.0,11.0,11.7,11.4,0.2,902.7,886.7,16.0,920.1,903.7,16.3
