Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Miscellaneous - fishing,615,104,960.9,551.9,1987.8,1989.1,1991.2,1992.3,171.5,1722.5,1237.1,1301.6,41.0,371.3,1270.3,1290.1,14.0,46.1,96.0,98.6,432.9,378.6,54.2,32674.5,28592.5,4082.0,33301.8,29141.4,4160.4
Cruise,192,25,918.6,153.0,1988.4,1990.8,1992.8,1989.1,589.6,594.3,632.4,634.3,61.5,64.5,106.7,108.0,4.0,6.9,7.9,7.7,438.5,400.1,38.4,33289.3,30372.6,2916.6,33928.4,30955.8,2972.6
General cargo,184,17,128.0,164.9,1989.8,1991.5,1999.6,1999.3,129.8,439.7,622.6,626.4,16.0,53.1,135.7,135.1,16.0,49.0,194.4,209.9,44.3,34.8,9.5,3361.4,2649.1,712.3,3425.9,2699.9,726.0
Refrigerated bulk,78,39,434.0,442.5,1988.7,1989.3,1987.9,1988.1,742.4,1185.3,1079.9,1083.7,80.0,196.6,274.3,276.9,16.5,32.0,51.6,51.7,300.7,252.5,48.2,22777.6,19158.1,3619.5,23214.9,19525.9,3689.0
Service - other,75,21,529.0,262.6,1996.1,1997.1,1996.3,1996.5,626.6,2057.2,1240.8,1227.6,69.0,337.6,633.6,688.8,10.0,29.2,52.4,52.8,257.4,247.3,10.1,19539.3,18774.1,765.2,19914.5,19134.6,779.9
Ferry-pax only,73,6,119.5,24.8,1991.4,1994.2,1988.3,1987.0,240.7,502.7,376.5,413.4,23.0,58.5,83.7,82.7,3.0,28.8,9.6,12.5,47.1,44.9,2.2,3560.8,3394.6,166.2,3629.1,3459.7,169.4
Chemical tanker,23,3,7.5,10.9,1989.0,1989.0,1991.0,1991.0,172.4,210.2,307.0,297.2,54.0,53.2,102.3,102.3,20.0,18.0,20.2,20.2,14.8,11.1,3.7,1119.6,839.0,280.6,1141.1,855.1,286.0
Oil tanker,22,13,92.1,133.5,1990.0,1989.4,1994.1,1994.7,764.6,1512.8,1578.4,1562.3,97.0,219.4,405.3,382.9,20.0,18.8,8.7,8.5,34.0,31.2,2.7,2589.8,2384.2,205.6,2639.5,2429.9,209.6
Bulk carrier,21,2,55.3,93.3,1993.8,2001.5,2006.5,2008.4,766.6,896.3,931.0,979.4,84.0,98.8,110.2,112.2,66.0,36.0,17.1,8.1,14.0,10.6,3.4,1059.2,806.2,253.0,1079.5,821.7,257.9
Ferry-RoPax,20,2,117.9,8.8,2004.6,2005.0,2003.6,2003.6,153.8,295.7,410.9,399.7,17.0,33.8,77.6,76.6,7.0,8.5,6.8,6.8,24.3,21.9,2.4,1858.5,1678.5,180.1,1894.2,1710.7,183.5
Ro-Ro,17,2,6.7,7.8,2003.6,2001.0,1994.6,1994.9,105.9,333.0,326.1,311.4,27.0,85.2,138.3,136.8,8.0,15.5,19.2,19.0,10.5,8.8,1.7,794.2,665.6,128.6,809.5,678.4,131.1
Service - tug,11,4,8.3,8.8,1982.6,1987.5,1980.8,1976.8,328.6,358.7,454.6,583.0,96.0,146.0,275.0,323.1,34.0,33.4,54.4,68.1,10.0,9.7,0.3,755.4,729.8,25.6,769.9,743.8,26.1
Yacht,7,1,1.3,1.4,1911.0,1911.0,1911.0,1911.0,156.9,156.9,630.0,630.0,43.0,43.0,371.5,371.5,13.0,13.0,9.3,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Offshore,5,1,11.6,15.9,1981.0,1981.0,1981.0,1981.0,828.2,828.2,786.5,786.5,189.0,189.0,221.8,221.8,12.0,12.0,13.1,13.1,7.1,6.9,0.2,545.4,527.9,17.4,555.8,538.1,17.8
Miscellaneous - other,5,1,16.0,4.3,1989.0,1989.0,1989.0,1989.0,594.1,594.1,496.1,496.1,62.0,62.0,64.6,64.6,8.0,8.0,13.1,13.1,6.0,5.9,0.2,451.4,439.5,11.9,460.1,447.9,12.1
Container,1,1,509.1,508.1,2014.0,2014.0,2014.0,2014.0,3578.0,3578.0,3578.0,3578.0,176.0,176.0,176.0,176.0,1.0,1.0,1.0,1.0,42.5,42.5,0.0,3273.1,3271.3,1.8,3335.9,3334.1,1.8
