Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Russian Federation,838,149,796.2,558.3,1989.2,1989.2,1991.5,1992.1,172.3,809.7,627.9,647.3,32.0,173.5,573.3,460.7,15.0,26.1,37.2,33.8,471.4,401.6,69.8,35621.4,30371.3,5250.1,36305.3,30954.4,5350.9
Argentina,159,42,761.7,162.9,1986.9,1989.7,1990.2,1986.7,629.0,654.3,692.9,677.7,65.0,80.2,109.2,114.2,7.0,14.0,9.1,10.8,331.7,309.2,22.5,25191.6,23478.9,1712.6,25675.3,23929.7,1745.5
Chile,114,42,452.8,190.0,1991.3,1990.6,1997.5,1994.5,378.3,651.6,511.4,743.8,56.0,140.3,134.3,172.7,8.0,28.9,53.3,154.2,198.1,173.3,24.9,15011.7,13128.2,1883.5,15299.9,13380.2,1919.7
Japan,104,24,47.4,26.1,1984.2,1989.8,1992.0,1993.9,92.3,241.1,508.9,471.6,31.5,59.6,201.0,191.0,11.0,20.0,14.3,16.1,27.3,21.0,6.2,2049.4,1582.1,467.2,2088.7,1612.5,476.2
"Korea, Republic of",28,26,463.9,429.1,1992.0,1992.0,1994.2,1995.7,1115.9,4020.3,2706.0,2053.6,174.0,758.9,1516.3,1134.9,2.5,40.8,91.7,74.7,173.7,164.4,9.4,13197.4,12491.0,706.5,13450.8,12730.8,720.0
Uruguay,17,13,164.0,129.8,1985.0,1983.8,1986.1,1986.0,1696.1,1368.9,1623.7,1708.0,145.0,194.3,213.7,205.6,16.0,58.8,77.2,77.9,73.2,59.2,14.0,5554.3,4499.8,1054.6,5661.0,4586.2,1074.8
Falkland Islands (Malvinas),16,11,136.9,80.5,1988.9,1988.3,1990.0,1989.9,882.0,1685.2,1223.8,1190.4,127.0,292.3,368.5,326.7,10.5,22.8,31.5,39.2,72.9,65.2,7.7,5557.3,4977.9,579.4,5664.0,5073.5,590.5
Peru,14,10,24.8,7.8,1984.6,1984.5,1983.6,1981.8,257.4,244.8,256.2,267.8,29.0,37.4,41.7,53.1,7.0,9.2,8.4,9.8,9.8,8.1,1.6,737.4,612.6,124.8,751.6,624.4,127.2
South Georgia and the South Sandwich Islands,13,11,155.6,54.7,1992.4,1991.8,1995.4,1996.3,1144.0,1655.3,1469.1,2353.4,114.0,351.8,625.4,1133.2,4.0,37.2,66.2,107.5,56.3,53.2,3.1,4267.1,4029.8,237.3,4349.1,4107.2,241.9
Spain,9,5,9.0,2.6,1991.4,1993.6,1991.3,1990.9,292.2,300.2,334.2,344.7,22.0,34.6,78.5,81.4,6.0,15.5,28.6,29.7,5.1,4.0,1.1,387.4,302.7,84.7,394.8,308.5,86.4
China,8,7,30.8,35.5,2000.1,2000.0,1992.6,1992.3,942.3,1237.9,1016.3,1291.3,84.0,148.7,199.4,211.0,9.5,18.7,36.0,34.9,18.2,16.3,2.0,1379.6,1232.3,147.3,1406.1,1256.0,150.1
New Zealand,7,4,126.6,75.5,2001.0,1995.0,2008.8,2009.9,2386.1,1813.6,2091.2,2051.5,201.0,175.6,244.7,225.0,31.0,56.9,71.3,101.8,61.3,59.3,2.0,4619.8,4472.0,147.8,4708.5,4557.9,150.6
Réunion,5,3,66.3,33.2,2000.0,1999.3,1998.6,1998.6,7941.2,6951.5,4544.7,4487.8,317.0,437.3,483.3,466.5,201.0,569.3,416.5,422.4,35.6,24.8,10.8,2697.1,1879.1,818.0,2748.9,1915.2,833.7
Maldives,3,1,0.1,0.2,2010.0,2010.0,2010.0,2010.0,34.2,34.2,42.1,42.1,19.0,19.0,18.5,18.5,8.0,8.0,9.4,9.4,0.9,0.6,0.3,66.3,43.7,22.7,67.6,44.5,23.1
Iran (Islamic Republic of),3,1,0.3,0.3,2010.0,2010.0,2010.0,2010.0,71.8,71.8,82.1,82.1,21.0,21.0,42.8,42.8,6.0,6.0,6.0,6.0,1.3,1.2,0.2,98.7,86.5,12.2,100.6,88.2,12.4
"Taiwan, Province of China",2,2,21.8,14.7,1988.0,1988.0,1987.9,1987.7,11243.9,11243.9,11285.1,11461.7,3361.0,3361.0,3345.7,3323.5,8.0,8.0,8.4,8.9,20.2,20.1,0.0,1513.0,1511.0,2.0,1542.0,1540.1,2.0
Australia,2,1,81.7,48.6,1990.0,1990.0,1990.0,1990.0,6213.8,6213.8,6213.8,6213.8,1019.5,1019.5,1392.2,1392.2,92.0,92.0,100.9,100.9,39.6,39.0,0.6,3054.2,3010.1,44.1,3112.9,3067.9,44.9
Mauritius,2,2,5.2,3.0,1991.5,1991.5,1992.2,1992.3,6987.3,6987.3,3396.7,3374.9,2301.5,2301.5,1740.4,1717.6,109.0,109.0,89.8,89.0,10.3,9.7,0.6,772.4,725.4,46.9,787.2,739.4,47.8
United States of America,2,2,564.4,536.2,2002.5,2002.5,2011.7,2012.8,6614.4,6614.4,3813.1,3700.2,947.5,947.5,327.2,257.0,9.0,9.0,2.6,1.8,73.6,73.5,0.1,5609.4,5605.3,4.0,5717.1,5713.0,4.1
Pakistan,1,1,0.0,0.0,1985.0,1985.0,1985.0,1985.0,15.3,15.3,15.3,15.3,58.0,58.0,58.0,58.0,36.0,36.0,36.0,36.0,0.5,0.3,0.3,38.7,19.3,19.4,39.4,19.7,19.7
South Africa,1,1,6.1,3.4,1974.0,1974.0,1974.0,1974.0,4229.9,4229.9,4229.9,4229.9,511.0,511.0,511.0,511.0,4.0,4.0,4.0,4.0,2.9,2.9,0.0,219.5,219.0,0.5,223.7,223.2,0.5
