Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Russian Federation,837,154,1024.4,735.1,1989.4,1989.3,1990.2,1990.7,155.1,1055.1,797.0,801.3,24.0,182.7,646.9,493.7,20.0,77.0,105.6,106.5,572.5,426.6,145.9,43175.4,32213.8,10961.6,44004.4,32832.3,11172.1
Argentina,207,44,1094.1,238.1,1986.9,1990.0,1990.8,1986.7,676.9,791.7,772.8,821.0,68.0,102.1,118.9,150.9,14.0,28.0,56.5,87.6,487.6,398.5,89.1,37098.0,30323.5,6774.5,37810.3,30905.7,6904.6
Japan,127,39,73.2,50.9,1984.1,1988.9,1991.6,1993.8,75.6,379.4,468.6,576.2,19.0,67.7,151.8,159.7,12.0,17.2,16.1,15.9,28.6,23.5,5.1,2158.4,1772.1,386.3,2199.9,1806.2,393.7
Chile,88,44,581.8,338.0,1993.6,1991.8,1997.0,1991.7,625.7,2090.8,846.3,1408.9,77.0,341.8,795.1,1489.9,5.0,90.5,105.8,167.1,282.6,252.7,29.9,21330.5,19083.8,2246.6,21740.0,19450.2,2289.8
Uruguay,19,15,211.7,160.9,1991.1,1991.7,1990.5,1989.1,523.8,1071.7,1640.8,1903.5,70.0,257.1,424.9,363.9,20.0,239.9,288.0,242.9,87.2,74.3,12.9,6627.8,5657.6,970.2,6755.0,5766.2,988.8
Falkland Islands (Malvinas),12,7,112.3,66.2,1991.2,1991.0,1991.2,1989.1,854.7,1281.2,1212.0,1110.8,93.0,155.4,247.9,231.6,31.0,57.2,49.8,42.0,48.1,42.2,5.9,3663.5,3216.6,446.9,3733.8,3278.4,455.5
Peru,10,7,25.6,7.0,1984.5,1984.0,1991.4,1982.9,394.0,368.5,362.5,358.4,35.0,46.8,53.7,61.3,20.5,22.9,22.6,37.5,10.7,8.4,2.3,813.8,640.5,173.3,829.4,652.8,176.7
South Georgia and the South Sandwich Islands,8,8,56.6,16.9,1991.9,1991.9,1993.2,1993.8,994.4,893.6,890.8,828.8,93.5,97.1,91.7,95.4,12.0,23.5,20.1,16.4,21.0,19.1,2.0,1597.9,1449.3,148.6,1628.6,1477.1,151.4
Spain,7,6,11.7,2.8,1991.6,1990.7,1990.8,1993.0,215.4,316.6,336.4,383.9,21.0,69.5,234.6,293.9,3.0,2.5,2.4,2.6,7.0,6.8,0.1,528.1,516.9,11.2,538.3,526.9,11.4
China,7,7,60.0,62.9,2003.0,2003.0,1994.9,1992.2,2473.5,2689.3,3087.3,3796.7,449.0,432.7,772.2,908.6,26.0,109.6,52.2,54.3,40.2,33.6,6.7,3028.6,2528.0,500.5,3086.7,2576.6,510.1
New Zealand,6,5,111.7,74.8,1999.8,1998.0,2003.5,2005.6,2375.0,2837.2,2291.8,2248.6,202.0,304.6,212.0,199.8,149.5,446.9,175.3,121.0,62.9,44.9,18.0,4756.0,3405.3,1350.6,4847.3,3470.7,1376.6
"Korea, Republic of",5,5,170.6,174.7,1994.0,1994.0,2011.3,2011.1,1043.1,2998.4,1129.0,1157.3,120.0,399.0,269.7,306.5,69.0,84.2,21.1,22.0,36.1,31.8,4.3,2741.9,2420.3,321.7,2794.6,2466.7,327.9
Réunion,5,4,48.2,24.3,1997.6,1996.8,1997.6,1997.5,3745.0,4075.9,3581.7,3527.3,431.0,693.0,649.4,630.6,76.0,470.9,300.8,294.8,29.2,25.7,3.5,2210.2,1947.1,263.0,2252.6,1984.5,268.1
Australia,4,3,110.5,59.7,1987.0,1986.0,1984.3,1984.3,3053.6,3239.1,3398.0,3448.6,274.5,363.5,386.9,380.5,164.5,971.3,1660.0,1809.9,130.6,114.3,16.3,10070.5,8833.1,1237.4,10263.8,9002.7,1261.1
Maldives,4,1,0.2,0.2,2010.0,2010.0,2010.0,2010.0,14.8,14.8,38.6,38.6,8.0,8.0,36.4,36.4,10.0,10.0,11.9,11.9,1.0,0.7,0.4,78.3,49.6,28.7,79.8,50.6,29.2
Iran (Islamic Republic of),3,1,0.2,0.3,2010.0,2010.0,2010.0,2010.0,32.2,32.2,77.3,77.3,11.0,11.0,47.9,47.9,4.0,4.0,3.4,3.4,0.9,0.8,0.1,69.3,63.7,5.6,70.6,64.9,5.7
Mauritius,2,2,70.9,41.2,1997.5,1997.5,1994.4,1994.3,26113.0,26113.0,26694.3,29163.9,1141.5,1141.5,1722.9,1736.4,2176.5,2176.5,4019.2,4062.1,13.0,5.9,7.1,975.9,446.0,530.0,994.7,454.5,540.2
Indonesia,1,1,0.0,0.1,1985.0,1985.0,1985.0,1985.0,47.6,47.6,47.6,47.6,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,8.5,8.5,0.0,8.6,8.6,0.0
"Taiwan, Province of China",1,1,3.7,2.0,1989.0,1989.0,1989.0,1989.0,4064.1,4064.1,4064.1,4064.1,710.0,710.0,710.0,710.0,23.0,23.0,23.0,23.0,2.4,2.3,0.0,177.9,175.1,2.8,181.4,178.5,2.9
Ukraine,1,1,12.3,10.2,1993.0,1993.0,1993.0,1993.0,1586.5,1586.5,1586.5,1586.5,243.0,243.0,243.0,243.0,49.0,49.0,49.0,49.0,2.0,1.9,0.1,156.8,145.6,11.2,159.8,148.4,11.4
"Saint Helena, Ascension and Tristan da Cunha",1,1,0.8,0.9,1911.0,1911.0,1911.0,1911.0,2690.7,2690.7,2690.7,2690.7,469.0,469.0,469.0,469.0,145.0,145.0,145.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada,1,1,156.2,299.0,2010.0,2010.0,2010.0,2010.0,3639.6,3639.6,3639.6,3639.6,323.0,323.0,323.0,323.0,23.0,23.0,23.0,23.0,13.8,13.6,0.1,1060.0,1050.6,9.4,1080.3,1070.8,9.6
Mexico,1,1,0.1,0.2,2010.0,2010.0,2010.0,2010.0,121.7,121.7,121.7,121.7,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,23.1,23.1,0.0,23.6,23.6,0.0
