Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Offshore,72,7,8.0,11.7,1981.6,1982.4,1981.1,1981.1,131.0,151.2,144.4,145.5,23.0,29.8,33.5,33.3,5.0,15.4,25.7,25.1,17.1,13.4,3.7,1285.2,1007.4,277.8,1309.9,1026.8,283.1
General cargo,36,6,11.0,15.4,1977.6,1977.2,1977.9,1978.1,162.4,296.8,169.7,161.4,17.0,61.2,32.6,30.3,15.5,34.5,33.3,31.2,7.6,6.7,0.9,577.5,509.7,67.8,588.6,519.5,69.1
Ferry-RoPax,32,2,2.0,0.5,1970.2,1972.0,1970.3,1970.3,86.0,87.2,81.9,81.9,11.0,17.8,31.0,31.0,5.0,5.2,17.5,17.5,5.3,3.6,1.7,395.9,266.6,129.3,403.6,271.7,131.8
Service - tug,26,4,0.9,0.7,1974.5,1972.0,1974.5,1974.5,109.3,132.2,137.6,138.1,25.5,28.5,36.9,37.0,13.0,25.8,40.7,40.9,2.7,2.0,0.7,201.7,148.6,53.1,205.5,151.4,54.1
Cruise,18,8,12.1,1.3,1982.1,1982.1,1988.5,1986.5,85.8,89.4,90.9,87.3,15.0,22.2,16.6,16.2,13.5,16.9,12.3,13.8,11.6,5.7,6.0,882.6,432.6,450.0,899.5,440.9,458.7
Oil tanker,11,2,361.8,684.0,2003.6,2006.5,2009.9,2009.9,120.8,1189.5,1718.3,1809.1,13.0,230.5,439.3,441.1,42.0,81.0,121.4,121.7,25.1,17.7,7.4,1931.0,1371.0,559.9,1968.0,1397.3,570.7
Ro-Ro,10,3,1.6,2.3,1979.9,1981.3,1977.7,1977.7,137.4,197.1,183.5,184.0,18.5,30.0,28.1,28.4,66.0,69.5,90.1,89.9,8.8,2.2,6.6,659.2,163.1,496.1,671.9,166.2,505.7
Liquefied gas tanker,7,1,6.0,6.2,2007.0,2007.0,2007.0,2007.0,178.1,178.1,178.9,178.9,17.0,17.0,23.2,23.2,9.0,9.0,13.5,13.5,3.8,2.5,1.3,289.3,188.5,100.8,294.9,192.1,102.8
Ferry-pax only,4,2,9.5,1.8,1993.0,1993.0,1983.3,1984.1,8515.2,8695.0,11418.0,6587.2,1483.5,1979.8,3937.4,3787.3,20.0,67.5,8.6,16.3,14.1,13.5,0.6,1057.0,1014.6,42.4,1077.3,1034.1,43.2
Chemical tanker,4,1,3.9,5.5,2010.0,2010.0,2010.0,2010.0,306.1,306.1,310.2,310.2,34.0,34.0,46.0,46.0,46.0,46.0,44.5,44.5,3.6,1.8,1.8,270.2,136.9,133.3,275.4,139.5,135.8
Bulk carrier,3,2,3.2,4.9,2008.3,2009.0,2010.3,2010.4,75.9,287.2,239.5,248.2,21.0,39.8,52.4,52.8,45.0,45.0,44.5,44.5,0.9,0.6,0.3,71.5,48.0,23.4,72.9,49.0,23.9
Vehicle,1,1,11.0,3.1,1997.0,1997.0,1997.0,1997.0,249.8,249.8,249.8,249.8,34.0,34.0,34.0,34.0,7.0,7.0,7.0,7.0,1.2,1.1,0.1,94.6,88.5,6.1,96.4,90.2,6.2
Container,1,1,1.7,2.3,2007.0,2007.0,2007.0,2007.0,166.8,166.8,166.8,166.8,18.0,18.0,18.0,18.0,5.0,5.0,5.0,5.0,0.4,0.3,0.1,28.6,24.4,4.2,29.1,24.9,4.3
