Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Sint Maarten (Dutch part),50,15,12.9,14.6,1978.3,1984.3,1993.4,1996.6,112.2,149.6,166.5,202.4,19.0,22.6,23.0,25.4,5.0,8.5,29.9,35.9,7.7,6.0,1.8,584.5,449.6,134.9,595.7,458.3,137.5
Saint Kitts and Nevis,39,15,11.4,10.3,1984.3,1986.3,1998.9,1998.2,47.7,1420.5,147.3,107.6,7.0,201.0,1376.9,941.6,8.0,10.2,13.0,15.0,22.9,19.7,3.3,1724.2,1478.4,245.8,1757.3,1506.8,250.5
Anguilla,33,10,7.2,10.5,1982.7,1985.7,1988.2,1987.6,139.4,149.8,170.3,172.5,22.0,24.8,32.2,32.8,2.0,3.6,8.3,8.2,9.5,8.4,1.1,716.2,634.2,82.0,729.9,646.4,83.6
"Bonaire, Sint Eustatius and Saba",19,5,1.0,0.9,1974.8,1975.0,1975.4,1978.2,63.2,74.0,69.9,73.7,11.0,15.2,14.0,15.5,1.0,1.2,2.2,2.9,1.5,1.4,0.1,110.5,101.5,9.0,112.7,103.5,9.2
Virgin Islands (British),19,8,6.4,8.9,1985.6,1989.0,1993.4,1992.8,211.7,203.8,204.6,206.5,35.0,35.3,31.5,32.2,2.0,5.1,6.2,6.1,5.9,5.4,0.5,448.6,408.6,40.0,457.3,416.4,40.8
Guadeloupe,14,7,2.7,0.4,1979.1,1977.1,1986.0,1980.4,95.5,158.7,87.4,96.5,15.5,17.5,14.0,25.0,8.0,15.6,14.2,14.4,2.4,1.3,1.1,180.6,94.5,86.1,184.0,96.3,87.7
Saint Martin (French part),9,5,3.6,5.4,1988.6,1988.4,1997.7,1997.5,111.7,114.6,138.7,139.1,15.0,16.4,22.7,22.9,7.0,7.9,12.6,12.6,2.1,1.4,0.7,160.5,109.3,51.2,163.6,111.4,52.2
Dominica,8,7,14.5,4.6,1976.1,1976.3,1992.4,1989.6,145.8,3295.0,1382.0,618.9,59.5,178.5,627.9,564.1,11.5,113.3,603.0,513.2,6.6,4.8,1.8,497.4,364.0,133.5,507.0,371.0,136.0
Virgin Islands (U.S.),8,3,2.2,3.1,1981.0,1981.3,1980.5,1980.6,208.9,202.3,211.3,210.5,29.0,28.8,31.4,31.6,0.5,0.8,1.4,1.4,2.4,2.4,0.0,182.9,181.7,1.2,186.4,185.2,1.2
Saint Lucia,6,5,4.5,3.0,1985.7,1981.4,1994.0,1997.3,201.7,197.1,195.5,206.1,24.5,24.5,22.8,20.0,14.0,19.8,10.2,12.3,2.0,1.6,0.4,152.9,119.4,33.5,155.8,121.7,34.1
Saint Barthélemy,5,3,1.9,0.2,1980.2,1979.3,1987.5,1985.1,99.0,92.2,93.4,94.0,19.0,17.2,11.4,13.0,5.0,5.0,8.2,7.3,0.8,0.5,0.3,61.1,36.8,24.3,62.3,37.5,24.8
Trinidad and Tobago,5,3,2.4,2.4,1994.0,1992.7,2005.2,2005.7,164.4,311.0,406.6,419.9,37.0,117.7,98.9,97.3,2.0,7.0,7.1,7.1,2.4,2.3,0.1,184.3,174.5,9.8,187.8,177.9,10.0
Antigua and Barbuda,4,1,0.1,0.0,1975.0,1975.0,1975.0,1975.0,55.6,55.6,58.0,58.0,17.5,17.5,17.3,17.3,6.5,6.5,7.0,7.0,0.2,0.2,0.0,13.6,11.7,1.9,13.9,11.9,1.9
Barbados,3,1,12.1,1.4,1989.0,1989.0,1989.0,1989.0,275.6,275.6,274.2,274.2,32.0,32.0,32.0,32.0,10.0,10.0,11.0,11.0,4.3,2.8,1.4,332.5,220.3,112.2,338.8,224.5,114.3
Puerto Rico,2,2,0.9,1.1,1974.5,1974.5,1982.0,1982.4,287.2,287.2,317.0,319.1,47.5,47.5,47.9,48.0,6.5,6.5,0.8,0.5,0.6,0.6,0.0,47.8,47.0,0.9,48.8,47.9,0.9
Colombia,1,1,40.6,11.5,1997.0,1997.0,1997.0,1997.0,918.7,918.7,918.7,918.7,102.0,102.0,102.0,102.0,0.0,0.0,0.0,0.0,1.6,1.6,0.0,123.6,123.6,0.0,126.0,126.0,0.0
Dominican Republic,1,1,2.5,3.9,2011.0,2011.0,2011.0,2011.0,482.0,482.0,482.0,482.0,70.0,70.0,70.0,70.0,15.0,15.0,15.0,15.0,0.5,0.5,0.0,36.6,34.6,2.1,37.3,35.2,2.1
