Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Offshore,72,7,7.8,11.3,1981.6,1982.4,1981.5,1981.4,118.0,145.3,140.4,140.4,20.0,38.4,43.9,42.4,2.0,2.9,4.8,4.7,13.5,12.7,0.8,1014.6,953.6,61.0,1034.1,971.9,62.2
General cargo,36,6,8.8,12.8,1977.6,1977.2,1978.1,1978.0,113.1,151.9,135.9,133.8,18.5,21.8,30.9,31.3,7.0,15.1,5.7,5.5,6.0,5.8,0.2,456.7,441.7,15.1,465.5,450.1,15.4
Ferry-RoPax,32,2,2.1,0.6,1970.2,1972.0,1970.3,1970.3,86.5,91.7,84.7,84.6,16.0,18.5,17.6,17.6,1.0,0.5,1.9,1.9,2.6,2.4,0.2,195.6,177.5,18.1,199.3,180.9,18.4
Service - tug,26,4,0.9,0.6,1974.5,1972.0,1974.3,1974.3,109.5,150.6,128.0,128.4,22.0,40.5,69.8,69.9,7.5,13.2,20.3,20.3,2.8,2.4,0.4,211.2,179.2,32.0,215.3,182.7,32.6
Cruise,18,8,21.2,2.4,1982.1,1982.1,1988.8,1987.0,96.8,125.5,159.2,158.8,16.0,25.1,26.2,27.1,9.0,9.4,10.1,9.8,10.9,6.9,4.0,832.6,527.6,304.9,848.6,537.8,310.8
Oil tanker,11,1,7.6,11.3,2003.0,2003.0,2003.0,2003.0,111.7,111.7,128.5,128.5,14.0,14.0,21.6,21.6,16.0,16.0,16.5,16.5,4.6,2.1,2.6,349.7,157.0,192.8,356.5,160.0,196.5
Ro-Ro,10,3,1.4,2.1,1979.9,1981.3,1976.9,1976.9,122.4,112.1,164.7,163.8,28.5,65.5,68.2,68.6,4.0,4.5,11.7,11.7,5.1,4.5,0.6,383.1,338.0,45.1,390.5,344.5,46.0
Liquefied gas tanker,7,1,6.9,7.1,2007.0,2007.0,2007.0,2007.0,181.3,181.3,205.9,205.9,18.0,18.0,49.9,49.9,8.0,8.0,9.5,9.5,6.1,4.9,1.2,463.4,374.6,88.8,472.3,381.8,90.5
Ferry-pax only,5,3,18.9,7.0,1993.0,1993.0,1995.8,1997.9,20162.6,14360.4,13361.1,16356.7,689.0,1156.7,1292.6,1713.2,53.0,245.2,465.6,337.6,17.0,15.7,1.2,1273.9,1180.2,93.6,1298.3,1202.9,95.4
Chemical tanker,4,1,1.7,2.4,2010.0,2010.0,2010.0,2010.0,145.0,145.0,136.7,136.7,13.5,13.5,14.4,14.4,16.0,16.0,14.4,14.4,1.4,0.7,0.7,104.8,53.8,51.0,106.8,54.9,51.9
Bulk carrier,3,2,8.1,11.9,2008.3,2009.0,2008.2,2008.3,482.0,584.1,606.3,602.2,35.0,49.0,39.0,39.8,15.0,30.2,46.5,45.7,1.7,0.9,0.8,132.6,69.4,63.2,135.2,70.8,64.4
Vehicle,1,1,40.6,11.5,1997.0,1997.0,1997.0,1997.0,918.7,918.7,918.7,918.7,102.0,102.0,102.0,102.0,0.0,0.0,0.0,0.0,1.6,1.6,0.0,123.6,123.6,0.0,126.0,126.0,0.0
Container,1,1,0.9,1.2,2007.0,2007.0,2007.0,2007.0,90.3,90.3,90.3,90.3,10.0,10.0,10.0,10.0,3.0,3.0,3.0,3.0,0.2,0.2,0.0,16.1,13.4,2.7,16.4,13.7,2.7
