Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Da Nang,1321,314,11156.4,15139.4,2002.3,2004.4,2002.7,2002.5,551.4,1562.7,863.0,1054.0,55.0,212.9,406.2,461.0,23.0,91.7,129.5,145.8,2840.5,2184.2,656.3,217195.3,167305.8,49889.5,221365.5,170518.0,50847.4
Nam Hai Dinh Vu Port,1106,253,8377.9,11123.8,2003.2,2005.1,2003.8,2003.7,733.3,1655.5,734.0,762.0,67.0,224.1,257.6,287.1,15.0,82.7,69.2,75.9,2062.0,1693.2,368.8,157581.2,129636.4,27944.8,160606.7,132125.4,28481.3
Hai Phong,866,271,4476.6,6305.7,2003.7,2006.4,2004.1,2004.5,754.9,1192.8,832.4,846.4,74.0,147.8,171.0,186.5,20.0,116.6,84.5,95.7,1233.1,938.7,294.4,94122.0,71905.9,22216.1,95929.2,73286.5,22642.7
Saigon,760,106,4258.3,5816.0,2001.4,2006.1,2002.4,2002.8,752.1,969.4,832.7,850.3,70.0,100.3,131.0,138.6,20.0,64.2,50.2,54.5,997.1,804.0,193.1,76446.5,61794.5,14652.0,77914.3,62981.0,14933.3
Cai Mep,731,390,7431.7,11947.3,2003.4,2005.8,2006.5,2007.3,766.7,1269.1,959.4,1015.6,79.0,268.2,387.0,373.2,31.0,153.0,135.8,132.8,1534.1,1118.4,415.7,117070.0,85474.8,31595.1,119317.7,87116.0,32201.8
Cat Lai,450,131,4786.7,6505.1,2003.4,2004.0,2003.1,2002.8,586.5,1829.2,919.5,976.6,50.0,265.9,694.7,749.3,16.0,83.1,221.5,241.5,1116.9,931.0,185.9,85510.3,71445.4,14064.9,87152.1,72817.2,14334.9
Hiep Phuoc,366,116,3634.7,4187.8,2004.5,2006.3,2004.6,2003.9,785.5,1233.8,1150.2,1334.7,73.0,127.7,201.1,236.1,28.5,103.4,121.4,148.4,633.3,438.8,194.5,48589.1,33731.4,14857.6,49522.0,34379.1,15142.9
Dung Quat,341,182,3128.6,4991.9,2003.1,2004.1,2002.1,2002.2,597.7,1244.1,1462.4,1522.5,52.0,104.5,324.7,335.7,33.0,147.6,222.3,229.4,677.4,387.7,289.6,51753.8,29755.7,21998.1,52747.5,30327.0,22420.5
Qui Nhon,290,177,3108.6,5061.2,2003.2,2004.4,2006.2,2006.5,501.8,1155.8,1530.8,1688.1,48.5,117.3,401.6,417.4,33.0,135.4,497.8,524.8,531.7,317.5,214.2,40674.3,24352.4,16321.9,41455.2,24820.0,16635.3
Lotus Port,284,140,2189.6,3395.6,2003.2,2005.5,2003.9,2004.0,877.0,1254.5,1305.0,1333.9,86.0,131.6,202.5,206.2,32.0,89.2,181.2,186.2,608.0,422.7,185.3,46436.4,32349.3,14087.0,47327.9,32970.4,14357.5
