Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Da Nang,1346,311,9723.9,13308.3,2002.7,2004.9,2002.9,2002.8,520.8,1516.4,715.8,805.4,46.0,168.5,314.6,369.1,19.0,85.9,91.5,103.4,2242.9,1663.5,579.4,171773.2,127642.5,44130.7,175071.2,130093.2,44978.0
Nam Hai Dinh Vu Port,896,233,7201.1,9290.1,2002.8,2004.6,2003.2,2003.3,778.3,1816.1,951.2,1045.2,71.0,202.2,383.9,477.5,27.0,169.6,229.2,282.0,1843.5,1242.7,600.8,140566.6,95116.1,45450.6,143265.5,96942.3,46323.2
Saigon,810,138,4523.2,6192.2,2001.6,2006.1,2002.6,2002.9,727.1,738.1,747.3,745.2,72.0,85.9,157.9,161.8,19.0,49.0,85.3,89.5,1154.0,948.2,205.8,88334.8,72761.2,15573.6,90030.9,74158.2,15872.6
Hai Phong,800,206,3652.7,5111.7,2003.3,2006.0,2003.7,2004.1,751.8,1207.3,786.0,809.7,74.0,164.7,216.8,237.7,21.0,155.0,96.4,107.9,1070.1,852.6,217.5,81651.9,65290.5,16361.4,83219.6,66544.1,16675.5
Cai Mep,676,338,8152.6,12207.3,2002.5,2004.3,2005.1,2005.7,743.2,1757.9,1527.9,1933.2,78.5,337.1,816.1,863.4,28.0,123.3,201.0,221.1,1636.9,1252.0,385.0,125018.8,95728.3,29290.5,127419.2,97566.3,29852.9
Cat Lai,467,140,4664.2,5921.0,2002.4,2003.7,2003.3,2002.8,749.3,1089.9,780.7,791.2,64.0,119.9,103.5,111.0,16.0,63.5,41.6,50.0,1024.8,884.3,140.5,78590.1,67952.6,10637.5,80099.1,69257.3,10841.8
Hiep Phuoc,363,120,3163.7,4651.4,2004.3,2006.1,2003.3,2003.1,746.2,1500.1,1377.4,1491.1,79.0,210.3,500.8,522.3,28.0,114.4,195.6,196.0,703.5,528.9,174.6,53858.5,40563.9,13294.6,54892.6,41342.8,13549.9
Qui Nhon,347,175,3006.5,4627.2,2004.0,2004.6,2004.8,2004.7,485.6,1168.3,898.5,1002.3,42.0,140.1,470.2,499.1,20.0,62.7,58.9,61.9,481.3,337.2,144.1,36893.1,25865.2,11027.8,37601.4,26361.9,11239.6
Dung Quat,344,182,3713.6,5993.7,2003.6,2004.9,2003.6,2003.8,824.3,1308.4,1746.5,1817.0,77.5,162.9,531.2,557.2,18.0,55.9,77.1,79.8,725.5,581.3,144.2,55510.6,44539.4,10971.3,56576.4,45394.5,11181.9
Hon Gai,330,189,6119.0,9910.5,2008.0,2008.2,2008.7,2008.8,912.4,1472.8,1038.9,1222.1,90.0,198.3,276.5,267.5,78.5,127.9,155.3,161.5,946.2,635.8,310.4,72678.6,48872.5,23806.0,74074.0,49810.9,24263.1
