Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Fiji,72,18,512.7,366.2,2007.4,2005.3,2001.8,2007.5,501.8,486.9,512.6,499.8,44.5,40.6,54.2,67.3,11.0,15.2,12.5,15.3,122.9,105.8,17.2,9446.6,8147.8,1298.8,9628.0,8304.3,1323.7
American Samoa,62,15,351.6,395.6,2002.9,2004.5,2003.6,2004.6,509.4,514.9,512.5,512.3,43.0,43.1,42.4,42.8,9.0,13.4,13.5,13.7,76.5,69.6,6.9,5889.3,5370.1,519.1,6002.4,5473.2,529.1
New Zealand,42,10,557.4,614.9,2001.3,1996.9,2001.1,2002.4,1117.2,1148.9,1131.5,1119.8,90.0,88.9,82.4,83.8,14.0,16.1,13.4,14.4,122.9,118.1,4.8,9475.0,9115.5,359.5,9656.9,9290.6,366.4
Cook Islands,15,6,113.4,89.0,2006.1,2003.3,2003.7,2006.6,845.2,865.9,881.5,862.1,75.0,72.9,74.6,83.3,9.0,10.8,12.4,16.0,28.1,26.0,2.2,2165.9,2001.3,164.6,2207.5,2039.8,167.7
Niue,9,2,30.2,23.5,2004.6,1999.5,2000.0,2005.0,331.5,291.8,285.3,315.3,27.0,24.5,25.3,27.7,9.0,10.8,13.2,16.2,6.7,5.9,0.8,520.8,457.9,62.9,530.8,466.7,64.1
Australia,4,3,288.6,55.1,2003.8,2001.0,1997.1,2002.7,2201.4,2119.7,2012.9,2143.5,166.5,157.0,134.2,167.2,9.0,12.5,9.1,13.8,62.0,60.1,1.9,4798.3,4653.6,144.7,4890.4,4743.0,147.4
French Polynesia,4,4,136.0,79.7,2006.2,2006.2,2010.4,2004.4,1490.0,1480.6,1468.5,1487.4,108.5,112.2,112.6,113.3,15.0,28.8,23.9,34.3,19.7,18.5,1.2,1524.7,1432.7,91.9,1553.9,1460.3,93.7
Samoa,3,1,8.6,8.6,2012.0,2012.0,2012.0,2012.0,555.3,555.3,572.5,572.5,43.0,43.0,50.4,50.4,9.0,9.0,9.4,9.4,2.4,2.0,0.4,184.9,153.6,31.3,188.4,156.6,31.9
Tokelau,1,1,1.3,1.9,1987.0,1987.0,1987.0,1987.0,796.1,796.1,796.1,796.1,81.0,81.0,81.0,81.0,58.0,58.0,58.0,58.0,0.5,0.5,0.0,38.6,35.4,3.2,39.3,36.1,3.2
New Caledonia,1,1,98.9,8.2,2002.0,2002.0,2002.0,2002.0,1151.1,1151.1,1151.1,1151.1,66.0,66.0,66.0,66.0,6.0,6.0,6.0,6.0,23.7,23.1,0.6,1838.3,1789.4,48.9,1873.6,1823.8,49.8
Wallis and Futuna,1,1,1.0,1.5,2009.0,2009.0,2009.0,2009.0,475.4,475.4,475.4,475.4,50.0,50.0,50.0,50.0,23.0,23.0,23.0,23.0,0.6,0.4,0.2,44.9,27.6,17.3,45.8,28.1,17.6
Vanuatu,1,1,0.3,0.0,2016.0,2016.0,2016.0,2016.0,1040.5,1040.5,1040.5,1040.5,68.0,68.0,68.0,68.0,93.0,93.0,93.0,93.0,0.4,0.3,0.1,31.8,20.8,11.0,32.4,21.2,11.3
