Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Singapore,12566,3180,79715.6,99067.9,2007.3,2007.4,2007.3,2007.4,186.0,443.7,293.0,294.0,23.0,102.7,192.0,215.7,14.0,49.2,55.1,61.1,17547.7,12022.6,5525.1,1344588.8,921823.0,422765.8,1370404.9,939522.0,430882.9
Indonesia,5226,2395,62918.8,94836.1,2005.4,2006.6,2006.8,2007.3,543.2,864.2,800.1,796.6,56.0,118.9,217.9,228.9,34.0,96.3,102.5,107.5,10747.6,7354.5,3393.1,823577.2,564069.1,259508.1,839389.9,574899.2,264490.7
China,2584,1777,362451.8,534789.4,2008.2,2008.2,2009.7,2009.6,2141.6,2370.5,2450.8,2569.3,186.0,248.1,406.7,469.8,32.0,76.3,65.4,73.3,29984.4,27706.6,2277.8,2289695.0,2115856.6,173838.4,2333657.1,2156481.0,177176.1
India,1639,928,158314.4,231543.4,2008.0,2008.3,2008.7,2009.0,2085.2,2337.9,2284.5,2344.8,157.0,218.5,251.7,279.6,45.0,84.9,70.3,79.6,16537.3,15265.5,1271.9,1277262.3,1179382.5,97879.7,1301785.7,1202026.7,99759.0
Thailand,1546,750,33603.9,39461.8,2003.8,2005.7,2003.8,2004.7,962.3,1218.5,1073.9,1152.4,78.0,135.9,140.3,152.1,23.0,96.3,74.9,91.1,5189.2,4182.1,1007.1,395566.7,319064.3,76502.4,403161.6,325190.4,77971.2
Viet Nam,1221,493,23436.4,31641.6,2005.3,2006.4,2005.8,2005.8,909.4,1351.5,1104.8,1151.3,82.0,166.0,167.7,184.7,20.0,90.0,58.5,65.2,4095.9,3552.6,543.3,315238.0,273876.1,41361.9,321290.6,279134.5,42156.0
Brazil,848,542,960685.1,1830302.6,2008.8,2009.4,2008.6,2008.6,9155.8,9273.1,9406.3,9420.4,773.0,804.5,803.4,807.9,74.5,110.7,108.5,109.6,41635.5,40952.9,682.6,3225144.1,3172276.7,52867.4,3287066.9,3233184.4,53882.5
Bangladesh,844,334,29938.9,43388.4,2006.6,2005.0,2006.8,2005.7,1442.8,1680.3,1656.3,1721.3,112.0,165.8,359.6,443.5,143.0,165.3,167.4,171.5,5142.2,3874.5,1267.7,396174.4,299385.3,96789.1,403781.0,305133.5,98647.4
Japan,665,310,80190.0,84027.3,2006.9,2008.1,2005.6,2006.5,2802.0,2959.1,3230.2,3236.0,221.0,274.1,311.1,337.3,24.0,51.0,42.4,49.6,10415.7,9840.6,575.1,691048.7,649721.2,41327.5,704316.8,662195.8,42121.0
United Arab Emirates,651,454,230469.3,382558.0,2008.0,2008.6,2008.9,2009.0,3409.8,3672.9,3586.0,3617.8,284.0,334.7,330.2,346.9,30.0,62.8,58.6,62.8,14528.5,13821.2,707.3,1124295.6,1069527.7,54767.9,1145882.1,1090062.6,55819.4
Australia,637,473,91133.2,147475.3,2009.8,2010.5,2009.6,2010.0,2485.5,2729.8,2605.0,2537.2,198.0,252.8,268.9,272.9,50.0,87.6,96.8,96.2,8482.0,7602.8,879.2,645992.1,580187.3,65804.9,658395.2,591326.9,67068.3
Sri Lanka,609,306,61651.9,76106.3,2008.1,2008.2,2009.9,2009.8,1423.5,1598.5,1500.6,1504.5,98.0,139.8,120.7,129.4,14.0,27.2,21.1,22.4,6234.8,6019.4,215.3,482773.6,466156.1,16617.5,492042.9,475106.3,16936.6
Philippines,545,307,10801.9,16038.3,2005.7,2006.9,2007.9,2008.2,1008.6,1351.1,1409.2,1457.4,103.0,151.2,199.8,210.9,40.0,89.7,122.5,125.6,1805.9,1393.6,412.2,138187.9,106768.4,31419.5,140841.1,108818.3,32022.8
Hong Kong,504,226,35941.8,43345.5,2007.1,2006.8,2007.7,2007.8,1580.4,1670.9,1618.1,1619.2,109.0,145.1,128.4,133.3,12.0,25.8,21.4,22.7,4165.2,3970.8,194.4,322170.5,307162.2,15008.3,328356.1,313059.7,15296.4
"Taiwan, Province of China",450,260,28030.3,33948.2,2005.7,2006.4,2005.8,2006.2,1699.0,1799.8,1961.0,1935.6,138.5,167.6,217.0,206.0,23.0,55.4,41.7,50.0,3517.6,3202.1,315.4,257087.0,232898.7,24188.3,262023.1,237370.4,24652.8
Brunei Darussalam,369,183,3884.4,3891.0,2008.6,2007.8,2005.9,2006.6,512.1,1204.1,1347.9,1234.9,85.0,281.9,203.5,195.7,20.0,105.7,439.4,319.3,753.8,468.1,285.7,54566.4,34770.9,19795.5,55614.0,35438.5,20175.6
Myanmar,325,134,6452.4,8980.5,2001.0,2005.6,2002.2,2002.8,1123.1,1412.0,1307.3,1329.9,99.0,144.3,118.9,120.8,53.0,135.1,114.6,124.7,1220.4,937.8,282.6,93686.9,72175.9,21511.1,95485.7,73561.7,21924.1
South Africa,285,233,115056.4,205217.8,2009.2,2009.3,2009.6,2009.8,4997.4,5319.4,5461.9,5510.1,430.0,477.9,512.4,524.4,59.0,75.7,70.5,71.1,7089.2,6881.4,207.8,546578.0,530487.1,16090.9,557072.3,540672.4,16399.8
"Korea, Republic of",224,173,38054.4,54635.5,2007.8,2007.3,2008.2,2008.5,2747.0,3289.3,3428.3,3542.2,225.0,288.4,596.6,696.9,26.0,65.6,62.5,71.6,3369.6,3100.2,269.4,249708.8,229130.1,20578.8,254503.2,233529.4,20973.9
Saudi Arabia,211,163,85451.1,152324.8,2009.8,2010.5,2010.1,2010.4,4011.9,4128.8,4002.0,3986.1,336.0,354.6,350.0,355.4,40.0,55.2,47.0,48.2,4823.9,4515.5,308.5,373559.0,349680.3,23878.7,380731.3,356394.1,24337.2
Spain,122,101,82521.0,90533.0,2011.7,2011.3,2013.2,2013.5,6889.5,7417.3,7125.8,7333.7,435.0,551.8,472.0,519.0,18.0,28.5,23.1,24.3,6792.0,6725.4,66.6,525988.1,520833.0,5155.1,536087.1,530833.0,5254.1
Netherlands,121,92,111509.4,118974.5,2012.4,2011.9,2014.1,2013.8,8370.6,8353.3,8318.2,8336.6,509.0,629.8,495.7,519.4,45.0,98.0,45.6,49.1,10168.3,9963.7,204.6,786174.6,770630.5,15544.1,801269.2,785426.6,15842.6
Guinea,113,68,96785.8,189055.6,2008.5,2009.3,2008.8,2008.8,8918.4,8972.0,8966.5,8966.0,732.0,757.5,752.1,751.9,148.0,175.0,167.2,167.1,4412.0,4284.6,127.4,341768.2,331897.9,9870.4,348330.2,338270.3,10059.9
Iran (Islamic Republic of),106,84,29584.9,51197.2,2008.1,2008.0,2009.7,2010.0,3653.5,3796.5,3737.1,3748.5,315.0,330.9,330.4,341.2,28.5,75.7,46.8,43.9,2054.7,1908.2,146.5,159125.1,147786.9,11338.2,162180.3,150624.4,11555.9
Pakistan,101,78,11964.8,15595.7,2007.9,2008.9,2006.3,2007.0,2941.0,3078.8,2993.9,3015.9,240.0,270.9,236.8,252.1,59.0,92.8,71.7,78.6,1443.5,1324.6,118.9,111716.7,102535.9,9180.8,113861.7,104504.6,9357.1
Papua New Guinea,92,41,3901.0,5197.5,2003.7,2005.6,2004.9,2004.4,3067.8,2747.7,3164.2,3114.1,267.5,312.3,305.1,291.9,45.5,196.8,110.9,115.8,778.6,697.7,80.9,59940.4,53767.1,6173.3,61091.3,54799.4,6291.9
Iraq,80,69,36814.3,70213.0,2009.8,2010.3,2010.5,2010.5,3891.2,3827.8,3753.9,3793.8,333.0,349.2,356.2,356.4,87.5,88.5,91.6,91.6,1809.6,1527.3,282.3,140169.0,118302.7,21866.3,142860.2,120574.1,22286.2
Oman,75,69,29371.8,54438.2,2009.1,2008.8,2009.2,2009.2,3369.1,3650.4,3574.7,3577.4,323.0,337.8,358.5,362.6,78.0,78.9,86.2,88.5,1742.8,1333.7,409.1,134011.8,102348.0,31663.8,136584.8,104313.1,32271.8
Israel,71,40,20310.4,23256.6,2005.8,2005.8,2005.3,2005.7,5027.7,5181.7,5136.8,5126.7,296.0,334.0,327.3,332.7,24.0,40.0,30.8,31.1,2774.4,2732.3,42.1,214892.0,211642.9,3249.1,219017.9,215706.4,3311.5
Greece,70,43,48812.2,53404.9,2013.2,2012.2,2014.4,2014.1,5502.8,5738.4,5593.9,5655.9,315.5,432.0,358.7,393.2,18.0,23.0,19.7,20.0,3951.0,3920.4,30.6,306024.4,303653.6,2370.8,311900.1,309483.7,2416.4
Mauritius,69,44,18553.1,24314.5,2008.1,2007.4,2009.0,2008.8,3304.0,3627.0,3339.3,3335.2,199.0,266.2,233.1,239.9,21.0,29.1,31.8,29.3,1740.7,1702.6,38.1,134795.1,131847.3,2947.8,137383.2,134378.8,3004.4
