Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Pulau Indah,1610,500,12709.3,14896.8,2002.4,2005.1,2003.1,2003.3,246.5,422.6,358.3,355.9,23.0,63.3,58.1,59.6,18.0,41.0,50.7,52.6,2462.8,1739.6,723.2,188957.9,133766.0,55191.9,192585.9,136334.3,56251.6
Pasir Gudang,1203,504,6458.2,9342.7,2005.1,2006.8,2006.2,2006.5,268.4,487.6,443.9,448.7,49.0,109.7,117.5,113.2,20.0,77.2,85.5,89.5,1789.8,1282.2,507.6,137044.5,98295.2,38749.3,139675.7,100182.5,39493.2
Port Klang,1054,355,5245.6,5649.9,2000.6,2004.6,2002.6,2004.1,264.2,600.5,385.4,401.9,32.0,102.0,96.4,119.4,22.0,70.9,54.1,60.5,1673.1,1179.7,493.4,127515.7,89946.1,37569.6,129964.0,91673.1,38290.9
Tanjong Bin,835,309,4005.9,6010.9,2001.6,2005.4,2005.3,2005.4,190.0,392.7,369.4,391.3,29.0,91.5,126.7,135.1,19.0,55.4,54.3,57.3,1081.3,723.2,358.0,82602.5,55297.5,27305.0,84188.4,56359.2,27829.3
Pengerang,742,437,10672.1,18103.4,2005.7,2007.3,2008.3,2008.0,290.3,685.6,537.9,506.0,35.0,125.6,249.3,227.5,18.0,62.6,182.6,200.0,1271.1,900.5,370.5,96016.9,67653.5,28363.4,97860.5,68952.5,28908.0
Bintulu Port,725,308,9882.4,12955.4,2005.1,2007.0,2004.9,2004.7,695.5,1131.5,1002.7,956.4,59.0,195.1,195.1,166.4,40.0,103.5,92.9,82.1,2005.2,1467.8,537.4,147919.9,107626.6,40293.3,150760.0,109693.0,41067.0
Pulau Pinang,673,215,6347.2,6163.6,2003.9,2005.5,2002.0,2004.3,232.3,494.3,356.2,351.8,26.0,48.3,80.4,88.6,25.0,54.4,29.2,37.2,1325.0,971.4,353.7,101949.4,74970.0,26979.4,103906.9,76409.5,27497.4
Tanjung Pelepas,584,113,2456.8,3174.0,2007.0,2004.7,2007.9,2007.6,185.0,361.8,300.2,297.8,25.0,129.1,76.3,83.3,13.0,51.5,24.4,26.6,636.4,501.2,135.1,48638.0,38417.2,10220.8,49571.8,39154.8,10417.0
Labuan,494,210,2928.8,4219.2,2007.6,2007.2,2005.0,2005.3,462.4,944.8,812.5,804.5,74.0,210.2,190.3,170.3,53.0,221.5,136.4,113.0,972.4,546.8,425.6,73511.0,41436.3,32074.7,74922.4,42231.9,32690.5
Muar,459,171,1143.4,1760.1,2009.9,2007.1,2007.2,2007.6,102.9,455.0,243.0,254.6,16.0,111.1,73.7,66.2,8.0,60.6,36.8,38.7,207.5,154.5,53.0,15812.3,11786.8,4025.5,16115.9,12013.1,4102.8
Sungai Udang,445,257,5703.3,9779.6,2007.4,2006.4,2005.7,2005.7,409.0,668.9,777.2,800.6,45.0,126.7,134.9,130.0,25.0,46.6,106.6,110.2,972.9,600.8,372.0,74656.4,46173.3,28483.0,76089.8,47059.9,29029.9
Kemaman,432,170,934.7,994.3,2010.6,2009.0,2008.6,2007.3,487.9,1324.3,810.9,747.9,95.0,360.9,721.0,605.0,37.0,315.3,373.8,321.6,625.8,417.0,208.8,47152.6,31448.9,15703.7,48057.9,32052.7,16005.2
Tanjung Gelang,431,234,2639.8,3860.4,2007.7,2006.9,2009.8,2009.4,338.4,474.5,525.9,540.3,37.0,60.4,75.7,78.6,32.0,97.1,186.7,227.0,659.1,426.4,232.6,50478.0,32821.9,17656.1,51447.2,33452.1,17995.1
Lumut,399,236,2879.1,4928.8,2007.7,2007.7,2006.9,2007.1,281.6,520.1,524.3,526.4,29.0,111.2,103.0,83.8,45.0,94.6,101.0,104.5,460.0,264.9,195.1,35314.0,20339.2,14974.8,35992.0,20729.7,15262.3
Senari - Sarawak,397,123,3164.8,2971.0,2002.5,2005.3,2002.2,2004.4,688.1,770.5,862.6,761.9,70.0,121.8,116.6,96.9,35.0,59.0,41.8,50.5,595.1,425.9,169.2,45520.9,32677.9,12842.9,46394.9,33305.4,13089.5
Port Dickson,375,225,4016.0,6889.0,2005.0,2004.9,2004.9,2004.9,353.7,569.0,691.7,767.7,27.0,77.9,104.8,106.4,28.0,53.1,100.8,104.0,784.5,382.0,402.5,60141.7,29312.7,30829.0,61296.5,29875.5,31420.9
Sandakan,277,143,2000.2,2877.0,2004.2,2006.3,2006.2,2006.6,449.8,861.4,684.3,687.6,31.0,92.2,120.0,122.5,32.0,77.9,80.0,85.1,451.9,312.1,139.8,34612.9,23974.9,10638.0,35277.4,24435.2,10842.2
Miri,271,138,1357.7,1581.4,2009.9,2009.4,2007.3,2006.6,556.9,1978.1,1100.1,887.0,104.0,448.8,415.1,326.5,72.0,270.3,117.7,88.8,691.9,478.4,213.5,51079.5,35027.7,16051.8,52060.2,35700.2,16360.0
Lutong,255,109,549.6,690.0,2009.5,2008.3,2006.6,2005.8,299.4,1380.6,684.9,665.1,49.0,428.7,737.8,548.7,26.0,119.9,94.8,87.3,384.1,319.2,64.9,28920.4,24034.3,4886.1,29475.7,24495.8,4979.9
Tapis Marine Terminal A,254,71,415.1,555.7,2013.0,2010.9,2009.6,2008.6,173.0,829.0,588.8,614.8,29.0,192.5,451.8,323.0,10.0,149.5,155.9,118.7,189.5,138.4,51.1,14268.2,10420.8,3847.4,14542.2,10620.9,3921.3
Kampung Tanjung Langsat,242,152,1487.9,2466.2,2008.3,2007.3,2007.2,2007.0,251.5,534.8,551.8,576.3,71.0,177.6,197.8,195.2,26.5,57.7,45.3,45.9,427.7,311.0,116.7,32757.6,23827.2,8930.4,33386.5,24284.6,9101.9
