Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,10726,1543,1023060.7,1134185.4,2006.1,2007.5,2010.3,2010.2,981.9,2010.5,2082.1,2034.3,77.0,137.3,284.0,283.8,16.0,21.0,22.3,22.1,103418.4,99544.2,3874.3,8003177.6,7705091.2,298086.3,8156838.6,7853029.0,303809.6
Oil tanker,4826,1599,682137.0,1286929.2,2005.8,2007.5,2009.8,2009.8,653.2,2499.5,2997.0,3045.9,98.0,267.8,574.6,578.1,24.0,60.3,57.0,56.9,49355.0,42080.1,7274.9,3817955.5,3256273.2,561682.3,3891260.3,3318793.7,572466.6
Bulk carrier,4696,2782,830267.6,1575375.1,2008.9,2009.1,2009.4,2009.5,2092.4,2824.5,3146.5,3183.2,198.0,281.3,517.9,520.6,21.0,72.2,59.2,58.8,46208.0,44338.3,1869.7,3577637.2,3433299.3,144337.9,3646327.8,3499218.7,147109.1
Chemical tanker,4382,1248,76215.5,122824.3,2008.0,2008.6,2008.8,2008.8,811.8,1376.7,1377.3,1384.7,86.0,144.3,263.1,263.1,29.0,51.0,57.3,57.3,15842.9,12792.9,3050.0,1218988.2,985956.4,233031.8,1242392.8,1004886.8,237506.0
General cargo,2776,933,43304.0,59790.9,2004.7,2005.5,2007.8,2008.0,993.9,1683.3,1838.3,1833.3,101.0,175.5,350.3,350.9,28.0,73.0,65.5,65.0,7381.1,6534.0,847.1,566982.0,502903.2,64078.7,577868.0,512559.0,65309.0
Service - tug,2356,488,1203.4,1084.4,2009.0,2008.8,2009.3,2009.0,203.5,902.4,911.0,948.9,67.0,300.1,881.0,871.7,17.0,124.5,286.8,285.5,1180.7,905.0,275.7,88761.5,68047.7,20713.8,90465.7,69354.2,21111.5
Service - other,1639,109,3085.0,3837.5,2014.1,2009.1,2011.3,2011.4,82.9,1261.7,206.0,173.5,11.0,182.5,772.9,542.3,7.0,106.6,556.1,362.6,677.7,468.9,208.8,51332.1,35522.9,15809.2,52317.7,36205.0,16112.7
Liquefied gas tanker,942,254,113906.0,92143.4,2004.4,2006.0,2004.3,2004.2,1625.7,2249.1,3058.6,3002.1,128.5,179.8,252.6,253.6,37.5,106.0,289.4,266.8,15243.4,11815.5,3427.8,972935.4,738042.0,234893.4,991615.7,752212.4,239403.4
Vehicle,451,161,40594.3,13691.0,2003.0,2006.1,2007.4,2007.2,771.5,3038.6,2106.9,2161.3,57.0,195.8,317.0,325.5,12.0,13.2,13.7,13.7,2600.3,2532.2,68.1,201260.1,196017.9,5242.2,205124.3,199781.5,5342.8
Ferry-pax only,344,34,246.6,55.2,1998.4,2000.8,1993.0,1995.9,527.0,1938.2,386.9,411.2,33.0,109.4,184.8,258.3,19.0,51.2,56.5,52.8,302.5,221.5,81.0,22712.9,16631.1,6081.8,23149.0,16950.4,6198.6
Offshore,304,137,3601.8,5268.6,2010.2,2009.9,2005.2,2003.1,574.1,1771.9,1682.0,1849.1,107.0,374.2,589.0,599.9,55.0,322.2,291.2,196.0,950.1,641.2,308.9,71757.6,48482.6,23275.0,73135.3,49413.5,23721.8
Cruise,270,51,12174.9,1203.8,2001.7,2001.0,2005.7,2005.6,290.0,581.7,508.8,522.9,22.0,42.2,60.0,62.0,9.0,12.5,15.3,15.3,2340.2,2004.4,335.8,181205.9,155211.0,25994.9,184685.1,158191.1,26494.0
Ro-Ro,132,24,248.0,247.7,2009.2,2008.5,2002.2,2004.0,79.2,1532.2,850.2,692.2,28.0,228.9,307.0,303.0,11.5,262.4,114.9,150.7,253.1,130.4,122.7,19102.4,9878.2,9224.1,19469.1,10067.9,9401.2
Ferry-RoPax,39,10,346.1,88.3,1994.1,1996.4,1990.0,1991.0,1427.1,1795.7,2945.7,2887.3,68.0,400.1,1192.2,952.3,21.0,51.0,31.8,35.1,144.8,129.7,15.1,10875.6,9739.4,1136.1,11084.4,9926.4,1157.9
Miscellaneous - fishing,29,10,31.6,23.7,1999.3,2000.1,1999.7,1996.2,1157.9,1457.2,864.3,1017.3,185.0,206.0,454.3,406.8,13.0,14.8,16.6,22.2,34.4,32.1,2.2,2579.8,2413.2,166.6,2629.3,2459.5,169.8
Refrigerated bulk,27,22,297.8,316.3,1987.9,1985.8,1988.4,1988.3,1807.5,3204.5,2506.4,2476.2,178.0,588.5,551.7,526.3,17.0,155.9,49.7,51.2,295.2,230.6,64.6,22297.5,17448.5,4849.1,22725.7,17783.5,4942.2
Other liquids tankers,11,4,48.4,54.9,2013.5,2012.8,2009.0,2009.0,40.8,434.0,1378.3,1347.8,23.0,77.4,105.6,105.8,6.0,12.5,20.0,20.0,17.9,16.4,1.4,1358.8,1249.8,109.0,1384.9,1273.8,111.1
