Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Spain,204,162,11763.3,19025.5,2006.5,2007.1,2008.1,2008.8,1975.7,1935.1,1921.6,1926.6,142.5,164.5,183.1,187.3,64.0,148.5,144.8,158.5,1370.4,1205.3,165.1,105999.8,93249.4,12750.4,108035.0,95039.8,12995.2
Senegal,141,92,2225.0,1860.3,2004.8,2004.5,2006.4,2005.6,491.6,588.9,500.3,505.6,41.0,77.9,49.3,54.8,30.0,88.5,50.5,77.8,276.3,219.4,56.9,21337.0,16955.8,4381.2,21746.7,17281.4,4465.3
Malaysia,113,68,96785.8,189055.6,2008.5,2009.3,2008.8,2008.8,8918.4,8972.0,8966.5,8966.0,732.0,757.5,752.1,751.9,148.0,175.0,167.2,167.1,4412.0,4284.6,127.4,341768.2,331897.9,9870.4,348330.2,338270.3,10059.9
Morocco,79,60,4168.4,6531.5,2006.7,2008.2,2008.1,2008.7,1920.3,1846.1,1858.2,1834.6,155.0,183.2,172.0,173.7,48.0,119.6,116.0,130.5,555.1,505.6,49.5,42941.2,39117.4,3823.8,43765.7,39868.5,3897.2
Togo,61,34,1296.0,1792.1,2006.1,2006.7,2006.5,2006.9,1177.5,1263.9,1213.2,1224.0,119.0,144.2,145.5,156.1,35.0,132.6,135.0,159.8,192.5,147.9,44.6,14812.1,11397.2,3414.9,15096.5,11616.0,3480.5
Gibraltar,56,54,4120.8,7480.0,2010.6,2010.5,2011.2,2011.3,1990.1,2022.0,2011.3,2008.9,158.5,160.1,158.2,158.2,111.0,175.2,173.7,172.6,359.6,307.0,52.6,27844.7,23770.4,4074.3,28379.3,24226.8,4152.5
Sierra Leone,53,29,197.2,210.5,1999.5,2000.9,1998.9,2004.1,109.5,527.2,222.5,173.2,15.0,291.1,353.3,154.7,40.0,80.4,434.2,214.9,76.3,39.3,37.0,5806.0,2977.4,2828.6,5917.4,3034.5,2882.9
Singapore,51,23,12345.7,23627.7,2014.6,2010.4,2011.1,2011.1,223.8,7974.7,8403.0,8648.3,65.0,688.2,739.8,740.1,97.0,155.0,169.1,169.2,663.1,637.0,26.1,51333.3,49325.9,2007.4,52318.9,50273.0,2045.9
Côte d'Ivoire,38,34,960.6,1281.6,2007.0,2008.2,2005.6,2007.4,835.9,952.0,903.5,937.2,80.0,107.4,119.8,138.8,68.0,113.7,104.2,128.2,100.4,83.1,17.3,7760.4,6425.9,1334.4,7909.3,6549.3,1360.1
Ghana,30,27,789.5,1330.3,2007.8,2007.6,2010.1,2010.1,1092.1,1153.1,1114.2,1119.1,96.5,146.6,103.8,103.3,112.0,182.6,219.8,225.5,91.7,66.7,25.0,7085.4,5152.7,1932.7,7221.4,5251.6,1969.8
China,29,9,5304.4,9648.0,2003.6,2009.0,2009.2,2009.1,124.0,5612.4,3133.6,3915.5,25.0,459.9,781.8,817.1,11.0,71.2,139.8,139.3,290.7,230.0,60.7,22508.7,17807.4,4701.3,22940.9,18149.3,4791.6
Nigeria,29,24,1087.8,1687.8,2006.7,2007.0,2006.3,2006.4,1382.1,1427.4,1440.6,1451.5,126.0,164.8,167.4,169.7,82.0,142.4,158.8,174.7,109.5,90.5,19.0,8452.4,6993.1,1459.3,8614.6,7127.3,1487.3
Mauritania,29,26,807.3,628.4,2005.1,2005.5,2005.0,2006.2,748.7,776.3,752.8,772.4,69.0,79.2,77.7,81.1,32.0,68.5,50.8,83.2,110.9,95.1,15.7,8569.7,7363.6,1206.1,8734.2,7505.0,1229.2
Cabo Verde,20,14,205.3,303.9,2002.6,2002.4,2003.3,2004.0,798.4,996.9,780.7,786.3,73.5,107.2,74.6,73.4,27.5,47.2,58.4,63.6,40.3,34.7,5.7,3094.6,2660.1,434.5,3154.0,2711.2,442.9
India,19,19,12171.3,23392.0,2008.7,2008.7,2009.6,2009.7,8347.4,8367.4,8303.9,8300.6,687.0,706.9,708.0,707.7,133.0,185.7,164.6,163.7,675.6,654.8,20.9,52329.4,50714.5,1614.9,53334.1,51688.2,1645.9
Netherlands,16,15,1468.7,2606.3,2009.3,2009.5,2012.0,2012.1,3072.3,3087.3,3093.9,3089.1,271.5,299.3,280.8,279.3,108.0,147.1,165.2,171.5,162.0,142.1,19.9,12475.8,10941.8,1534.0,12715.3,11151.9,1563.5
South Africa,16,16,2611.2,4655.3,2008.3,2008.3,2008.8,2008.5,3832.1,3882.5,3705.7,3689.3,310.5,324.9,299.9,297.1,224.0,349.3,234.8,228.4,217.4,197.8,19.6,16772.8,15274.4,1498.5,17094.9,15567.6,1527.2
Indonesia,14,14,10947.3,21077.5,2012.1,2012.1,2011.7,2011.6,8896.6,8329.2,8962.4,8963.7,731.0,691.6,742.8,743.0,191.5,211.9,202.7,201.4,518.5,500.8,17.8,40166.8,38790.9,1375.9,40938.0,39535.6,1402.4
Italy,13,13,1515.2,2838.3,2011.8,2011.8,2011.4,2011.3,2923.7,2939.3,2966.6,2967.5,247.0,257.2,251.7,251.3,151.0,184.6,178.9,179.4,122.9,109.3,13.6,9512.2,8455.9,1056.3,9694.8,8618.2,1076.6
Cameroon,12,12,574.8,918.6,2009.0,2009.0,2009.5,2009.7,1740.1,1670.4,1733.4,1737.6,150.5,240.3,228.2,227.7,42.0,57.2,62.8,68.0,54.7,51.7,3.1,4235.9,4000.1,235.8,4317.3,4076.9,240.3
Germany,12,12,1859.5,2113.2,2007.5,2007.5,2007.0,2011.1,3321.5,3077.1,3000.8,3237.3,234.0,244.3,236.6,251.8,49.5,123.3,113.4,164.5,181.1,172.2,8.9,13935.0,13248.1,686.9,14202.5,13502.4,700.1
Turkey,12,11,1416.3,2600.5,2003.2,2004.4,2010.4,2010.7,3642.0,3353.9,3649.4,3674.9,316.0,326.8,305.2,304.6,128.0,193.0,220.9,222.7,112.7,102.1,10.7,8716.6,7891.5,825.2,8884.0,8043.0,841.0
Benin,11,11,386.3,592.8,2004.3,2004.3,2005.0,2005.4,1276.4,1219.6,1222.6,1211.4,120.0,130.6,125.7,126.3,35.0,107.9,101.0,108.3,41.8,36.5,5.3,3233.7,2824.1,409.7,3295.8,2878.3,417.5
Guinea-Bissau,10,6,19.9,14.4,1988.7,1995.2,1994.5,1993.5,499.1,5009.1,1465.5,967.4,263.0,335.0,348.4,425.4,73.5,412.0,747.5,760.5,114.6,63.4,51.2,8609.4,4763.3,3846.1,8774.7,4854.8,3920.0
Belgium,10,9,627.6,616.3,2006.1,2005.8,2005.7,2006.5,3111.6,2771.6,3013.2,2955.5,290.0,266.3,272.7,292.5,55.5,68.4,35.2,37.7,82.9,79.6,3.2,6368.2,6119.6,248.6,6490.5,6237.1,253.4
Liberia,9,9,56.4,84.3,2004.8,2004.8,2008.2,2009.0,350.4,331.9,360.5,358.9,39.0,50.8,59.6,56.7,22.0,69.9,99.7,104.3,13.6,9.2,4.4,1048.7,707.0,341.7,1068.8,720.6,348.2
Malta,9,9,760.6,1404.5,2005.1,2005.1,2009.7,2009.7,2919.8,2668.8,2757.1,2776.1,244.0,254.1,242.7,242.5,111.0,112.7,142.6,142.8,60.6,54.8,5.8,4685.6,4239.3,446.2,4775.5,4320.7,454.8
Portugal,8,8,347.5,582.2,2007.2,2007.2,2006.6,2006.4,1972.6,2011.9,2043.8,2044.2,160.0,162.5,160.3,159.6,38.0,124.6,208.5,219.0,43.5,38.6,4.9,3362.8,2981.5,381.3,3427.4,3038.8,388.6
France,7,7,599.3,823.8,2007.1,2007.1,2007.9,2010.3,2812.7,2809.3,2784.1,2745.5,219.0,224.7,217.1,221.7,62.0,115.4,85.9,100.1,61.4,57.0,4.5,4750.4,4408.3,342.2,4841.6,4492.9,348.7
United States of America,6,6,170.1,202.2,2008.3,2008.3,2007.2,2006.8,4107.9,4284.7,4433.9,4556.0,319.0,329.8,351.9,362.0,84.0,125.0,109.3,92.2,34.5,32.7,1.8,2662.1,2525.3,136.8,2713.2,2573.8,139.4
Russian Federation,6,4,286.8,438.0,2001.3,2006.5,2011.8,2011.8,2141.4,3246.4,3645.9,3747.6,287.5,356.8,428.4,428.5,59.5,194.8,253.1,252.5,33.5,31.6,1.9,2584.8,2443.2,141.6,2634.4,2490.1,144.3
Sri Lanka,5,5,1271.0,2260.9,2007.2,2007.2,2008.1,2008.2,7861.9,7886.6,7879.0,7875.8,703.0,693.8,687.7,686.7,220.0,235.8,230.0,231.0,108.2,103.5,4.7,8379.4,8014.2,365.2,8540.3,8168.0,372.2
Hong Kong,5,2,1183.6,2225.8,2009.6,2012.0,2015.3,2015.6,506.6,5236.9,3002.8,4435.3,105.0,449.8,777.5,803.9,15.0,55.2,96.8,99.6,54.9,52.1,2.9,4256.4,4032.0,224.4,4338.1,4109.4,228.7
United Kingdom of Great Britain and Northern Ireland,5,5,751.9,1407.1,2011.4,2011.4,2012.1,2012.0,2749.3,2838.1,2823.3,2824.0,242.0,238.2,243.4,243.9,119.0,117.6,148.2,150.1,53.2,49.2,4.0,4115.7,3805.9,309.7,4194.7,3879.0,315.7
Mexico,4,1,1388.5,1411.6,2008.0,2008.0,2008.0,2008.0,5784.9,5784.9,4835.5,4835.5,376.5,376.5,375.7,375.7,11.0,11.0,9.5,9.5,195.1,187.4,7.7,15109.0,14515.6,593.4,15399.1,14794.3,604.8
"Taiwan, Province of China",4,1,41.1,41.8,2008.0,2008.0,2008.0,2008.0,149.0,149.0,143.2,143.2,12.5,12.5,15.0,15.0,7.5,7.5,22.0,22.0,5.3,3.1,2.2,410.2,239.5,170.7,418.1,244.1,174.0
Sweden,4,2,46.1,63.8,2006.5,2006.0,2006.2,2006.2,3661.8,3568.5,3594.9,3586.5,373.5,323.5,344.1,338.9,90.5,90.5,97.3,98.6,14.1,13.5,0.6,1069.2,1026.1,43.1,1089.7,1045.8,43.9
Gambia,4,4,47.9,50.0,2000.8,2000.8,2001.0,2003.8,469.8,648.0,470.5,481.2,42.0,146.2,63.4,70.7,40.0,40.5,48.7,54.2,7.0,5.8,1.1,534.2,446.0,88.3,544.5,454.5,90.0
Denmark,4,4,269.3,447.8,2003.5,2003.5,2002.9,2003.3,3573.2,3049.4,3394.4,3365.0,302.0,246.5,314.9,310.9,43.0,176.2,279.2,295.4,41.1,38.3,2.8,3160.5,2945.0,215.6,3221.2,3001.5,219.7
