Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Bulk carrier,568,443,172258.9,331436.0,2009.3,2009.5,2009.7,2009.6,2272.6,3825.0,5703.2,5836.4,212.0,335.5,659.9,664.3,145.0,188.7,174.4,173.7,9153.1,8589.4,563.7,708861.6,665246.0,43615.7,722471.8,678018.7,44453.1
Container,237,68,8777.6,10640.3,2002.8,2002.3,2004.1,2003.8,1196.5,1306.3,1281.9,1290.4,112.0,102.7,168.8,164.2,23.0,27.3,34.7,33.8,1399.0,1249.4,149.5,108207.0,96666.0,11540.9,110284.6,98522.0,11762.5
General cargo,111,79,2246.6,3105.5,2004.7,2005.4,2007.9,2007.4,1777.2,2484.4,2557.5,2505.2,167.0,230.9,417.9,416.4,73.0,117.4,123.6,119.4,423.7,386.3,37.4,32430.6,29621.0,2809.6,33053.3,30189.7,2863.6
Chemical tanker,92,56,2408.4,3865.7,2009.0,2009.2,2009.3,2009.3,1251.8,1608.4,1459.9,1459.1,116.5,148.1,192.8,192.8,43.0,99.5,92.5,92.1,444.8,340.0,104.8,34276.4,26216.2,8060.2,34934.6,26719.6,8215.0
Ro-Ro,52,22,2998.7,1514.9,2005.5,2006.5,2003.2,2003.8,703.3,935.9,1116.1,1080.1,46.0,66.8,137.9,133.9,22.5,23.3,24.1,24.2,358.9,341.8,17.1,27732.9,26410.6,1322.3,28265.4,26917.7,1347.7
Service - tug,41,13,15.6,11.2,2013.1,2002.7,2005.3,2005.0,169.0,3221.9,867.2,921.9,14.0,830.3,787.0,867.4,38.0,229.1,995.7,1013.0,69.1,21.2,47.9,5190.8,1595.4,3595.4,5290.5,1626.0,3664.5
Vehicle,41,13,1395.4,449.4,2006.1,2004.7,2005.5,2005.8,494.3,625.7,645.4,636.4,37.0,62.4,70.6,68.2,20.0,16.8,21.9,21.4,97.1,87.4,9.8,7516.6,6760.6,756.0,7660.9,6890.4,770.5
Miscellaneous - fishing,29,17,90.8,34.6,1994.2,1997.3,1987.8,1988.3,1712.8,1814.6,3236.2,3017.3,249.0,287.8,763.8,743.1,73.0,107.4,822.2,738.7,51.4,36.1,15.3,3862.9,2712.7,1150.2,3937.1,2764.8,1172.3
Oil tanker,21,7,490.0,851.6,2000.3,2007.6,2010.1,2010.6,74.6,1624.1,654.5,688.2,22.0,171.7,233.6,229.8,0.0,131.4,128.6,127.3,81.9,64.2,17.6,6326.7,4966.3,1360.4,6448.1,5061.6,1386.5
Refrigerated bulk,9,4,24.0,24.0,1983.3,1987.8,1991.3,1990.4,446.9,3640.7,1155.5,973.2,277.0,600.4,868.4,783.9,74.0,77.2,69.2,74.6,74.5,65.9,8.7,5602.2,4952.3,649.9,5709.8,5047.4,662.4
Service - other,2,2,6.2,7.5,2000.0,2000.0,1999.7,2000.0,1565.9,1565.9,1479.2,1486.1,557.5,557.5,555.7,557.4,30.0,30.0,29.6,30.0,2.9,2.8,0.1,215.9,208.1,7.9,220.1,212.1,8.0
