Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Bulk carrier,242,142,9927.0,16928.3,2001.6,2002.4,2003.7,2003.8,1327.6,1797.5,1926.3,1933.5,229.0,302.9,618.6,620.5,170.5,220.0,213.4,213.3,1145.5,975.9,169.6,88388.0,75406.0,12981.9,90085.0,76853.8,13231.2
General cargo,176,75,1533.9,2149.7,1990.3,1993.3,1998.9,1998.5,1239.5,1987.1,1516.7,1477.9,203.0,378.5,446.3,432.7,148.0,173.5,182.3,185.4,454.6,353.5,101.1,34624.6,27031.8,7592.8,35289.4,27550.9,7738.6
Container,171,21,2238.6,2951.4,2002.5,2001.6,2000.4,2000.3,747.3,602.2,624.0,630.8,135.0,187.8,194.4,193.3,101.0,103.2,147.2,147.8,850.4,563.2,287.2,64997.9,43073.8,21924.1,66245.9,43900.8,22345.1
Chemical tanker,156,66,2667.3,4284.8,2002.1,2003.2,2005.7,2005.5,1128.6,1377.4,1309.8,1313.1,149.0,312.0,438.4,440.4,144.0,227.0,246.5,245.9,1119.2,622.9,496.3,85452.5,47722.5,37730.0,87093.2,48638.7,38454.4
Oil tanker,117,69,8001.4,14786.0,1999.1,2000.8,2006.1,2006.2,1375.6,1551.9,2130.1,2167.9,189.0,231.1,284.2,285.8,125.0,177.9,82.5,79.2,976.9,591.8,385.0,75118.5,45646.5,29472.0,76560.8,46522.9,30037.9
Service - tug,64,10,32.9,26.1,2009.9,2004.9,2009.6,2009.5,194.7,1644.6,336.1,335.0,46.0,374.5,242.5,228.8,27.5,22.8,50.7,52.4,35.7,30.8,4.9,2680.5,2315.2,365.3,2731.9,2359.7,372.3
Ro-Ro,28,14,1236.2,882.4,2003.8,1999.6,1989.4,1990.0,1139.7,6306.2,5449.0,6098.9,183.0,1062.4,3320.7,3405.9,73.5,138.2,43.8,46.8,278.1,249.2,29.0,21230.9,19044.9,2186.0,21638.5,19410.5,2228.0
Ferry-pax only,15,1,0.4,0.1,1981.0,1981.0,1981.0,1981.0,151.5,151.5,151.9,151.9,14.0,14.0,16.2,16.2,83.0,83.0,235.0,235.0,6.2,0.4,5.8,467.3,31.1,436.2,476.3,31.7,444.6
Yacht,7,1,1.5,2.6,1964.0,1964.0,1964.0,1964.0,313.7,313.7,296.6,296.6,131.0,131.0,177.2,177.2,125.0,125.0,223.9,223.9,1.5,1.1,0.4,110.8,83.2,27.6,112.9,84.7,28.2
Vehicle,7,3,280.6,87.2,1999.7,1993.0,2005.2,2002.5,1267.6,1171.6,1025.7,1017.2,207.0,212.2,265.3,260.4,28.0,208.0,100.0,111.4,39.9,26.7,13.2,3087.2,2067.0,1020.2,3146.5,2106.7,1039.8
Liquefied gas tanker,6,3,38.1,40.4,2002.0,2003.7,2003.2,2002.7,1309.7,984.3,1071.2,1089.6,245.0,212.2,283.0,285.9,119.5,137.5,186.8,185.6,21.0,12.4,8.5,1583.3,942.5,640.8,1613.7,960.6,653.1
Miscellaneous - other,4,1,73.6,122.8,1972.0,1972.0,1972.0,1972.0,934.4,934.4,897.5,897.5,561.0,561.0,689.0,689.0,595.5,595.5,604.4,604.4,25.4,18.6,6.8,1933.4,1420.2,513.3,1970.6,1447.4,523.1
Service - other,2,2,4.3,2.6,1990.5,1990.5,2014.1,2014.6,380.5,380.5,490.4,494.9,64.0,64.0,51.0,50.8,133.5,133.5,15.3,13.0,2.7,2.0,0.7,200.4,148.2,52.2,204.2,151.0,53.2
Ferry-RoPax,1,1,58.2,10.8,1987.0,1987.0,1987.0,1987.0,4493.6,4493.6,4493.6,4493.6,474.0,474.0,474.0,474.0,84.0,84.0,84.0,84.0,12.0,10.8,1.2,897.6,808.5,89.1,914.8,824.0,90.8
