Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Aden,434,174,11101.6,17683.4,1999.3,1999.5,2003.2,2003.2,845.0,2016.2,1553.6,1684.2,217.5,394.8,557.4,577.3,118.0,182.3,192.4,196.6,2133.3,1598.8,534.5,163755.6,122897.4,40858.2,166899.7,125257.1,41642.7
Hudaidah,223,130,3751.1,6253.4,2000.7,2001.6,2007.0,2007.5,515.0,973.8,1141.8,1188.0,114.0,196.7,366.2,368.9,196.0,269.0,210.5,200.1,1049.4,543.4,506.0,80320.2,41765.6,38554.6,81862.4,42567.5,39294.9
Al Mukalla,156,79,3465.0,5956.9,1996.2,1995.9,2001.3,2001.8,1269.9,1468.8,2083.3,2214.1,168.5,265.7,345.5,352.5,82.5,174.0,141.8,140.1,714.7,472.9,241.8,54335.3,36129.5,18205.8,55378.6,36823.2,18555.3
Little Aden,67,54,2165.7,3442.5,1996.8,1996.4,2001.4,2002.5,1423.0,1874.4,1852.5,1893.6,167.0,268.5,328.2,319.2,122.0,220.5,181.6,173.2,399.7,256.0,143.7,30742.1,19716.1,11026.0,31332.4,20094.7,11237.7
Saleef,39,36,1101.6,1888.0,2002.6,2003.0,2003.3,2003.3,509.9,1090.5,1154.2,1137.8,123.0,164.4,395.9,395.9,223.0,298.2,196.0,198.9,156.8,112.8,44.0,12092.5,8723.0,3369.5,12324.7,8890.5,3434.2
Perim Island,22,21,1691.3,3023.0,2004.0,2004.1,2003.1,2003.0,1056.1,1486.7,1875.8,1989.7,143.5,205.3,312.2,310.4,17.0,33.0,29.9,29.3,146.4,136.2,10.2,11311.3,10527.7,783.6,11528.4,10729.8,798.6
Suqutra,19,6,47.0,61.9,2006.0,1997.0,2006.2,2004.9,1119.3,1081.1,1214.7,1233.6,168.0,157.9,762.9,846.9,130.0,169.4,149.8,149.7,61.1,44.4,16.7,4588.1,3333.4,1254.7,4676.2,3397.4,1278.7
Mokha,12,12,284.6,427.9,2000.8,2000.8,2009.6,2009.8,651.8,2952.3,1489.4,1499.0,209.0,980.4,1914.3,1319.9,1.5,8.7,7.4,8.1,95.1,93.8,1.3,7204.1,7106.8,97.2,7342.4,7243.3,99.1
Balhaf,10,10,1463.2,1632.9,1994.9,1994.9,1995.9,2001.3,2174.4,6278.1,5041.1,3427.7,280.0,682.2,2525.9,1711.3,54.5,75.9,56.5,86.1,146.2,138.4,7.8,11307.8,10704.3,603.5,11524.9,10909.8,615.1
Ras Isa Marine Terminal,8,8,394.4,738.2,2006.2,2006.2,2009.6,2009.7,536.8,844.2,1307.2,1358.0,176.5,198.6,193.1,192.8,27.5,36.2,17.7,16.5,24.4,22.7,1.7,1885.5,1751.6,133.9,1921.7,1785.2,136.5
Al Mukha,6,6,628.9,1167.1,2007.5,2007.5,2011.2,2011.0,2654.9,6362.5,1797.9,1753.3,224.0,817.5,311.0,256.8,17.5,30.2,16.7,14.9,42.0,40.1,1.9,3230.4,3085.9,144.4,3292.4,3145.2,147.2
