Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Aden,36,21,129.6,184.8,2002.6,1999.0,1998.3,1997.6,342.8,867.8,429.1,428.4,153.5,286.2,369.4,366.2,114.0,223.6,184.3,157.4,106.8,55.7,51.1,8057.9,4216.6,3841.3,8212.6,4297.6,3915.1
Al Mukalla,14,9,107.7,153.4,2004.9,2002.6,2005.0,2005.1,367.6,744.1,1050.0,1042.0,78.0,296.1,370.7,375.6,80.5,153.8,168.1,177.5,72.6,45.1,27.5,5492.4,3421.2,2071.2,5597.8,3486.9,2111.0
Hudaidah,10,8,79.8,73.6,1995.3,1994.9,2006.3,2001.7,383.7,488.2,558.8,423.0,71.0,179.1,113.0,131.5,47.0,147.6,60.1,91.9,20.9,13.2,7.7,1593.8,1003.9,589.9,1624.4,1023.2,601.3
Little Aden,9,7,360.1,674.6,1988.9,1988.3,2001.1,2001.3,337.2,691.9,1786.7,1867.1,76.0,153.9,145.2,144.9,84.0,188.1,33.2,31.0,30.3,23.5,6.8,2333.9,1813.7,520.3,2378.7,1848.5,530.3
Balhaf,8,5,24.9,19.4,2002.6,1994.6,1982.7,1984.1,318.3,500.8,527.9,449.7,78.0,71.6,89.2,85.1,171.0,122.6,114.3,113.5,10.7,6.4,4.3,818.7,493.7,324.9,834.4,503.2,331.2
Perim Island,4,4,7.5,11.8,1995.8,1995.8,1997.4,1997.4,273.2,273.9,178.1,175.5,56.5,126.5,119.7,122.2,602.5,718.2,654.9,640.2,14.2,1.8,12.4,1065.6,135.4,930.2,1086.0,138.0,948.0
Suqutra,1,1,3.0,3.5,1997.0,1997.0,1997.0,1997.0,2795.7,2795.7,2795.7,2795.7,512.0,512.0,512.0,512.0,38.0,38.0,38.0,38.0,3.8,3.5,0.3,284.1,263.3,20.8,289.6,268.3,21.2
Mokha,1,1,4.0,5.6,2009.0,2009.0,2009.0,2009.0,375.2,375.2,375.2,375.2,77.0,77.0,77.0,77.0,445.0,445.0,445.0,445.0,4.8,0.9,3.9,363.0,71.6,291.4,369.9,73.0,297.0
Ras Isa Marine Terminal,1,1,64.4,124.9,2010.0,2010.0,2010.0,2010.0,397.7,397.7,397.7,397.7,36.0,36.0,36.0,36.0,5.0,5.0,5.0,5.0,1.8,1.5,0.2,135.9,119.3,16.6,138.5,121.6,16.9
Saleef,1,1,3.4,5.4,2009.0,2009.0,2009.0,2009.0,152.7,152.7,152.7,152.7,98.0,98.0,98.0,98.0,444.0,444.0,444.0,444.0,2.0,0.5,1.5,151.8,36.9,114.9,154.7,37.6,117.1
