Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Djibouti,327,155,2029.4,3112.0,2003.0,2001.4,2003.2,2003.3,409.5,460.6,425.5,434.8,87.0,136.1,155.0,143.6,136.0,262.9,263.6,268.3,978.1,439.9,538.3,74702.9,33644.9,41058.1,76137.2,34290.9,41846.4
United Arab Emirates,157,103,4514.9,6575.5,2000.0,2000.1,2000.3,2002.3,1445.9,2130.7,2103.9,1868.5,189.0,349.5,1016.5,639.3,120.0,213.9,173.2,195.2,1192.9,755.5,437.4,91264.7,57952.0,33312.7,93017.0,59064.7,33952.3
Saudi Arabia,145,52,5312.7,8785.1,1999.9,2001.0,2004.4,2004.9,831.4,1583.1,1446.7,1603.2,191.0,407.4,361.8,332.5,109.0,132.2,112.2,104.0,934.4,707.5,226.9,71592.5,54229.5,17363.0,72967.0,55270.7,17696.4
Oman,65,45,719.3,1099.2,1997.7,1998.1,2001.0,2002.2,972.8,1241.5,1338.0,1300.5,223.0,268.4,282.6,274.3,128.0,220.4,261.8,276.8,256.3,159.0,97.3,19520.0,12163.0,7357.0,19894.7,12396.5,7498.2
Turkey,64,48,2355.2,3954.0,1999.1,1998.7,2002.3,2002.3,2144.8,2188.4,2212.1,2211.7,304.0,465.7,497.5,489.5,161.0,180.6,196.8,197.1,353.0,309.3,43.8,27178.0,23846.7,3331.3,27699.9,24304.6,3395.3
Somalia,49,16,109.1,146.1,1979.5,1986.8,1996.2,1996.2,307.2,606.1,505.8,521.8,34.0,147.6,114.0,121.2,66.0,95.1,88.6,89.9,39.2,23.8,15.4,2976.8,1819.6,1157.2,3034.0,1854.5,1179.4
Egypt,49,35,1310.0,2121.7,1990.3,1991.5,1998.9,1998.4,1370.9,1324.0,1272.1,1265.8,296.0,436.5,294.6,291.6,192.0,205.3,137.7,140.0,183.2,149.2,33.9,14015.2,11448.1,2567.1,14284.3,11667.9,2616.3
India,17,5,245.0,366.0,1997.1,1997.4,2004.4,2005.8,1415.6,1919.2,2023.0,2153.5,215.0,300.0,403.4,437.4,55.0,36.2,55.1,45.1,45.1,39.9,5.2,3460.0,3071.2,388.8,3526.4,3130.2,396.3
Singapore,16,16,1011.2,1624.9,2001.8,2001.8,2003.5,2003.6,3851.8,4138.3,4168.5,4148.6,387.0,477.7,456.7,451.0,176.5,212.2,156.5,154.8,137.0,120.1,17.0,10551.7,9272.7,1279.0,10754.3,9450.7,1303.5
South Africa,15,12,1521.7,2607.7,2007.3,2006.7,2008.7,2008.7,3861.0,3715.8,3845.1,3850.2,448.0,445.1,484.0,484.8,178.0,283.1,281.9,279.2,145.0,120.4,24.6,11212.0,9319.3,1892.7,11427.3,9498.3,1929.0
