alpha-3,country-code,Inventory,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop,ene_tj_pc,ene_tj_voy_pc,ene_tj_stop_pc,co2e_t_pc,co2e_t_voy_pc,co2e_t_stop_pc
KWT,414,Domestic Inventory,783.0,137.0,502.7,583.4,2009.3,2007.8,2007.9,2007.7,81.3,485.5,98.3,86.9,58.0,249.8,285.1,254.1,29.0,103.6,116.6,104.7,690.7,413.9,276.9,52325.1,31281.1,21044.0,53329.7,31881.7,21448.0,0.007346024658925415,0.005090224944283928,0.021784401298724797,0.0073138044758376585,0.005055745362893306,0.021761008231585326
TLS,626,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
TLS,626,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
TLS,626,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
TLS,626,Int. Arr. Inventory,221.0,58.0,3385.2,4082.1,2003.6,2003.5,2009.7,2009.3,859.8,2066.0,1770.4,1576.2,91.0,351.8,183.9,224.7,42.0,107.6,352.0,255.7,639.2,451.0,188.2,46219.2,34004.9,12214.2,47106.6,34657.8,12448.8,0.006798290085399053,0.005546488161082511,0.01480615501776817,0.0064603487722881305,0.005495974544584625,0.012630475534938427
TLS,626,Int. Dep. Inventory,230.0,64.0,2087.0,2865.3,2003.8,2003.8,2003.9,2004.2,1002.3,2410.1,1077.3,1089.3,135.5,509.6,396.3,415.7,28.0,197.3,316.9,333.8,638.0,525.6,112.3,48472.9,39957.6,8515.3,49403.5,40724.8,8678.7,0.006785527338054748,0.006463933874645162,0.008834916091898862,0.006775352935082061,0.006458069009957352,0.008805355377632393
TLS,626,Domestic Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,484,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
MEX,484,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
MEX,484,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
MEX,484,Int. Arr. Inventory,10435.0,3452.0,1068135.5,1188249.6,2006.9,2008.3,2008.9,2009.4,973.3,2739.2,2120.7,2637.3,95.0,257.2,351.7,416.3,30.0,87.3,54.7,68.9,126942.5,116593.4,10349.1,9741439.6,8944366.8,797072.8,9928475.2,9116098.6,812376.6,1.35011254562855,1.4338889418189749,0.8141890483229788,1.3616226297167093,1.4456152973219167,0.8242322771236151
MEX,484,Int. Dep. Inventory,10413.0,3426.0,864839.9,1000143.6,2006.8,2008.2,2008.7,2009.2,899.4,2053.1,1720.7,2235.8,91.0,225.4,350.9,441.3,26.0,77.2,47.0,61.7,98812.2,90021.4,8790.8,7575168.9,6909223.2,665945.6,7720612.1,7041880.3,678731.8,1.0509292859456636,1.1071011737119139,0.6915937700860597,1.05882927024128,1.116689313078497,0.6886370890916973
MEX,484,Domestic Inventory,27559.0,1738.0,109493.7,119715.8,2003.3,2006.8,2006.1,2007.8,142.9,535.0,394.1,406.9,17.0,97.3,125.3,124.8,14.0,78.2,69.8,75.3,28128.3,19441.4,8686.9,2157841.6,1492255.9,665585.6,2199272.1,1520907.3,678364.9,0.29916198843731245,0.2390942238023715,0.683419702570937,0.30161516244353315,0.24118287385445503,0.6882648346194776
GNQ,226,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
GNQ,226,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
GNQ,226,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
GNQ,226,Int. Arr. Inventory,967.0,456.0,78182.6,107006.0,2007.9,2007.2,2011.1,2011.0,600.6,2214.9,3661.7,3631.4,73.0,312.1,532.4,544.9,26.0,98.6,52.6,51.5,8139.6,7613.6,526.0,569542.4,529267.4,40275.0,580477.6,539429.3,41048.3,0.08656971523641133,0.09363357486301066,0.041381708498119334,0.07960854212574799,0.08554177418656415,0.0416473514636602
GNQ,226,Int. Dep. Inventory,970.0,452.0,87660.4,118293.8,2008.0,2007.2,2010.5,2010.0,578.1,2695.2,4138.1,4073.1,77.0,303.8,613.4,636.7,31.0,94.8,50.4,54.4,10170.1,9447.7,722.4,707739.8,652820.6,54919.1,721328.4,665354.8,55973.6,0.10816534730525172,0.11618970332474333,0.056832977602740316,0.09892526829269278,0.1055108242276542,0.05679046859154533
GNQ,226,Domestic Inventory,1146.0,95.0,957.1,1005.7,2000.9,2004.4,2001.4,2002.0,144.2,659.6,199.1,194.6,19.0,227.4,227.7,247.9,24.0,119.5,149.4,165.1,848.0,401.4,446.6,64158.6,30350.0,33808.6,65390.5,30932.8,34457.7,0.009019008123307878,0.004936497445362572,0.035135115998593335,0.008967860902597661,0.004905270426649334,0.03496056943964461
ROU,642,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
ROU,642,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
ROU,642,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
ROU,642,Int. Arr. Inventory,4759.0,1983.0,23247.2,35303.7,1996.6,2000.5,2005.5,2005.8,253.3,395.9,399.1,422.3,34.0,68.6,157.6,174.0,42.0,110.2,109.5,117.5,5767.4,3173.9,2593.5,442273.4,243656.2,198617.3,450765.1,248334.4,202430.7,0.06133989086128049,0.03903325670611925,0.2040369980796055,0.0618193578049644,0.03938044367919187,0.20538493701163651
ROU,642,Int. Dep. Inventory,4780.0,1996.0,33098.8,50902.9,1996.7,2000.6,2005.9,2006.4,289.8,595.5,566.6,607.5,44.0,103.2,222.5,236.1,25.0,76.4,85.3,88.4,6126.1,4674.4,1451.7,469710.5,359333.4,110377.1,478728.9,366232.6,112496.3,0.06515488875494858,0.05748670567663878,0.1142087951078324,0.06565440217238873,0.05807653823950287,0.1141380506491464
ROU,642,Domestic Inventory,1599.0,356.0,861.1,1245.7,1993.6,1993.7,1995.4,1996.0,88.7,186.8,195.7,215.1,14.0,53.2,279.9,283.6,24.0,91.3,132.0,105.1,553.2,318.6,234.6,41756.4,24122.8,17633.6,42558.2,24586.0,17972.2,0.00588362652572396,0.003918206492507513,0.018456556679959688,0.005836566746927027,0.0038988057566596143,0.01823448303523395
MLT,470,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
MLT,470,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
MLT,470,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
MLT,470,Int. Arr. Inventory,7702.0,3147.0,414574.9,530381.5,2004.8,2005.9,2009.3,2009.4,744.1,1584.9,1621.4,1667.2,71.0,176.2,284.3,300.0,16.0,43.6,35.4,36.2,47541.0,43819.4,3721.6,3641229.4,3355589.5,285639.9,3711141.0,3420016.8,291124.2,0.505628142912948,0.5388997412987562,0.2927873884916367,0.5089576662959785,0.5423404046088258,0.29537281390403264
MLT,470,Int. Dep. Inventory,7666.0,3122.0,364751.4,502408.7,2004.8,2005.9,2009.0,2009.0,737.5,1688.8,1430.3,1585.5,66.0,172.1,284.8,322.6,28.0,84.9,69.7,78.7,44058.7,36989.2,7069.4,3374291.8,2832302.4,541989.4,3439078.2,2886682.6,552395.6,0.46859171368205754,0.4549005762481446,0.5561670153167392,0.47164610961463727,0.4577651809374906,0.560457161445893
MLT,470,Domestic Inventory,1091.0,200.0,2386.9,3333.6,1994.0,2001.3,2000.1,2000.0,202.9,488.6,348.9,325.3,59.0,186.9,386.2,400.1,27.0,94.6,98.4,87.0,1527.3,1023.8,503.5,115404.3,77373.6,38030.7,117620.1,78859.2,38760.9,0.016243786682462406,0.012590897071654712,0.039611578381754914,0.01613079416963668,0.012505356826062467,0.03932656956190114
SMR,674,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
SMR,674,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
SMR,674,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
SMR,674,Int. Arr. Inventory,3.0,3.0,31.1,31.6,1997.0,1997.0,1989.7,1990.0,789.6,928.9,701.5,701.1,120.0,109.0,116.5,116.1,18.0,17.0,17.0,16.8,4.5,4.1,0.4,341.3,309.8,31.5,347.8,315.7,32.1,4.786030254113851e-05,5.042261964620465e-05,3.1468979846478583e-05,4.769839689134457e-05,5.006316510930774e-05,3.256846159240437e-05
SMR,674,Int. Dep. Inventory,3.0,3.0,9.0,9.1,1997.0,1997.0,1988.8,1989.1,205.0,384.3,204.1,202.4,46.0,53.3,36.6,36.3,8.0,9.0,6.3,6.2,1.6,1.4,0.3,125.6,104.6,20.9,128.0,106.6,21.3,1.701699645907147e-05,1.721747987919183e-05,2.3601734884858936e-05,1.7554326630512088e-05,1.6904445361584433e-05,2.161084834636178e-05
SMR,674,Domestic Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAC,446,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
MAC,446,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
MAC,446,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
MAC,446,Int. Arr. Inventory,2491.0,134.0,1853.2,2154.1,1997.4,2003.0,1996.8,1995.8,264.8,450.5,569.4,744.5,11.0,87.0,149.6,144.8,12.0,15.6,118.1,152.4,1011.6,602.3,409.3,76196.6,45398.8,30797.8,77659.6,46270.5,31389.2,0.010758996011247936,0.0074072058080266,0.03220063362790921,0.010650484253085285,0.007337496614476477,0.03184728830580372
MAC,446,Int. Dep. Inventory,2478.0,134.0,2589.1,3191.0,1997.4,2003.1,1995.7,1995.2,280.9,379.7,793.4,1097.0,19.0,38.9,641.2,795.3,8.0,54.8,49.6,53.2,1420.1,1141.0,279.1,106837.6,85883.7,20953.9,108888.9,87532.7,21356.2,0.01510364791970462,0.014032246101541341,0.02195748068788043,0.01493336966435287,0.013880785595703205,0.021667868518993962
MAC,446,Domestic Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,826,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
GBR,826,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
GBR,826,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
GBR,826,Int. Arr. Inventory,51586.0,7685.0,1079703.5,1169176.6,2003.2,2005.5,2009.2,2009.8,331.8,1355.1,979.1,1292.1,36.0,162.0,333.5,325.0,15.0,60.6,53.6,59.3,150953.0,132899.2,18053.8,11460025.5,10094611.3,1365414.2,11680057.9,10288427.8,1391630.1,1.6054791665538846,1.6344209299719223,1.4203366708808876,1.6018402456241647,1.6315212532993089,1.4119392979029237
GBR,826,Int. Dep. Inventory,51623.0,7679.0,1130931.9,1186031.4,2003.2,2005.4,2009.6,2010.2,292.1,1255.4,1026.2,1312.5,30.0,159.9,419.8,461.5,15.0,64.0,41.8,51.2,139361.6,121151.3,18210.3,10589692.3,9213484.7,1376207.6,10793014.4,9390383.6,1402630.8,1.482197408581584,1.4899429072056667,1.4326489092458223,1.4801882820735972,1.4891109426877909,1.4231005401284553
GBR,826,Domestic Inventory,43168.0,4167.0,112727.9,102617.3,2000.8,2004.1,2004.6,2005.5,189.0,383.2,325.6,304.5,25.0,80.0,419.0,233.0,18.0,47.1,60.2,68.0,43738.1,30342.1,13396.1,3304132.2,2293047.6,1011084.6,3367571.6,2337074.1,1030497.5,0.4651819330165711,0.37315321160173315,1.0539040023035293,0.4618394673284078,0.37060920665501046,1.0455363940753497
GHA,288,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
GHA,288,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
GHA,288,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
GHA,288,Int. Arr. Inventory,2188.0,1133.0,71589.7,97097.5,2004.7,2006.1,2009.5,2009.6,408.3,1890.3,1354.7,1493.6,68.0,233.5,389.0,420.4,58.0,130.1,121.2,136.4,10636.1,8434.7,2201.4,816959.8,648725.5,168234.3,832645.5,661181.0,171464.4,0.11312154752395628,0.10373162681215668,0.17318953058509487,0.11419164901895353,0.10484895017465062,0.17396672043192085
GHA,288,Int. Dep. Inventory,2168.0,1118.0,110077.7,139970.8,2004.6,2005.9,2010.0,2009.9,717.3,2040.7,2106.3,2165.5,101.5,297.3,451.1,482.0,33.0,103.0,57.5,61.2,13262.5,11756.5,1506.0,1021014.0,906364.0,114649.9,1040617.4,923766.2,116851.2,0.1410549472115221,0.1445837872855134,0.11848070912199185,0.14271357607026758,0.14648926130186188,0.11855650527184926
GHA,288,Domestic Inventory,377.0,157.0,1215.5,1415.1,1997.3,2005.2,2006.1,2005.8,282.2,569.8,255.2,237.5,67.0,223.0,489.5,401.4,46.0,97.5,154.1,168.9,549.1,355.1,193.9,41519.9,26831.7,14688.2,42317.1,27346.9,14970.2,0.00584002047229759,0.004367090789357871,0.015254587980580492,0.005803501527000336,0.004336624548393183,0.015188672390361741
PRT,620,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
PRT,620,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
PRT,620,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
PRT,620,Int. Arr. Inventory,7705.0,3009.0,303064.2,340751.2,2004.6,2005.3,2008.6,2009.0,867.5,1458.2,1545.1,1831.6,77.0,157.2,253.3,285.7,25.0,60.9,45.8,57.2,40276.7,36106.3,4170.4,3070169.1,2750253.3,319915.7,3129116.3,2803058.2,326058.1,0.42836778830192734,0.4440424955443315,0.3280955838793857,0.4291369499614019,0.44450416685967364,0.3308165329203222
PRT,620,Int. Dep. Inventory,7663.0,3004.0,299186.2,328724.1,2004.6,2005.3,2008.5,2008.9,922.3,1407.1,1526.3,1777.4,80.0,148.6,208.6,234.7,21.0,59.9,40.3,48.8,40605.3,37249.9,3355.4,3103448.9,2847583.7,255865.2,3163035.1,2902257.3,260777.8,0.4318626539497092,0.4581067169656484,0.2639775374421856,0.43378868194667547,0.4602349901792641,0.26458354403276346
PRT,620,Domestic Inventory,5805.0,876.0,15412.2,14265.3,1998.9,2002.4,2002.8,2003.3,209.3,366.7,323.6,296.0,24.0,76.3,79.7,72.2,22.0,56.9,42.3,48.2,6022.1,4254.9,1767.2,460580.9,326388.4,134192.5,469424.0,332655.0,136769.0,0.06404878398510894,0.052327610812838085,0.13902995296174236,0.06437829862657427,0.05275185996020516,0.1387649820414814
BRA,076,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
BRA,076,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
BRA,076,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
BRA,076,Int. Arr. Inventory,10721.0,5665.0,3261949.9,5741788.8,2009.2,2009.7,2009.7,2009.7,4263.5,5439.2,5848.8,6393.1,391.0,525.0,693.9,723.5,62.0,119.0,112.5,117.0,215617.6,205938.9,9678.7,16651511.6,15904510.1,747001.5,16971220.6,16209876.7,761343.9,2.2932274598209306,2.532677762209213,0.7614470381002807,2.3274871072724634,2.5705344746076038,0.7724548151327525
BRA,076,Int. Dep. Inventory,10472.0,5576.0,3301999.7,5835238.0,2009.2,2009.7,2009.5,2009.5,4264.2,5562.3,6123.6,6751.8,387.0,545.5,804.4,841.9,23.0,66.2,68.5,71.3,230803.0,224206.5,6596.5,17833191.1,17327018.5,506172.5,18175588.3,17659697.3,515891.0,2.4547336460894202,2.7573363589528737,0.51896281389324,2.4926579196868275,2.800444541369326,0.5234198199179777
BRA,076,Domestic Inventory,20921.0,2969.0,409025.9,566991.4,2008.9,2009.5,2009.5,2009.6,448.1,707.8,557.3,606.7,55.0,174.9,195.6,209.5,32.0,94.7,74.8,79.6,68501.8,51709.8,16792.0,5274613.5,3984333.0,1290280.5,5375886.1,4060832.2,1315053.8,0.7285593050250138,0.6359374578978813,1.3210677739551708,0.73726609787367,0.6439598128279804,1.3342454572350597
AUT,040,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
AUT,040,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
