alpha-3,country-code,Inventory,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop,ene_tj_pc,ene_tj_voy_pc,ene_tj_stop_pc,co2e_t_pc,co2e_t_voy_pc,co2e_t_stop_pc
THA,764,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
THA,764,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
THA,764,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
THA,764,Int. Arr. Inventory,11606.0,4090.0,596992.4,791325.5,2006.3,2007.3,2007.4,2007.5,1293.2,2263.8,2042.0,2199.2,100.0,216.9,311.1,345.3,28.0,98.9,74.6,86.6,72355.2,63293.6,9061.6,5536207.7,4842258.3,693949.4,5642502.9,4935229.7,707273.2,0.76954261387213,0.7783973460582971,0.7128982694421259,0.7738307728141538,0.7826202702675304,0.7175950171195306
THA,764,Int. Dep. Inventory,11628.0,4117.0,450220.0,577325.7,2006.3,2007.3,2007.2,2007.3,1053.0,1779.9,1536.6,1596.5,94.0,189.3,271.4,308.9,18.0,79.3,61.4,70.0,59244.7,52574.2,6670.5,4541164.0,4032510.4,508653.6,4628354.4,4109934.6,518419.8,0.6301042813242197,0.6465680219032908,0.5247845751648385,0.6347472257763109,0.6517463872925457,0.5259855247676621
THA,764,Domestic Inventory,13689.0,1411.0,37479.4,55959.8,1999.4,2005.1,2003.1,2003.1,271.5,698.0,453.4,473.6,29.0,96.2,280.1,261.2,20.0,101.6,138.8,124.8,16497.5,9893.6,6603.9,1250439.0,750952.1,499486.9,1274447.4,765370.4,509077.1,0.17546118692720722,0.12167347066626592,0.5195449900203998,0.1747817651016163,0.12137112671833042,0.5165064790941619
GRC,300,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
GRC,300,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
GRC,300,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
GRC,300,Int. Arr. Inventory,16654.0,5228.0,636920.8,741598.1,2001.1,2002.5,2009.2,2009.4,649.1,1275.8,1447.5,1529.6,61.0,148.1,254.4,282.2,16.0,46.7,35.1,38.5,76020.1,64873.8,11146.3,5844447.9,4986966.4,857481.5,5956661.3,5082716.1,873945.1,0.8085211078239118,0.7978309615619393,0.8769067251570105,0.8169154538088339,0.8060084108902018,0.8866992966735201
GRC,300,Int. Dep. Inventory,16656.0,5196.0,494676.3,561275.9,2001.1,2002.6,2008.8,2009.0,553.5,1028.5,1125.9,1160.9,52.0,111.1,217.1,245.6,19.0,63.1,49.6,59.2,63386.0,54150.1,9235.9,4881280.3,4172828.0,708452.3,4975000.9,4252946.3,722054.6,0.6741495859716901,0.665948755147304,0.7266108774102288,0.6822874280132156,0.6744249376557474,0.7325921341968504
GRC,300,Domestic Inventory,31270.0,2483.0,116122.4,68057.6,1992.6,1998.2,1999.0,2001.1,249.7,846.7,411.5,393.8,24.0,109.3,191.4,159.8,14.0,65.2,59.8,68.7,46037.3,31770.7,14266.6,3514217.3,2428448.8,1085768.4,3581690.2,2475075.0,1106615.2,0.4896353569282569,0.390722419998457,1.1223883696944283,0.4912043723445638,0.39249315293924564,1.1227649420177843
CPV,132,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
CPV,132,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
CPV,132,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
CPV,132,Int. Arr. Inventory,642.0,420.0,24484.0,36745.3,2000.4,2001.6,2006.4,2007.7,1713.9,2949.4,2301.0,2542.4,168.5,373.1,457.2,487.3,18.0,56.8,25.0,20.9,3677.5,3461.7,215.8,281454.0,265079.6,16374.4,286857.9,270169.2,16688.8,0.039112502798897074,0.04257267864128454,0.016977514627175196,0.03934060369642792,0.04284296885349885,0.016932353327829223
CPV,132,Int. Dep. Inventory,658.0,433.0,28337.0,42717.0,2000.5,2001.6,2007.0,2008.5,1967.6,3914.8,2611.6,2887.5,204.0,517.1,459.3,471.2,48.5,203.5,110.3,100.5,4351.9,3806.9,545.0,332379.7,291114.2,41265.6,338761.4,296703.6,42057.9,0.046285166806395696,0.0468180172514967,0.04287648504082707,0.04645881457351217,0.047050748543953115,0.04267168538340137
CPV,132,Domestic Inventory,625.0,71.0,660.9,663.7,2000.2,2000.2,2003.0,2004.1,250.8,571.5,241.2,238.4,26.0,97.0,163.0,114.1,41.0,91.2,94.7,91.0,562.7,313.1,249.6,42433.9,23662.5,18771.4,43248.6,24116.8,19131.8,0.005984664942199697,0.003850566392982116,0.019636643424202634,0.005931250396190352,0.0038244008245427712,0.019411006027836818
MMR,104,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
MMR,104,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
MMR,104,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
MMR,104,Int. Arr. Inventory,1181.0,374.0,26899.6,34089.9,2003.1,2005.2,2004.2,2004.0,1242.9,1938.5,1595.1,1586.2,111.0,210.3,220.4,227.6,47.0,139.0,129.1,143.9,5186.4,4068.1,1118.3,398496.9,313253.4,85243.5,406148.0,319267.9,86880.2,0.055160594022080164,0.05003030706895734,0.0879794004057925,0.055700426971322055,0.050628956578403404,0.08814811392026199
MMR,104,Int. Dep. Inventory,1214.0,381.0,23037.2,30696.3,2003.2,2005.5,2004.9,2005.0,1031.0,1586.4,1320.8,1371.7,100.0,225.5,326.6,392.9,20.0,118.3,80.2,80.8,4248.4,3558.6,689.8,325983.9,273510.6,52473.4,332242.8,278762.0,53480.8,0.04518437984794951,0.043764374212922896,0.05426825574525231,0.045564833061217974,0.04420560035540337,0.05426128911934765
MMR,104,Domestic Inventory,19.0,12.0,142.4,210.1,2003.2,2001.3,1997.2,1996.3,2096.5,2683.2,2142.6,2149.2,248.0,395.3,374.6,309.3,137.0,262.8,116.1,79.9,52.0,35.7,16.3,3931.4,2703.8,1227.6,4006.9,2755.7,1251.2,0.0005530523849198227,0.00043904573691939177,0.0012823609287440022,0.0005495189951234288,0.00043699418464275997,0.0012694597864304157
SWE,752,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
SWE,752,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
SWE,752,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
SWE,752,Int. Arr. Inventory,31806.0,3706.0,246302.2,224478.0,1999.4,2003.5,2003.9,2007.2,263.0,835.2,397.1,718.7,22.0,98.9,169.1,230.6,8.0,37.1,22.9,28.2,46630.6,39513.7,7116.8,3497834.9,2963521.4,534313.4,3564993.3,3020421.1,544572.3,0.4959454719277363,0.48594738193030157,0.559896089428547,0.4889145064358372,0.4789732031325211,0.5525196896211001
SWE,752,Int. Dep. Inventory,31788.0,3710.0,249556.4,227058.9,1999.3,2003.4,2003.5,2006.5,261.2,941.9,402.8,729.9,23.0,100.5,159.0,233.2,10.0,69.9,75.9,140.4,49703.7,40995.8,8707.8,3731046.2,3077621.3,653424.9,3802682.3,3136711.6,665970.6,0.528629804314219,0.5041745440224089,0.6850639567679154,0.5215119309864605,0.4974143513813142,0.6756896544476789
SWE,752,Domestic Inventory,12615.0,1371.0,37580.3,26803.6,1997.1,2000.4,2001.9,2002.6,220.0,417.7,468.1,391.2,28.0,71.0,184.3,99.6,14.0,42.8,36.4,48.2,12464.0,9663.6,2800.4,930360.1,720450.9,209909.2,948223.0,734283.5,213939.4,0.13256240241616674,0.118844884686113,0.22031432790519653,0.13004231453565676,0.11644141937770154,0.21706159289725965
NIC,558,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
NIC,558,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
NIC,558,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
NIC,558,Int. Arr. Inventory,591.0,273.0,11595.9,13429.2,2006.1,2007.7,2007.3,2008.1,308.6,1004.1,732.6,827.8,32.0,101.9,229.9,246.1,28.0,61.3,52.4,65.1,1909.6,1599.9,309.7,147359.3,123584.1,23775.3,150188.6,125956.9,24231.7,0.020309785273901797,0.01967589004194215,0.02436485764613604,0.020597341723276,0.019974029399292253,0.0245853330457528
NIC,558,Int. Dep. Inventory,588.0,273.0,12912.0,15406.1,2006.0,2007.4,2008.6,2009.0,627.9,1217.2,820.0,957.3,56.0,148.1,245.8,257.2,33.0,80.5,79.7,103.2,2068.1,1601.7,466.4,159308.2,123604.5,35703.7,162367.0,125977.7,36389.2,0.021995531485628564,0.019698026801786825,0.03669283050099403,0.02226752618762778,0.01997732782765549,0.0369202574011938
NIC,558,Domestic Inventory,62.0,8.0,56.3,69.9,1992.9,1994.9,2003.6,2002.6,66.6,820.6,317.0,269.4,8.0,133.1,184.4,142.7,18.0,176.9,61.0,39.1,48.6,19.9,28.7,3664.9,1512.1,2152.8,3735.2,1541.1,2194.1,0.0005168912674442959,0.00024473417828279817,0.0022578993039848384,0.0005122571939866308,0.00024438499762418167,0.002226120298439079
ABW,533,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
ABW,533,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
ABW,533,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
ABW,533,Int. Arr. Inventory,1140.0,468.0,46538.2,61930.9,2003.0,2005.4,2008.0,2009.7,352.2,1134.9,891.0,1562.0,40.0,173.3,589.1,812.2,15.0,103.1,76.3,95.2,6577.0,5498.2,1078.8,507361.6,424363.7,82997.8,517102.9,432511.5,84591.4,0.06995049106957066,0.0676179627655518,0.08487183864595273,0.07091713443894554,0.06858693264546835,0.08582591158715622
ABW,533,Int. Dep. Inventory,1145.0,471.0,70724.2,101839.9,2003.1,2005.4,2008.7,2009.8,423.4,1475.7,1342.6,2534.4,40.0,247.8,662.7,857.5,23.0,103.7,57.5,70.9,8757.3,7244.1,1513.3,675593.3,559776.0,115817.3,688564.7,570523.7,118041.0,0.09313933943189161,0.0890893899948954,0.11905501800419009,0.09443195039094192,0.09047267086434323,0.1197636689977883
ABW,533,Domestic Inventory,22.0,17.0,64.0,115.3,2004.0,2003.9,2006.7,2006.8,76.0,162.0,66.8,65.0,39.5,77.1,37.4,35.9,26.5,66.4,52.1,50.5,23.1,10.2,12.9,1775.9,782.9,993.1,1810.0,797.9,1012.1,0.00024568288637784433,0.0001254416391198262,0.0010148746000489344,0.000248229150009585,0.00012652961495317278,0.0010268704042888618
SOM,706,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
SOM,706,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
SOM,706,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
SOM,706,Int. Arr. Inventory,521.0,163.0,6923.1,9357.9,1991.4,1992.1,1996.3,1996.2,990.2,1582.3,1221.8,1233.1,138.0,239.2,222.9,231.5,74.0,230.4,143.3,150.6,1863.7,1345.0,518.7,142549.6,103335.2,39214.5,145286.6,105319.2,39967.4,0.019821610187982185,0.016541078883937868,0.04080739961592111,0.019925065870598106,0.01670133829198671,0.040550677004618764
SOM,706,Int. Dep. Inventory,512.0,158.0,8545.0,11549.3,1991.5,1992.3,1995.8,1995.7,1151.2,1486.1,1503.8,1520.2,135.0,235.0,228.6,238.2,42.5,120.2,83.6,87.4,1823.0,1528.2,294.9,139815.4,117488.4,22327.0,142499.9,119744.2,22755.7,0.019388740340554555,0.018794109108129255,0.023200505391816333,0.019542888979807105,0.018988830077548206,0.023087792568793647
SOM,706,Domestic Inventory,101.0,30.0,317.5,422.1,1994.4,1992.1,1994.5,1994.9,262.2,334.4,325.4,332.6,33.0,77.1,95.5,91.5,63.0,117.7,116.0,123.5,146.3,71.2,75.1,11148.2,5430.6,5717.6,11362.2,5534.8,5827.4,0.0015559916137263476,0.0008756318338560418,0.005908300966176353,0.0015582482034469096,0.0008776991011941606,0.00591244402129524
SXM,534,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
SXM,534,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
SXM,534,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
SXM,534,Int. Arr. Inventory,1496.0,215.0,41363.7,10115.7,1999.3,2000.1,2010.0,2009.7,146.1,657.0,669.6,835.7,21.0,79.8,85.3,129.6,9.0,23.6,15.7,15.3,7254.9,6494.3,760.5,559861.8,501241.4,58620.3,570611.1,510865.3,59745.8,0.0771603797568235,0.0798681996995968,0.059830397933117396,0.07825541897184216,0.08101214400543565,0.06061771939587144
SXM,534,Int. Dep. Inventory,1494.0,214.0,33304.1,5847.3,1999.3,2000.1,2008.4,2007.0,187.6,594.7,537.7,481.4,18.0,70.1,71.0,68.1,9.0,37.1,11.9,23.2,6245.8,5511.1,734.6,480628.5,424967.9,55660.6,489856.6,433127.3,56729.3,0.06642797280254287,0.06777660954443865,0.057792781488057915,0.06718049030087583,0.06868458515441453,0.057557197140622594
SXM,534,Domestic Inventory,5.0,4.0,4.3,5.2,2008.6,2008.0,2011.0,2010.8,352.5,524.2,247.3,223.5,20.0,209.9,29.4,22.7,11.0,54.5,17.1,13.8,3.6,2.3,1.3,273.9,175.8,98.1,279.1,179.2,99.9,3.8288242032910807e-05,2.8285859801529434e-05,0.00010227418450105539,3.8276660645124406e-05,2.841722897557158e-05,0.00010135792252589397
CCK,166,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
CCK,166,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
CCK,166,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
CCK,166,Int. Arr. Inventory,13.0,4.0,128.0,204.7,2008.9,2011.5,2012.6,2013.3,1592.1,1798.7,1568.4,1581.2,140.0,163.1,143.1,142.3,51.0,27.6,23.1,18.8,23.3,22.0,1.3,1768.5,1670.4,98.0,1802.4,1702.5,99.9,0.00024781001093522826,0.0002705603981015859,0.00010227418450105539,0.00024718686186589835,0.0002699795330965994,0.00010135792252589397
CCK,166,Int. Dep. Inventory,13.0,4.0,198.3,342.0,2008.9,2011.5,2014.6,2015.0,603.1,3822.8,2430.5,2642.3,71.0,221.4,326.5,337.6,25.0,224.2,151.5,138.2,24.0,19.3,4.7,1836.5,1480.9,355.6,1871.8,1509.3,362.5,0.000255254946886072,0.0002373552583345731,0.00036976051319612336,0.0002567045983358791,0.0002393422081073113,0.00036779025941578145
CCK,166,Domestic Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUB,192,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
CUB,192,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
CUB,192,All Domestic Voyages,1495793.0,55373.0,9394423.9,11699982.6,2001.6,2002.7,2006.1,2006.6,222.5,777.4,494.4,532.4,27.0,173.3,206.5,213.1,17.0,86.5,76.1,84.0,1980569.6,1441793.3,538776.3,150876687.9,109920968.8,40955719.1,153773520.3,112031451.4,41742068.9,21.064591168840373,17.731462237645424,42.38685131615075,21.088989081795948,17.765755618858368,42.35124510146875
CUB,192,Int. Arr. Inventory,1170.0,409.0,39965.2,50159.2,2001.2,2002.3,2004.6,2005.9,836.4,2424.8,1328.4,2221.9,67.0,249.0,365.4,407.6,27.0,98.6,103.5,125.1,6872.1,5716.4,1155.7,529046.5,440240.2,88806.3,539204.2,448692.8,90511.4,0.07308906335399065,0.07030142998672298,0.09092175002143824,0.07394817693237472,0.07115293547595057,0.09183230699609808
CUB,192,Int. Dep. Inventory,1175.0,407.0,32688.8,36251.6,2001.3,2002.2,2003.5,2005.3,770.6,1414.1,1077.0,1585.1,75.0,219.5,297.9,394.1,22.0,75.8,53.2,65.4,6148.6,5141.3,1007.3,473069.1,396161.0,76908.1,482152.0,403767.2,78384.8,0.06539419026765428,0.06322873521634927,0.07924675849839469,0.06612385698089582,0.0640287107992489,0.07952873358966661
CUB,192,Domestic Inventory,1701.0,225.0,15505.7,22244.5,1999.2,2001.7,2000.6,2001.2,483.9,817.2,643.4,660.8,48.0,170.4,176.5,186.9,41.0,129.1,84.7,88.9,4149.4,2699.9,1449.4,318641.7,207813.0,110828.7,324759.6,211803.0,112956.6,0.044131453192044465,0.033203909947021444,0.11402784847371515,0.04453856324058166,0.03358735685665729,0.11460506818406803
KAZ,398,All Global Voyages,2739872.0,58539.0,81475141.7,114361946.3,2002.6,2002.5,2008.8,2009.1,358.8,1354.1,1507.6,1784.2,41.0,231.2,403.1,445.6,19.0,89.0,69.9,77.7,9402364.3,8131271.3,1271093.0,715428735.4,618723859.3,96704876.1,729164967.1,630603357.4,98561609.7,100.0,100.0,100.0,100.0,100.0,100.0
KAZ,398,All International Voyages,1244079.0,43111.0,72080717.8,102661963.7,2003.7,2003.9,2009.1,2009.4,663.1,1807.6,2057.2,2437.2,67.0,235.5,428.7,472.1,22.0,85.3,69.1,76.9,7421794.7,6689478.0,732316.7,564552047.5,508802890.5,55749157.0,575391446.8,518571906.0,56819540.9,78.93540883115962,82.26853776235458,57.613148683849246,78.91101091820406,82.23424438114164,57.64875499999063
