Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,9303,2155,81931.0,108009.4,2002.9,2003.2,2004.1,2005.0,946.9,1465.0,1593.2,1537.6,109.0,151.9,259.3,254.6,41.0,65.5,87.7,86.9,17706.2,15813.4,1892.8,1353235.1,1210705.1,142530.0,1379217.2,1233950.6,145266.6
Container,7603,1019,581177.8,656685.4,2005.9,2006.7,2009.5,2009.3,748.7,1518.7,1745.8,1722.2,60.0,108.3,208.0,204.9,20.0,27.2,29.7,29.9,68629.8,64883.5,3746.3,5301419.8,5015434.7,285985.1,5403207.1,5111731.1,291476.0
Chemical tanker,4457,1369,92584.6,149180.5,2007.4,2008.6,2009.3,2009.4,964.3,1569.3,1571.0,1590.7,100.0,154.3,243.9,245.6,33.0,52.1,66.0,65.9,18774.4,14994.1,3780.3,1442256.7,1153801.3,288455.4,1469948.0,1175954.3,293993.7
Bulk carrier,4049,2370,286930.4,509802.7,2008.3,2009.6,2010.3,2010.3,1735.2,2188.9,2294.6,2314.4,168.0,229.0,375.7,379.0,70.0,108.1,117.0,116.9,24798.8,22829.6,1969.2,1913306.1,1762442.4,150863.7,1950041.6,1796281.3,153760.3
Vehicle,1924,362,102162.1,34037.6,2004.3,2006.8,2006.8,2006.4,767.7,1827.3,1337.8,1371.7,58.0,126.7,212.4,213.9,14.5,17.1,18.6,18.6,7651.4,7198.3,453.1,590090.6,555419.0,34671.6,601420.4,566083.1,35337.3
Cruise,1704,172,69681.5,6468.5,2002.6,1999.0,2006.8,2005.5,358.3,568.1,491.9,494.9,32.0,48.1,56.2,57.4,9.0,19.8,12.1,12.3,13923.0,12082.3,1840.7,1077179.9,934815.3,142364.6,1097861.8,952763.7,145098.0
Oil tanker,1675,798,193197.5,357834.5,2008.7,2009.0,2009.8,2009.8,1339.0,2256.9,2425.1,2446.7,141.0,241.0,489.8,491.6,33.0,55.1,61.1,61.0,17717.4,14425.5,3291.8,1367796.1,1114784.2,253011.9,1394057.8,1136188.0,257869.8
Ro-Ro,1573,92,23478.0,11757.6,2001.8,2002.8,2005.8,2005.0,446.7,1060.8,655.8,654.1,30.0,84.6,104.3,112.5,6.0,38.1,23.2,27.0,3933.2,3469.5,463.8,303110.6,267389.5,35721.0,308930.3,272523.4,36406.9
Ferry-RoPax,1489,64,23522.7,3765.5,1997.0,1997.5,2000.4,1999.8,366.2,1791.2,491.3,506.6,20.0,271.2,142.3,145.3,6.0,98.3,48.8,46.2,6284.6,5497.5,787.1,481978.7,422099.5,59879.3,491232.7,430203.8,61029.0
Liquefied gas tanker,1058,348,113255.7,94161.0,2007.9,2008.8,2008.3,2008.4,1101.8,2270.2,2986.9,2854.6,111.0,196.6,342.7,338.7,30.0,54.2,72.2,73.9,13181.6,11868.0,1313.6,859823.2,764288.0,95535.2,876331.8,778962.4,97369.4
Miscellaneous - fishing,750,334,2569.3,1699.3,1993.8,1992.8,1992.3,1992.1,1448.2,4091.5,3777.9,3746.2,217.5,542.0,771.0,814.0,19.0,230.9,618.1,568.5,1737.2,1298.4,438.8,130738.1,97677.6,33060.6,133248.3,99553.0,33695.3
Refrigerated bulk,343,136,4588.1,5153.7,1993.0,1993.4,1992.9,1992.9,1371.7,2011.5,1932.6,1933.2,130.0,188.1,301.6,299.6,80.0,136.9,155.5,155.7,2715.0,1911.9,803.1,205951.9,145646.2,60305.7,209906.2,148442.6,61463.6
Service - other,237,145,4021.4,4080.2,2000.6,2000.9,2008.2,2009.4,1420.0,2879.9,2844.0,2264.8,167.0,436.2,880.9,538.7,56.0,302.5,532.5,315.5,1052.1,881.8,170.2,79789.8,66966.9,12822.9,81321.8,68252.7,13069.1
Service - tug,211,146,634.5,552.4,2004.5,2005.2,2006.8,2006.0,1376.1,1746.6,2020.0,2077.6,214.0,371.4,584.3,614.8,39.0,165.2,128.6,129.7,618.0,583.6,34.3,46709.7,44131.8,2577.8,47606.5,44979.1,2627.3
Offshore,160,102,4582.5,4355.2,2008.5,2007.4,2009.8,2008.2,1506.5,2265.7,2342.9,2271.4,180.0,453.1,753.0,768.4,48.0,308.4,318.3,352.2,1014.0,899.7,114.3,74929.5,66342.7,8586.8,76368.1,67616.4,8751.7
Ferry-pax only,12,10,13.2,2.4,1979.3,1983.4,1988.9,1962.0,1347.5,1381.2,1892.7,1949.8,132.5,169.8,261.9,363.9,45.0,125.4,96.6,130.0,11.6,8.8,2.8,868.7,658.8,209.9,885.4,671.5,213.9
Yacht,4,2,2.4,0.7,1985.2,1960.5,1991.4,1943.5,1245.7,1245.7,1325.5,1409.4,157.5,157.5,224.2,197.3,151.0,151.0,357.3,249.8,3.0,3.0,0.0,226.8,226.4,0.4,231.1,230.7,0.4
Other liquids tankers,4,3,199.8,264.7,2011.0,2010.0,2008.7,2009.2,1432.6,2188.1,1882.2,1832.6,155.0,194.5,201.7,197.0,76.5,80.3,84.2,83.6,26.5,20.6,6.0,2041.8,1588.4,453.4,2081.0,1618.9,462.1
