Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Barcelona,4155,1359,150910.9,116614.8,2004.4,2005.9,2007.5,2008.4,482.7,1263.8,850.6,1107.6,34.0,111.7,144.4,189.5,16.0,43.9,32.6,44.2,20323.4,17785.1,2538.3,1541407.9,1346901.8,194506.1,1571002.9,1372762.3,198240.6
Algeciras,3156,1221,344711.8,418283.0,2007.2,2007.4,2010.4,2010.1,1447.7,2229.2,2467.1,2435.0,117.0,202.8,284.2,276.9,24.0,76.0,48.7,55.5,39466.4,37086.7,2379.7,3038191.7,2856432.3,181759.5,3096525.0,2911275.8,185249.3
Valencia,2932,743,191855.2,198874.8,2004.2,2006.1,2008.0,2007.9,576.8,1292.9,1386.0,1513.0,45.5,99.7,182.0,188.4,17.0,35.6,27.0,28.3,22383.1,20927.2,1455.9,1729713.5,1618320.0,111393.5,1762924.0,1649391.7,113532.2
Ceuta,2207,1429,52231.7,84370.3,2005.6,2005.9,2008.7,2009.1,1465.2,1825.4,2213.4,2282.9,149.0,186.3,334.5,346.0,47.0,85.9,117.3,121.2,8044.3,6923.1,1121.2,617742.5,532593.6,85148.9,629603.1,542819.4,86783.7
Las Palmas,2064,1159,147428.1,208646.7,2003.0,2004.5,2008.3,2008.7,1700.1,2575.4,2358.4,2706.5,135.0,270.7,393.5,431.3,37.0,118.1,74.7,72.6,18652.2,16396.2,2256.0,1424809.3,1252765.7,172043.6,1452165.6,1276818.8,175346.8
Bilbao,1317,713,41625.5,55766.6,2006.3,2007.5,2008.3,2008.9,757.0,1571.1,1781.9,1964.2,72.0,155.1,314.6,340.1,22.0,49.2,56.6,65.2,5977.7,5401.6,576.1,438521.4,394932.4,43589.0,446941.0,402515.1,44425.9
Huelva,1282,819,50492.3,73501.5,2007.6,2007.7,2009.7,2010.0,1243.4,1684.0,2187.6,2103.6,110.0,167.6,351.3,346.1,32.5,56.2,56.0,58.9,6507.6,5659.1,848.4,480321.2,415753.2,64568.0,489543.4,423735.7,65807.7
Cartagena,1159,736,34555.1,50969.5,2002.3,2005.3,2008.2,2009.4,934.6,1300.5,1372.0,1508.3,102.0,134.9,327.6,352.6,32.0,60.6,65.8,63.4,4600.9,3908.6,692.3,348541.6,295722.0,52819.6,355233.6,301399.9,53833.7
San Cristobal,1102,910,86111.9,145946.1,2008.3,2008.7,2009.6,2010.1,2279.5,2489.9,2565.3,2550.2,206.0,256.9,402.7,408.7,102.0,137.2,119.3,117.2,8674.9,7808.0,866.8,668052.9,602010.6,66042.3,680879.5,613569.2,67310.3
Santander,1066,487,33368.6,19613.2,2005.6,2005.7,2008.1,2008.1,743.0,1535.8,1557.1,1784.5,64.0,149.0,264.9,287.3,20.0,45.5,33.9,62.5,3726.2,3412.1,314.2,285592.3,261742.4,23849.9,291075.7,266767.8,24307.8
Tarragona,852,594,25866.1,36557.9,2004.8,2006.3,2008.9,2009.7,853.6,1285.7,1266.5,1381.7,90.0,123.5,224.3,246.6,31.0,55.7,63.0,67.1,3446.0,2838.7,607.3,265313.2,218902.3,46410.9,270407.2,223105.2,47302.0
Musel Arnao,777,457,20957.4,37564.5,2005.7,2006.9,2010.2,2010.3,709.3,1361.8,1754.7,1852.5,76.0,167.7,331.5,337.9,42.0,80.3,90.6,92.1,2029.8,1808.8,221.0,155400.6,138716.1,16684.5,158384.3,141379.5,17004.8
Vigo,759,285,19436.9,12464.7,2002.8,2003.2,2006.0,2006.6,617.9,1623.9,1076.0,1190.1,48.0,168.6,154.1,166.1,19.0,66.6,47.1,64.1,2898.6,2599.5,299.1,222086.0,199418.7,22667.2,226350.0,203247.6,23102.4
Palmones,752,593,51566.6,84611.8,2007.7,2007.6,2010.0,2009.9,1457.8,2044.8,2478.7,2448.6,144.0,201.2,373.4,385.2,35.0,62.6,67.2,69.0,5538.7,4908.2,630.5,421075.6,372880.3,48195.3,429160.3,380039.6,49120.7
Castellon,605,343,11094.7,17386.9,2002.3,2004.8,2006.6,2007.0,747.7,1073.3,1145.9,1201.9,66.0,114.6,204.5,214.5,30.0,51.9,51.8,52.3,1719.8,1422.2,297.6,132379.1,109638.3,22740.8,134920.8,111743.3,23177.4
Puerto De La Luz/Las,604,416,20713.8,31178.2,2002.4,2003.3,2008.4,2008.9,1589.0,2304.3,2651.9,2842.7,157.0,268.6,740.5,780.4,48.0,126.8,146.7,96.7,3400.0,2837.9,562.1,258412.8,215611.5,42801.3,263374.3,219751.2,43623.1
Motril,586,193,5180.7,6763.4,2001.1,2004.5,2006.0,2006.8,124.1,1326.3,669.4,1005.0,10.0,140.5,226.9,261.7,3.0,44.9,42.9,45.5,823.1,743.9,79.2,63242.4,57207.8,6034.7,64456.7,58306.2,6150.5
Santurce,585,361,7579.0,10459.9,2007.3,2007.7,2008.8,2009.0,738.6,1199.9,1105.1,1102.9,67.0,116.9,201.5,200.9,27.0,55.1,56.1,57.3,1494.4,1368.5,126.0,114247.9,104748.5,9499.4,116441.5,106759.6,9681.8
Coruna,544,381,15620.3,22527.0,2005.7,2005.9,2009.8,2010.5,781.7,1353.5,1326.0,1827.1,85.0,155.1,250.0,290.7,26.5,60.8,50.8,58.8,2029.1,1758.3,270.8,155314.4,134670.3,20644.1,158296.5,137256.0,21040.5
Aviles,466,350,5464.6,8320.5,2005.4,2005.9,2008.3,2008.3,849.9,1367.9,1495.7,1501.9,105.0,158.2,300.7,283.9,34.0,55.0,68.4,69.5,1004.6,913.5,91.0,76728.8,69865.8,6863.0,78202.0,71207.2,6994.7
Tenerife,456,340,40623.7,45070.4,2004.6,2005.5,2008.1,2008.6,1442.9,2059.1,2217.7,2637.3,137.5,214.9,396.3,458.8,26.5,76.9,106.8,107.4,4939.3,4353.4,586.0,361060.4,319217.2,41843.2,367992.8,325346.2,42646.6
Malaga,456,304,16443.4,16406.8,2001.1,2003.4,2008.6,2009.3,697.9,1199.8,1106.1,1532.7,62.0,124.0,194.6,251.6,14.0,52.7,36.8,52.4,2308.6,2076.0,232.6,177992.6,160157.4,17835.2,181410.0,163232.4,18177.6
Sagunto,436,249,6669.6,5050.3,2003.2,2004.4,2007.3,2007.8,575.6,999.4,1028.1,995.9,58.0,102.9,123.4,148.8,26.0,51.8,30.7,43.6,810.4,698.7,111.8,61149.9,52708.1,8441.8,62324.0,53720.1,8603.9
