Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Ferry-RoPax,11577,79,65454.2,15867.0,2001.5,1998.5,2002.4,2003.3,137.6,956.8,270.9,250.1,9.0,76.2,231.1,174.5,4.0,19.4,32.4,24.2,19282.0,14618.1,4663.9,1458384.2,1106466.6,351917.6,1486385.1,1127710.8,358674.4
Container,6294,558,56094.1,65955.0,2004.9,2005.7,2006.7,2006.6,216.5,337.2,357.1,359.9,21.0,33.9,51.8,52.3,13.0,24.5,22.6,22.6,10093.1,8506.9,1586.2,778046.3,656756.0,121290.4,792984.8,669365.7,123619.2
General cargo,4682,1338,10528.1,13966.3,2003.5,2003.2,2003.9,2005.1,272.2,409.9,482.2,464.5,27.0,44.8,102.0,96.0,26.0,40.2,42.6,43.5,2687.5,2057.8,629.7,205303.5,157665.7,47637.8,209245.4,160692.9,48552.5
Chemical tanker,3517,694,20258.4,31833.5,2007.2,2008.1,2007.8,2007.8,379.0,553.2,550.0,552.7,35.0,54.4,86.0,86.4,25.0,41.1,49.9,50.0,5862.5,3658.8,2203.7,450216.9,281669.1,168547.8,458861.0,287077.2,171783.9
Cruise,2398,150,33955.2,3295.4,1999.3,2000.2,2006.1,2004.5,151.9,216.8,208.3,212.2,14.0,18.0,26.1,27.2,10.0,18.1,16.3,15.6,8195.7,5822.8,2372.9,634204.8,450676.2,183528.6,646381.5,459329.2,187052.3
Miscellaneous - fishing,1753,169,822.8,550.5,1999.2,1996.6,1996.9,1994.6,441.0,2511.2,1263.5,1454.0,51.0,360.0,1069.6,1175.0,28.0,248.6,654.1,749.9,1442.4,952.0,490.4,108346.5,71519.0,36827.5,110426.8,72892.2,37534.6
Ro-Ro,1493,52,9077.8,4471.3,2001.3,2000.0,2006.5,2004.7,187.6,378.7,353.7,374.9,14.0,44.0,51.2,59.8,10.0,16.4,20.3,28.6,2384.9,1970.1,414.8,184264.8,152420.4,31844.4,187802.7,155346.9,32455.8
Oil tanker,1404,257,18031.5,32377.3,2006.6,2008.8,2009.3,2009.5,200.1,604.3,610.4,625.0,30.0,91.6,201.0,207.0,27.0,46.7,58.9,59.0,4076.2,2355.5,1720.6,313044.5,180898.0,132146.6,319055.0,184371.2,134683.8
Bulk carrier,1192,547,18771.3,33604.5,2002.6,2008.9,2010.3,2010.5,353.4,646.2,661.8,670.9,40.0,72.3,112.9,113.0,35.0,72.6,93.3,95.0,1862.5,1478.8,383.7,143958.4,114403.9,29554.5,146722.4,116600.5,30121.9
Service - tug,935,135,322.2,230.6,2000.3,2000.6,2004.0,2004.3,256.8,1018.1,626.0,625.6,89.0,652.9,1161.2,1184.1,35.0,195.6,480.7,474.5,952.1,665.7,286.4,71513.3,50003.4,21509.9,72886.3,50963.5,21922.9
Liquefied gas tanker,840,137,10008.6,8408.7,2008.0,2008.1,2006.1,2006.2,332.1,676.0,840.8,778.3,29.0,68.9,125.6,123.6,23.0,57.9,157.1,137.2,1881.3,1175.0,706.3,132802.5,80656.5,52146.0,135352.3,82205.1,53147.2
Service - other,686,75,736.3,510.1,1999.1,1994.3,2001.1,1997.4,311.8,972.3,809.3,682.7,45.0,303.7,551.8,510.3,28.0,138.2,200.7,171.7,649.2,455.1,194.1,48788.6,34209.5,14579.1,49725.3,34866.3,14859.0
Vehicle,621,105,8985.0,2846.3,2002.7,2005.2,2003.2,2003.1,283.5,399.7,498.1,498.1,26.0,32.8,63.9,64.2,7.0,11.3,11.4,11.7,1356.8,1265.2,91.6,104857.7,97841.5,7016.2,106871.0,99720.1,7150.9
Ferry-pax only,267,20,209.5,32.0,2002.6,2000.2,2004.3,1998.2,1066.4,1167.1,2216.6,2121.0,48.0,200.7,890.5,822.8,28.0,98.8,154.2,121.6,286.9,220.8,66.0,21539.3,16581.3,4958.1,21952.9,16899.6,5053.3
Offshore,153,36,399.4,346.0,1997.5,2004.5,2007.0,2005.9,217.6,313.5,401.8,414.8,42.0,188.1,404.9,408.2,42.0,213.6,485.5,490.0,279.5,143.9,135.6,21023.2,10839.3,10183.9,21426.8,11047.4,10379.5
Refrigerated bulk,124,60,468.7,519.6,1995.0,1994.6,1992.7,1992.6,426.8,772.2,706.3,704.1,71.5,117.0,213.8,208.8,24.5,117.7,178.0,188.0,504.8,253.0,251.8,38117.5,19202.8,18914.7,38849.3,19571.5,19277.8
Yacht,11,1,6.3,0.8,2010.0,2010.0,2010.0,2010.0,1021.6,1021.6,1150.4,1150.4,106.0,106.0,172.9,172.9,37.0,37.0,95.8,95.8,9.8,6.6,3.3,738.1,492.3,245.8,752.3,501.8,250.5
