Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Barcelona,3564,773,33044.2,21191.8,2004.8,2005.2,2006.4,2006.7,167.8,399.1,248.2,267.3,13.0,49.0,37.3,45.3,10.0,33.8,36.2,42.0,6584.7,4680.4,1904.3,503038.7,357012.5,146026.3,512697.1,363867.1,148830.0
Valencia,2753,480,23164.7,20783.3,2005.8,2005.1,2007.0,2006.8,164.9,405.5,269.2,324.9,13.0,46.4,38.0,46.8,7.0,27.5,17.5,19.6,4042.1,3250.8,791.3,308421.2,248172.8,60248.4,314342.9,252937.7,61405.2
Palma De Mallorca,2179,149,14739.4,3611.2,2005.0,2000.1,2006.3,2006.1,142.5,322.0,205.5,227.8,10.0,49.9,35.2,38.4,3.0,26.3,16.0,18.5,3575.5,2763.9,811.6,270045.8,208128.2,61917.5,275230.6,212124.3,63106.3
Tenerife,1896,295,11385.7,8743.6,2004.0,2003.5,2006.2,2007.5,152.4,512.2,316.1,443.8,13.0,83.1,76.0,92.1,13.0,50.4,32.2,50.1,3208.2,2431.4,776.8,246410.9,186904.6,59506.3,251142.0,190493.2,60648.8
Melilla,1668,136,6469.3,1936.5,1996.7,2003.5,1996.4,1999.5,116.4,554.4,202.9,225.0,8.0,105.5,36.4,43.3,5.5,35.3,26.4,44.1,1781.1,1205.5,575.5,135338.9,91863.0,43475.9,137937.4,93626.7,44310.7
Las Palmas,1310,374,16133.5,17818.9,2003.7,2004.5,2008.8,2010.3,139.3,846.2,523.6,761.9,16.0,136.0,119.0,135.8,10.0,81.6,49.1,55.8,3260.3,2629.4,630.9,249072.8,200769.7,48303.0,253855.0,204624.5,49230.5
Puerto De La Luz/Las,1269,159,6888.4,3840.4,2002.2,2001.2,2005.1,2006.0,113.3,997.7,394.8,407.0,9.0,186.2,148.3,142.7,4.0,140.3,53.6,69.2,2342.4,1920.1,422.2,179242.3,147213.3,32028.9,182683.7,150039.8,32643.9
Ibiza,1257,98,4770.8,1413.5,2000.5,1997.9,2001.7,2002.2,150.2,387.7,178.9,194.6,10.0,40.9,28.8,26.8,3.0,39.9,21.1,21.6,1490.9,1018.5,472.4,112344.4,76859.6,35484.8,114501.4,78335.3,36166.1
Malaga,1124,247,7578.2,2336.1,1998.2,2002.9,2003.7,2003.0,123.1,346.4,261.2,262.6,9.0,40.9,33.6,55.2,6.0,29.1,20.1,36.0,1691.4,1345.0,346.4,130160.5,103666.3,26494.1,132659.5,105656.7,27002.8
Huelva,969,379,7253.3,8458.2,2007.1,2006.9,2007.9,2007.9,574.5,613.8,606.1,580.1,43.0,87.8,71.6,76.5,23.0,44.7,34.1,39.4,1949.7,1452.1,497.6,148009.9,110035.8,37974.1,150851.7,112148.5,38703.2
Cartagena,932,456,7358.7,9163.9,2001.6,2004.3,2005.2,2007.2,312.3,540.9,458.7,564.1,28.0,68.8,71.8,83.5,19.0,46.3,34.0,39.3,1544.6,1083.2,461.4,118581.8,83218.8,35363.0,120858.6,84816.6,36042.0
Algeciras,926,380,12722.2,11672.4,2003.4,2004.7,2000.8,2004.6,490.7,823.0,696.9,541.4,44.0,175.1,802.1,240.8,21.0,76.6,57.9,56.9,3441.4,2783.9,657.6,263502.0,213241.4,50260.5,268561.2,217335.7,51225.5
Arrecife,877,100,5263.0,2080.5,2004.5,2000.7,2006.2,2003.3,165.9,322.4,231.2,325.3,12.0,46.9,29.6,50.9,13.0,29.0,22.1,23.7,1539.4,1049.4,490.0,118531.7,81001.4,37530.4,120807.5,82556.6,38251.0
Ceuta,842,443,3203.9,3415.9,2001.2,2004.3,2003.2,2005.5,416.9,553.5,550.1,511.5,38.0,65.5,96.5,78.3,27.0,54.1,68.5,61.0,1099.1,731.5,367.5,83638.5,55800.6,27837.8,85244.4,56872.0,28372.3
Almeria,790,85,3243.9,886.9,1995.0,1998.8,1994.8,1997.8,141.2,354.4,233.9,251.8,9.0,33.3,32.6,36.1,4.0,34.6,23.5,36.2,866.9,596.8,270.1,65316.2,44940.1,20376.0,66570.2,45803.0,20767.3
Puerto Del Rosario,713,82,3079.0,1682.6,1997.7,2001.6,2003.0,2004.1,116.6,255.9,245.6,341.4,12.0,40.7,44.1,61.2,13.0,35.9,21.3,25.4,949.5,663.3,286.2,72828.4,51039.4,21788.9,74226.7,52019.4,22207.3
Palmones,662,292,5308.1,8818.0,2006.4,2006.5,2009.6,2010.3,370.8,499.7,726.1,793.9,31.0,56.2,333.1,372.0,31.0,69.0,62.8,62.8,1220.0,727.5,492.5,93733.6,56057.5,37676.0,95533.2,57133.8,38399.4
La Palma,546,56,3520.8,1921.0,2004.7,1999.8,2009.3,2011.9,144.7,423.2,291.3,549.5,11.0,155.9,159.6,89.1,6.5,26.3,12.0,8.9,1066.5,834.2,232.3,81844.1,64152.7,17691.3,83415.5,65384.5,18031.0
Motril,545,134,2076.6,1468.8,2002.0,2003.2,2004.7,2006.9,150.7,415.5,255.8,310.5,9.0,42.8,39.5,45.4,9.0,41.7,37.9,49.3,605.0,407.6,197.4,46413.3,31361.4,15051.9,47304.5,31963.6,15340.9
Cadiz,479,182,6384.5,2465.0,2003.9,2002.6,2006.5,2006.5,600.6,555.9,537.5,541.7,38.0,91.7,46.9,58.8,9.0,56.9,17.6,34.2,1576.4,1395.2,181.2,121669.4,107759.1,13910.3,124005.4,109828.1,14177.4
