Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,9265,2148,80074.4,106836.7,2002.9,2003.2,2004.1,2004.9,895.8,1396.4,1568.5,1530.4,101.0,148.4,275.1,272.6,26.0,43.4,40.1,40.7,16461.2,15072.6,1388.7,1259165.4,1154215.4,104950.0,1283341.4,1176376.3,106965.0
Container,7612,1013,620302.2,698976.5,2005.9,2006.6,2009.6,2009.4,711.9,1482.3,1860.7,1830.4,56.0,102.2,229.6,227.0,18.0,21.8,22.8,22.9,72242.7,69576.3,2666.4,5585102.6,5380321.1,204781.4,5692336.5,5483623.3,208713.2
Chemical tanker,4453,1371,112767.1,182337.6,2007.4,2008.6,2009.5,2009.6,1030.3,1990.7,1925.4,1956.9,103.0,193.0,328.1,331.5,25.0,38.2,43.0,42.9,20925.2,17802.6,3122.6,1610126.9,1370803.1,239323.9,1641041.4,1397122.5,243918.9
Bulk carrier,4046,2362,379385.5,680437.3,2008.3,2009.7,2010.6,2010.6,1957.1,2854.8,3033.0,3086.6,201.0,286.1,488.0,496.2,17.0,47.8,46.2,46.5,31048.9,30018.7,1030.2,2400568.6,2321090.3,79478.3,2446659.6,2365655.3,81004.3
Vehicle,1922,363,113342.8,37244.4,2004.3,2006.8,2006.6,2006.1,723.6,2173.6,1485.7,1503.1,50.0,142.2,234.2,234.3,10.0,12.5,17.1,17.3,8186.4,7760.3,426.2,631959.9,599179.8,32780.1,644093.6,610684.1,33409.5
Cruise,1714,172,71631.7,6637.2,2002.6,1999.0,2007.7,2006.2,341.8,572.5,502.9,504.7,27.0,44.7,52.7,54.8,9.0,28.0,12.2,14.0,14320.7,12582.7,1737.9,1107295.2,972845.8,134449.4,1128555.3,991524.4,137030.9
Oil tanker,1665,792,215609.7,400580.9,2008.7,2009.0,2009.7,2009.7,1655.5,2568.8,2727.3,2761.8,173.0,274.4,403.2,404.9,34.0,49.6,55.9,55.7,21986.7,17979.1,4007.7,1699297.2,1389546.5,309750.7,1731923.8,1416225.8,315697.9
Ro-Ro,1567,93,26626.6,14159.6,2001.9,2002.9,2007.1,2006.7,446.8,1332.3,745.5,790.7,28.0,102.0,113.3,132.1,8.0,24.2,21.8,23.7,4325.6,3930.7,394.9,333426.9,302945.3,30481.7,339828.7,308761.8,31066.9
Ferry-RoPax,1498,69,23799.1,3742.5,1997.0,1997.2,2001.3,2000.6,363.3,995.5,495.4,500.9,19.0,92.2,44.3,45.1,3.0,133.0,29.1,29.1,6082.9,4933.0,1150.0,467516.4,379398.1,88118.3,476492.7,386682.5,89810.2
Liquefied gas tanker,1062,350,123684.7,103225.9,2008.0,2008.9,2008.5,2008.6,1023.1,2532.1,3200.4,3079.9,92.5,200.3,521.2,523.4,24.0,54.2,45.5,48.5,15620.1,14358.3,1261.8,996253.4,901610.7,94642.7,1015381.5,918921.7,96459.8
Miscellaneous - fishing,728,323,3954.0,2636.9,1993.6,1992.3,1989.3,1989.4,1691.7,5779.4,6030.7,5970.0,292.0,911.7,2752.0,2477.2,113.0,508.9,786.3,744.1,2691.3,2098.5,592.8,203009.3,158456.7,44552.5,206907.0,161499.1,45407.9
Refrigerated bulk,341,133,6255.1,6894.6,1993.2,1993.6,1994.7,1994.5,2085.2,2533.9,2617.5,2571.1,174.0,217.0,338.2,333.7,20.0,79.1,86.0,83.6,2980.2,2450.1,530.1,226766.6,186890.1,39876.5,231120.5,190478.4,40642.2
Service - other,248,150,3786.2,4035.2,2000.3,2000.7,2004.4,2006.6,1655.3,2492.7,2488.7,2061.2,208.5,533.2,582.5,446.2,40.5,192.6,340.9,188.6,1191.1,1097.6,93.5,90717.0,83671.4,7045.7,92458.8,85277.9,7181.0
Service - tug,206,139,780.8,653.4,2003.6,2004.1,2007.4,2006.7,1357.0,1987.3,2470.3,2440.8,215.5,483.1,750.3,803.1,46.5,160.4,137.7,152.1,613.5,575.2,38.2,46375.8,43502.0,2873.8,47266.2,44337.2,2929.0
Offshore,159,103,6488.2,6504.0,2007.2,2006.0,2007.6,2008.1,1701.9,2855.9,3285.0,3305.6,193.0,676.6,1035.9,1040.0,28.0,177.6,227.6,217.8,1075.7,1013.7,62.0,79555.3,74889.1,4666.2,81082.8,76327.0,4755.8
Ferry-pax only,12,11,18.3,1.9,1986.3,1985.1,1992.3,1983.2,570.1,1356.8,2624.1,1583.5,76.0,147.0,434.1,372.5,19.0,91.8,252.5,204.5,12.1,9.1,3.0,910.2,683.9,226.3,927.7,697.1,230.6
Yacht,4,2,1.2,0.2,1985.2,1960.5,2002.5,1968.2,638.6,542.1,673.0,461.9,49.5,49.5,34.6,51.2,114.0,114.0,108.1,102.1,1.3,0.5,0.8,99.0,39.6,59.4,100.9,40.3,60.6
Other liquids tankers,4,3,439.2,608.3,2011.0,2010.0,2013.5,2013.7,4029.7,4025.5,4137.8,4210.9,389.0,533.5,735.0,744.9,25.5,41.3,27.9,28.3,49.0,45.6,3.5,3796.0,3527.5,268.5,3868.9,3595.2,273.7
