Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,243,105,458.5,653.0,1989.2,1991.8,1995.0,1994.7,452.0,642.7,723.6,722.6,57.0,76.5,118.1,116.8,33.0,53.6,64.8,66.0,116.4,91.7,24.7,8835.6,6966.9,1868.7,9005.2,7100.7,1904.6
Ferry-RoPax,201,22,3505.3,721.6,1979.3,1988.7,1989.0,1990.7,257.5,1653.1,843.2,1049.8,11.0,148.9,204.7,198.2,12.0,32.4,69.7,63.0,927.1,671.7,255.3,71287.9,51696.9,19591.0,72656.6,52689.5,19967.1
Cruise,71,20,1634.2,193.3,2000.8,1995.4,2006.4,2005.4,607.2,406.0,499.8,493.1,38.0,38.4,36.6,37.3,8.0,9.5,8.0,8.2,410.2,368.0,42.2,31701.7,28458.4,3243.3,32310.4,29004.8,3305.6
Liquefied gas tanker,51,21,409.3,471.4,2010.1,2006.8,2011.2,2011.2,586.8,867.1,823.5,822.1,73.0,81.7,111.5,112.0,26.0,41.4,36.0,35.9,107.7,83.0,24.7,8231.7,6376.3,1855.4,8389.7,6498.7,1891.0
Chemical tanker,46,31,705.9,1101.7,2006.9,2006.3,2009.1,2009.0,473.8,872.8,1144.7,1150.6,62.0,90.4,148.1,148.8,25.0,42.0,53.2,52.6,124.0,92.7,31.4,9564.2,7151.4,2412.8,9747.8,7288.7,2459.1
Ferry-pax only,44,8,45.5,21.9,1981.1,1979.9,1979.7,1979.5,950.8,7972.1,3705.0,4287.3,71.5,1165.4,1271.6,984.2,19.0,37.8,91.1,97.6,78.0,68.7,9.3,5858.9,5158.6,700.3,5971.4,5257.6,713.8
Container,44,21,282.7,354.1,1999.2,2000.8,1996.6,1996.1,403.6,531.8,499.8,502.1,34.0,43.4,45.2,44.7,24.0,33.3,52.6,54.9,64.8,43.4,21.4,4962.0,3338.1,1623.9,5057.3,3402.2,1655.1
Miscellaneous - fishing,24,4,4.8,5.3,2003.0,1993.8,1986.5,1986.9,148.2,8324.8,656.6,868.1,38.0,949.4,2032.2,1977.9,7.5,973.5,1936.2,1806.1,35.8,24.9,10.9,2687.6,1865.9,821.6,2739.2,1901.8,837.4
Bulk carrier,23,12,496.7,824.8,1988.0,1989.4,2004.1,2004.4,518.1,1542.9,2828.9,2950.3,52.0,127.1,611.3,620.0,48.0,109.3,63.3,63.5,66.0,57.0,9.0,5082.0,4399.9,682.1,5179.6,4484.4,695.2
Service - other,11,5,7.9,4.5,1994.8,1998.8,1993.9,1985.6,726.0,717.2,912.6,839.4,70.0,431.6,690.6,658.1,24.0,59.3,99.5,68.6,14.5,13.1,1.4,1089.2,981.5,107.8,1110.2,1000.3,109.9
Oil tanker,11,11,275.6,433.4,2004.2,2004.2,2003.9,2003.7,1027.8,1251.8,1546.1,1561.6,95.0,115.5,153.1,152.8,18.0,133.6,67.8,65.1,64.3,43.8,20.5,4964.8,3386.0,1578.8,5060.2,3451.0,1609.2
Service - tug,8,7,1.3,0.8,1985.8,1986.1,1983.4,1983.6,554.2,640.6,744.5,686.3,2617.5,3095.2,3217.7,3516.8,22.5,65.9,45.2,45.6,19.9,19.5,0.4,1492.4,1463.8,28.6,1521.1,1491.9,29.2
Ro-Ro,7,3,187.2,131.4,2011.6,2009.3,2009.2,2010.2,437.2,1420.6,719.6,641.8,70.0,116.8,125.7,110.8,51.0,68.5,83.9,81.9,33.3,27.5,5.9,2583.3,2126.5,456.8,2632.9,2167.4,465.6
Offshore,2,1,0.6,0.5,2016.0,2016.0,2016.0,2016.0,67.2,67.2,67.2,67.2,33.0,33.0,43.1,43.1,1.0,1.0,0.6,0.6,0.5,0.5,0.0,35.9,35.6,0.4,36.6,36.3,0.4
