Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,242,105,496.8,702.6,1989.1,1991.7,1991.9,1991.8,555.4,909.8,790.6,784.6,60.0,117.8,405.4,320.5,47.0,64.6,87.4,87.8,143.2,104.8,38.4,10847.2,7944.2,2903.1,11055.5,8096.7,2958.8
Ferry-RoPax,204,22,4867.8,984.8,1979.2,1988.7,1983.2,1985.6,285.2,1341.4,1162.4,1422.7,10.0,70.2,726.9,639.9,14.0,20.7,249.5,229.9,1312.4,938.6,373.8,100708.9,72140.5,28568.5,102642.6,73525.6,29117.0
Cruise,71,20,1071.5,129.8,2000.8,1995.4,2005.5,2004.1,353.8,394.7,327.7,331.2,22.0,38.4,25.5,27.6,7.0,9.0,7.4,7.3,289.8,256.6,33.2,22386.8,19825.1,2561.6,22816.6,20205.8,2610.8
Liquefied gas tanker,51,21,428.6,498.1,2010.1,2006.8,2010.7,2010.7,1137.5,1052.3,862.5,868.8,83.0,84.4,96.9,96.6,27.0,53.9,50.3,50.7,105.3,73.1,32.2,8058.2,5623.9,2434.3,8212.9,5731.9,2481.0
Chemical tanker,46,31,562.0,872.3,2006.9,2006.3,2009.3,2009.2,674.4,861.6,911.3,911.0,60.5,76.0,88.7,88.4,34.5,51.8,61.6,61.3,115.8,76.8,39.0,8920.2,5918.1,3002.1,9091.5,6031.7,3059.7
Container,45,22,332.6,387.3,1999.0,2000.3,1995.8,1995.5,459.7,677.5,584.1,545.5,36.0,70.0,151.6,150.1,22.0,29.5,34.4,36.3,69.2,52.3,16.9,5294.1,4014.0,1280.1,5395.7,4091.0,1304.7
Ferry-pax only,43,7,16.8,6.5,1981.1,1980.0,1980.3,1980.0,660.6,3952.0,1386.8,1272.7,42.0,164.1,594.3,242.0,29.0,44.9,39.4,48.6,37.3,31.6,5.7,2799.6,2374.0,425.6,2853.3,2419.6,433.7
Miscellaneous - fishing,24,4,2.4,2.5,2003.0,1993.8,1997.9,1996.7,215.8,1990.8,324.1,407.2,17.5,441.8,333.7,352.2,27.0,64.2,119.5,116.5,13.2,9.3,3.9,989.6,698.5,291.1,1008.6,712.0,296.7
Bulk carrier,21,11,148.3,234.3,1988.7,1991.0,1997.3,1998.0,610.9,1171.6,890.8,881.9,45.0,120.9,129.4,128.0,35.0,52.1,47.3,46.5,29.0,22.6,6.4,2223.0,1735.2,487.8,2265.7,1768.5,497.1
Service - other,12,6,5.8,2.2,1994.8,1998.2,1997.3,1991.2,493.2,789.4,622.4,394.6,40.5,156.5,255.9,148.8,37.5,214.6,353.8,186.4,7.6,3.7,4.0,573.0,275.4,297.7,584.0,280.7,303.4
Oil tanker,12,12,157.1,245.9,2004.0,2004.0,2004.3,2004.0,749.7,771.2,779.8,775.8,72.5,102.6,104.8,104.7,36.0,36.2,35.3,34.8,38.3,24.7,13.6,2961.7,1907.8,1054.0,3018.6,1944.4,1074.2
Ro-Ro,7,3,140.6,95.8,2011.6,2009.3,2009.0,2009.9,357.7,1160.5,540.6,467.6,27.0,91.3,100.1,86.6,34.0,101.7,131.0,118.1,23.5,17.7,5.8,1818.4,1370.0,448.3,1853.3,1396.3,457.0
Service - tug,6,6,2.3,1.4,1987.5,1987.5,1984.2,1984.4,354.9,1568.9,1873.3,1565.3,111.0,152.3,203.8,196.3,41.0,97.8,317.9,287.1,8.2,4.2,4.0,615.3,316.9,298.4,627.1,323.0,304.1
Offshore,2,1,3.9,3.4,2016.0,2016.0,2016.0,2016.0,439.0,439.0,439.0,439.0,464.0,464.0,673.2,673.2,55.5,55.5,85.9,85.9,3.7,3.4,0.3,280.4,257.1,23.3,285.8,262.1,23.7
