Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Miscellaneous - fishing,130,95,1483.4,1247.2,1993.1,1992.9,1992.7,1991.8,7816.4,8796.7,7836.9,8605.3,1822.0,2038.3,2354.7,2473.4,65.5,912.8,496.1,502.7,1013.6,841.6,172.0,76155.4,63238.1,12917.3,77617.6,64452.2,13165.4
Cruise,42,20,1490.7,156.9,1997.9,1996.8,2001.6,1999.6,663.2,908.2,759.0,811.0,55.5,80.1,68.4,83.3,9.0,10.3,10.5,10.5,400.6,373.1,27.5,30938.9,28815.7,2123.2,31532.9,29369.0,2164.0
Refrigerated bulk,30,16,630.6,661.5,1990.2,1993.0,1991.9,1992.2,1358.0,2985.0,2085.4,2155.9,149.5,510.6,610.6,626.4,23.5,48.1,69.2,69.8,364.9,325.6,39.4,27688.2,24731.9,2956.3,28219.8,25206.8,3013.1
Service - other,22,7,227.4,110.8,1999.5,2000.1,1996.6,1996.9,1677.5,2031.8,2519.7,2431.1,242.0,284.8,633.9,601.6,22.5,40.1,195.6,153.7,94.1,90.7,3.3,7130.5,6879.6,250.8,7267.4,7011.7,255.7
General cargo,21,3,74.1,95.7,2000.2,2007.7,2001.2,2001.0,1113.9,2246.0,1396.6,1352.3,164.0,200.7,250.3,245.4,16.0,13.3,36.4,36.8,28.5,27.9,0.5,2137.1,2096.2,40.9,2178.1,2136.4,41.7
Chemical tanker,11,2,177.3,255.0,2009.0,2009.0,2009.0,2009.0,1676.3,2933.8,4052.1,4056.9,293.0,418.8,1374.2,1375.2,32.0,30.2,109.1,109.2,80.9,71.2,9.7,6144.8,5416.8,728.0,6262.7,5520.8,741.9
Ro-Ro,6,4,787.7,450.0,2002.2,2002.2,2002.2,2002.2,5283.2,5557.7,5650.1,5650.1,368.0,373.9,389.7,389.7,7.0,8.9,10.9,10.9,155.6,154.8,0.9,12052.2,11985.2,67.0,12283.6,12215.3,68.3
Oil tanker,4,3,278.6,465.9,1997.8,2001.0,2003.9,2004.3,1872.1,3452.6,2782.5,2657.1,571.0,513.3,488.4,469.0,81.5,176.2,120.4,120.8,59.2,36.3,22.9,4524.8,2785.6,1739.2,4611.7,2839.1,1772.6
Miscellaneous - other,2,1,55.7,15.0,1989.0,1989.0,1989.0,1989.0,4320.3,4320.3,4320.3,4320.3,425.5,425.5,706.4,706.4,548.0,548.0,1000.7,1000.7,21.8,18.8,3.0,1637.1,1413.1,224.0,1668.5,1440.2,228.3
Ferry-RoPax,2,1,25.5,1.9,2003.0,2003.0,2003.0,2003.0,789.5,789.5,789.5,789.5,75.0,75.0,79.8,79.8,8.5,8.5,7.5,7.5,4.4,4.1,0.2,335.7,317.9,17.8,342.1,324.0,18.1
