Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Uruguay,95,51,936.9,671.2,1995.2,1994.3,1995.5,1993.3,1416.8,3453.0,1591.3,1973.6,135.0,532.4,645.6,801.4,43.0,75.7,92.9,127.6,374.8,323.7,51.1,28458.9,24607.1,3851.8,29005.3,25079.5,3925.8
Argentina,30,20,1243.7,133.4,1998.1,1996.6,2001.1,1998.9,636.2,1028.0,808.9,884.8,39.0,116.0,86.0,106.8,10.0,17.6,10.2,11.4,309.2,289.3,20.0,23894.7,22355.0,1539.7,24353.5,22784.2,1569.3
Chile,22,18,234.2,121.5,1997.4,1997.2,1997.4,1990.7,696.0,1632.3,1117.5,1245.3,128.5,343.5,446.3,534.6,35.0,66.1,53.3,49.0,88.9,71.0,17.9,6723.2,5375.7,1347.5,6852.3,5478.9,1373.4
South Georgia and the South Sandwich Islands,20,17,200.6,99.0,1996.3,1996.3,1994.8,1994.4,2715.5,3527.7,2890.9,2362.7,361.0,746.5,1205.5,1084.0,30.5,55.3,48.7,44.5,81.2,76.1,5.1,6112.2,5729.9,382.3,6229.6,5839.9,389.7
Spain,17,15,409.7,440.5,1992.6,1993.7,1995.3,1997.5,6249.5,6402.6,5819.5,5909.5,544.0,632.0,800.1,769.7,63.0,194.5,169.3,139.6,158.1,147.5,10.6,11948.4,11147.3,801.1,12177.9,11361.4,816.5
Antarctica,12,7,112.3,66.2,1991.2,1991.0,1991.2,1989.1,854.7,1281.2,1212.0,1110.8,93.0,155.4,247.9,231.6,31.0,57.2,49.8,42.0,48.1,42.2,5.9,3663.5,3216.6,446.9,3733.8,3278.4,455.5
Brazil,8,5,64.3,44.6,1992.1,1991.4,1991.3,1990.3,2530.9,2973.0,3076.5,3231.1,287.0,370.4,470.9,512.9,55.5,64.5,78.7,72.1,27.1,25.7,1.4,2045.3,1939.7,105.6,2084.6,1977.0,107.6
"Saint Helena, Ascension and Tristan da Cunha",7,6,498.8,372.8,2003.6,2003.8,2002.8,2003.4,3471.3,3527.6,3529.3,3552.2,259.0,264.4,267.0,288.8,70.0,65.8,61.5,59.4,99.4,94.3,5.2,7701.4,7301.1,400.3,7849.2,7441.3,408.0
South Africa,7,7,57.0,53.9,2003.1,2003.1,2001.3,1999.1,4449.1,4513.0,3356.5,3463.3,461.0,578.9,504.9,453.2,9.0,79.1,237.7,272.5,32.3,24.4,7.9,2440.8,1844.5,596.3,2487.7,1879.9,607.8
"Korea, Republic of",2,2,75.9,87.3,1994.0,1994.0,1998.0,1998.0,5673.3,5673.3,9765.7,10052.3,465.0,465.0,807.2,808.3,15.0,15.0,20.9,21.0,28.3,27.9,0.4,2164.0,2135.9,28.0,2205.5,2176.9,28.6
