Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Service - tug,357,20,100.6,93.1,1995.9,1998.3,2003.4,2002.5,103.5,364.1,233.9,213.2,19.0,273.3,394.8,344.8,21.0,97.4,89.4,82.3,83.4,62.3,21.1,6264.5,4679.6,1584.9,6384.8,4769.5,1615.3
General cargo,271,163,348.3,496.0,1997.1,1997.3,1998.9,1998.7,220.9,292.1,287.7,293.4,22.0,36.9,45.9,47.4,46.0,67.4,92.9,95.1,129.7,62.4,67.2,9853.7,4771.9,5081.8,10042.9,4863.5,5179.4
Offshore,77,5,145.1,177.7,2010.4,2001.4,2001.3,1995.9,235.4,487.5,450.2,444.1,17.0,143.9,345.3,359.8,71.0,219.9,251.6,234.9,73.3,31.4,42.0,5505.7,2355.4,3150.3,5611.4,2400.6,3210.8
Container,69,33,201.1,247.1,2001.1,2001.5,2001.6,2001.6,211.9,277.8,282.5,279.1,19.0,44.1,35.0,34.9,75.0,73.9,76.5,75.9,104.5,43.6,60.9,7916.1,3328.7,4587.3,8068.1,3392.7,4675.4
Chemical tanker,46,32,280.6,453.1,2004.3,2004.9,2004.9,2004.8,348.7,374.4,359.6,359.2,28.5,40.7,38.5,39.0,31.0,50.4,52.7,52.9,86.4,42.3,44.1,6659.2,3267.0,3392.2,6787.0,3329.7,3457.3
Oil tanker,40,22,281.1,466.5,2010.2,2009.4,2008.7,2008.5,329.8,391.7,370.3,370.3,31.0,35.7,38.6,38.5,20.0,40.8,59.4,62.1,75.8,31.5,44.2,5827.3,2425.8,3401.5,5939.2,2472.4,3466.8
Miscellaneous - fishing,37,12,18.0,25.9,1988.4,1989.4,1985.7,1985.7,454.9,1192.9,1979.7,2595.9,45.0,187.5,909.3,949.7,41.0,139.8,89.7,68.1,29.8,18.2,11.6,2233.8,1365.1,868.6,2276.6,1391.3,885.3
Bulk carrier,32,28,233.7,365.2,2004.1,2004.3,2005.6,2005.7,183.4,417.6,427.0,422.9,17.5,46.9,65.7,65.9,58.0,124.6,85.9,86.0,33.8,18.6,15.2,2595.6,1433.6,1162.0,2645.4,1461.1,1184.3
Ro-Ro,21,3,35.7,34.1,1994.7,1997.3,1993.4,1993.0,192.3,101.7,143.8,163.9,20.0,19.8,21.2,21.7,8.0,84.7,68.7,49.4,27.9,6.7,21.2,2161.4,521.0,1640.5,2202.9,531.0,1672.0
Service - other,16,6,3.5,3.1,1992.8,1994.3,1999.6,1990.2,139.1,242.3,211.7,176.6,50.5,650.3,1402.8,264.9,19.5,20.6,47.5,78.4,12.0,9.2,2.8,900.9,693.9,206.9,918.1,707.2,210.9
Ferry-RoPax,16,5,204.7,77.6,2002.5,2004.2,2004.7,2012.0,245.8,2966.8,537.5,1208.1,19.0,240.8,287.7,594.6,27.5,159.4,1021.7,2295.9,130.2,66.2,64.0,9851.5,5040.3,4811.3,10040.7,5137.0,4903.7
Liquefied gas tanker,14,9,36.8,42.5,2011.9,2011.3,2012.6,2012.5,358.8,333.1,325.7,333.9,29.0,28.8,31.6,31.5,41.0,59.2,65.6,64.6,20.5,7.6,12.9,1558.6,583.5,975.1,1588.6,594.7,993.9
Ferry-pax only,1,1,0.0,0.0,1988.0,1988.0,1988.0,1988.0,12.3,12.3,12.3,12.3,42.0,42.0,42.0,42.0,11.0,11.0,11.0,11.0,0.1,0.1,0.0,6.1,4.9,1.3,6.3,5.0,1.3
Refrigerated bulk,1,1,5.1,5.5,1997.0,1997.0,1997.0,1997.0,571.7,571.7,571.7,571.7,16.0,16.0,16.0,16.0,97.0,97.0,97.0,97.0,2.8,0.7,2.1,214.5,57.1,157.5,218.7,58.2,160.5
Vehicle,1,1,1.5,0.4,2016.0,2016.0,2016.0,2016.0,19.6,19.6,19.6,19.6,23.0,23.0,23.0,23.0,13.0,13.0,13.0,13.0,0.3,0.2,0.1,25.7,14.9,10.8,26.2,15.2,11.0
