Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Rades,979,265,12074.2,9746.5,2000.2,2005.1,2004.1,2006.1,473.9,1022.1,661.2,813.0,37.0,184.5,193.0,316.5,27.0,95.5,70.8,114.5,2613.5,2135.9,477.7,200995.4,164589.8,36405.6,204854.6,167750.0,37104.6
La Goulette,753,119,11194.8,3681.9,2002.5,2004.9,2003.5,2004.5,461.6,731.0,478.5,581.8,24.0,123.5,51.9,115.9,5.0,83.1,31.8,86.3,2610.1,2286.1,324.0,201035.3,176440.4,24594.8,204895.1,179828.1,25067.1
Bizerte,453,351,6901.1,10142.0,2003.3,2003.7,2007.5,2007.5,732.4,1046.6,1157.1,1115.3,70.0,112.6,242.6,237.3,62.0,91.7,94.3,104.2,1309.1,946.0,363.1,98558.8,70764.1,27794.6,100451.1,72122.8,28328.3
Sousse,444,278,1903.5,2579.1,1999.8,2000.6,2000.7,2000.9,543.5,843.7,729.1,737.8,55.0,93.0,162.4,155.3,81.5,115.9,120.6,122.1,654.6,447.5,207.1,49867.3,34275.0,15592.3,50824.8,34933.1,15891.7
Sfax,443,324,5345.8,8048.2,2000.0,2000.3,2004.4,2004.8,899.6,1328.2,1404.3,1451.6,85.0,125.6,242.7,242.0,104.0,149.4,160.3,164.9,1148.9,859.0,290.0,87825.8,65928.1,21897.8,89512.1,67193.9,22318.2
Gabes,260,190,4033.0,6268.3,2001.9,2001.7,2009.5,2009.7,863.7,1302.7,1660.6,1717.6,76.5,123.6,266.0,275.0,71.0,116.4,163.0,169.4,659.3,520.6,138.7,50573.5,40070.7,10502.9,51544.5,40840.0,10704.5
Skhira,149,126,4936.3,8397.9,2007.4,2007.6,2008.9,2008.9,914.7,1182.9,1168.1,1172.3,79.0,142.0,251.5,256.6,64.0,69.4,64.8,63.9,818.3,553.0,265.4,63166.0,42658.1,20507.9,64378.8,43477.1,20901.6
Zarzis,143,106,832.3,907.2,2000.3,2000.1,2002.7,2002.9,678.3,745.5,872.6,810.0,69.0,99.4,110.4,107.2,56.0,76.3,58.9,71.9,217.5,171.2,46.4,16645.3,13134.9,3510.3,16964.8,13387.1,3577.7
Didon Terminal,74,28,1002.1,1749.5,2005.6,2005.2,2008.4,2008.5,229.3,638.5,802.4,809.8,30.5,82.5,137.4,139.5,9.0,17.7,31.8,32.7,88.6,77.8,10.8,6829.6,6003.0,826.6,6960.7,6118.2,842.5
Kelibia,55,51,327.2,534.2,1994.8,1994.8,2006.9,2007.9,551.9,614.1,866.6,1007.7,62.0,68.3,191.0,206.0,26.0,36.0,17.5,16.1,51.2,45.7,5.6,3925.0,3500.9,424.0,4000.3,3568.2,432.2
Ashtart Oil Terminal,34,34,551.1,825.0,2002.9,2002.9,2004.0,2004.4,798.5,1199.2,1012.0,984.8,64.5,113.8,240.4,240.6,14.5,37.1,45.1,48.3,111.9,83.5,28.5,8627.3,6428.7,2198.6,8792.9,6552.2,2240.8
Menzel Bourguiba,27,26,166.3,183.6,2002.1,2002.7,2001.9,2002.8,585.2,817.9,734.6,736.6,71.0,129.8,154.1,146.5,95.0,261.4,271.4,209.9,105.1,42.7,62.4,7969.2,3272.1,4697.0,8122.2,3335.0,4787.2
Al Marsa,23,20,200.8,259.6,2003.1,2003.3,2010.1,2010.8,486.7,651.4,627.9,835.1,53.0,65.4,88.4,101.5,24.0,81.7,128.4,160.7,31.8,24.8,7.0,2439.6,1911.3,528.3,2486.5,1948.0,538.5
Monastir,18,5,11.8,14.8,1985.4,1990.6,1994.3,1994.3,523.4,503.4,465.9,459.4,64.0,67.0,52.3,49.9,9.0,12.2,24.1,24.3,8.3,6.9,1.4,624.9,519.7,105.2,636.9,529.6,107.2
Tazerka Oil Terminal,16,14,352.9,565.9,1993.9,1997.8,2001.6,2002.9,785.3,1264.6,1330.3,1277.7,82.0,108.5,146.7,141.1,7.5,29.3,24.9,24.2,44.0,39.6,4.5,3400.4,3056.7,343.7,3465.7,3115.3,350.3
