Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Italy,1330,386,11265.8,6683.3,1999.2,2001.5,2000.6,2002.4,451.2,555.8,438.6,489.9,30.0,73.7,42.4,62.2,24.0,76.6,35.6,54.5,2847.8,2230.7,617.1,219100.8,171998.6,47102.2,223307.5,175301.0,48006.5
France,543,110,7517.7,4739.6,2001.3,2003.4,2003.8,2005.0,482.2,948.6,582.3,789.0,32.0,96.3,68.3,122.6,16.0,84.9,37.3,71.8,1758.2,1550.9,207.2,135254.4,119395.9,15858.4,137851.3,121688.3,16162.9
Malta,362,221,1699.6,2321.7,2001.7,2002.3,2005.1,2005.3,286.9,442.9,380.7,392.3,31.0,84.0,110.2,109.8,76.0,124.2,89.6,87.9,724.1,382.4,341.7,55138.2,29185.7,25952.5,56196.8,29746.1,26450.8
Turkey,356,283,5542.9,7470.2,2001.6,2001.5,2005.8,2004.9,1077.6,1145.3,1156.0,1187.0,104.0,126.5,124.2,133.2,82.5,133.0,116.3,133.3,931.9,696.2,235.8,71536.7,53616.1,17920.5,72910.2,54645.6,18264.6
Spain,338,257,3630.3,4708.6,2003.3,2003.9,2005.7,2006.5,793.7,944.1,787.7,855.2,80.0,103.5,101.3,111.6,55.5,95.7,84.4,98.6,720.0,543.4,176.6,55282.8,41842.0,13440.8,56344.2,42645.3,13698.9
Algeria,269,185,1253.7,1722.2,2001.4,2002.0,2004.3,2004.3,490.5,560.4,532.0,539.9,48.0,65.4,89.4,92.9,66.0,82.7,85.8,81.3,406.5,231.0,175.5,30994.1,17752.5,13241.5,31589.1,18093.4,13495.8
Libya,170,76,507.2,626.7,2000.2,1997.1,2002.5,2002.7,325.8,422.1,438.8,447.0,31.5,71.2,54.9,54.4,32.5,84.0,73.0,81.6,159.1,90.9,68.2,12107.2,6962.4,5144.9,12339.7,7096.0,5243.7
Greece,161,132,1719.6,2298.3,2000.5,2000.8,2004.9,2004.6,811.7,919.9,951.5,970.4,82.0,101.6,114.0,120.9,54.0,86.4,80.9,90.3,371.1,261.4,109.7,28468.3,20106.5,8361.7,29014.8,20492.5,8522.3
Morocco,68,35,1154.7,837.5,2007.0,2002.2,2009.9,2007.5,853.9,1163.4,908.5,1042.7,69.0,206.7,119.6,175.2,14.0,164.6,67.8,119.5,205.3,166.5,38.7,15747.6,12818.2,2929.4,16050.0,13064.3,2985.6
Egypt,58,52,992.5,1500.9,2002.3,2002.7,2006.5,2006.7,1149.9,1204.2,1182.7,1181.7,128.5,152.9,151.6,156.2,81.5,86.6,81.5,83.8,182.0,137.4,44.7,13991.1,10582.2,3408.9,14259.7,10785.4,3474.4
