Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,1083,580,5003.4,7110.7,1998.9,1999.6,2003.7,2003.6,713.5,939.1,951.3,953.6,77.0,106.6,178.2,177.1,70.0,93.5,96.5,96.9,1389.1,1051.6,337.6,105982.1,80555.3,25426.8,108017.0,82102.0,25915.0
Ferry-RoPax,702,24,9705.5,1757.4,2000.2,1998.3,2001.5,2000.6,451.8,471.9,427.8,414.0,24.0,30.5,27.9,26.5,5.0,60.6,20.1,20.0,2474.1,2181.3,292.8,190520.6,168371.1,22149.4,194178.6,171603.9,22574.7
Ro-Ro,610,28,6145.4,3591.4,1998.3,1999.9,2000.6,1999.9,478.7,845.4,518.5,514.5,34.0,69.3,50.9,51.3,18.0,31.6,24.8,26.4,1363.3,1140.3,223.0,105569.1,88299.0,17270.2,107596.1,89994.3,17601.8
Chemical tanker,360,251,6063.0,9816.2,2006.4,2007.4,2008.2,2008.3,771.5,1085.8,1014.8,1024.1,74.0,119.6,215.5,219.8,56.0,71.4,74.2,74.1,1435.2,955.9,479.3,110515.9,73640.5,36875.4,112637.8,75054.4,37583.4
Container,340,93,2028.4,2480.6,2001.0,2001.5,2002.3,2002.2,411.1,548.1,584.5,585.1,51.0,119.9,137.2,135.6,101.0,123.7,105.0,105.5,951.8,576.3,375.5,72173.1,43938.4,28234.7,73558.8,44782.0,28776.8
Bulk carrier,337,280,11614.2,18952.8,2006.2,2006.7,2009.0,2009.0,1084.3,1656.2,1721.2,1717.0,105.0,192.2,352.6,349.1,162.0,182.9,197.5,197.5,1379.7,1189.9,189.8,106363.9,91889.7,14474.2,108406.1,93653.9,14752.1
Oil tanker,132,77,4337.4,7747.9,2008.7,2008.2,2008.5,2008.5,547.0,1008.8,956.3,965.4,66.0,116.4,197.1,199.8,30.5,42.9,41.7,41.6,527.6,364.7,162.9,40745.3,28161.0,12584.3,41527.6,28701.7,12825.9
Liquefied gas tanker,122,34,1982.0,1960.9,2008.7,2009.8,2009.6,2009.8,757.1,1171.0,1662.1,1527.8,74.5,108.4,262.8,247.3,51.5,50.7,34.1,37.8,444.4,332.5,111.9,31934.6,23495.6,8439.0,32547.8,23946.7,8601.0
Service - tug,78,31,34.1,27.7,2004.5,1997.6,2005.2,2004.8,215.6,641.9,355.2,352.4,30.0,183.5,199.2,174.7,12.0,232.5,220.2,217.9,39.9,28.8,11.1,2998.2,2166.0,832.2,3055.8,2207.6,848.2
Vehicle,77,46,3403.7,1087.2,2009.0,2008.2,2010.0,2009.8,804.7,995.1,951.8,953.0,57.0,72.5,105.9,107.3,7.0,12.9,13.1,13.1,223.9,214.8,9.1,17334.2,16628.0,706.2,17667.1,16947.2,719.8
Miscellaneous - fishing,59,20,16.3,21.9,1988.2,1992.7,1987.5,1988.3,549.1,1325.5,682.1,720.3,61.0,183.0,225.3,201.4,18.0,168.0,67.9,100.8,35.6,24.2,11.4,2672.7,1814.1,858.6,2724.0,1848.9,875.1
Refrigerated bulk,29,20,767.5,864.9,1994.3,1993.3,1992.5,1992.5,1395.6,4028.4,4105.3,4155.9,138.0,322.1,476.6,474.0,57.0,67.0,78.4,78.0,330.7,293.8,36.9,25196.1,22419.8,2776.3,25679.9,22850.3,2829.6
Service - other,17,9,27.0,18.7,1988.2,1998.9,1996.7,1982.2,1223.5,1280.3,1048.5,897.4,125.0,142.1,150.4,175.7,11.0,24.7,42.0,65.7,18.2,16.5,1.8,1369.3,1235.9,133.4,1395.6,1259.6,135.9
Offshore,16,14,45.9,44.5,2010.8,2011.1,2011.6,2011.6,571.5,1068.3,868.7,951.2,43.5,164.2,353.5,399.7,128.0,289.0,371.0,421.6,31.6,20.0,11.5,2381.8,1514.2,867.6,2427.5,1543.3,884.3
Ferry-pax only,2,2,0.1,0.0,2000.0,2000.0,2009.2,2010.9,153.1,153.1,151.7,207.7,24.0,24.0,25.5,25.8,261.5,261.5,92.5,61.0,0.9,0.1,0.8,66.1,5.7,60.4,67.4,5.8,61.6
