Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Rades,1001,274,11486.4,8460.6,2000.5,2005.4,2003.2,2004.5,477.0,803.3,617.5,689.2,33.0,77.9,71.8,98.4,12.0,38.5,28.4,35.4,2123.9,1742.1,381.8,163840.3,134609.3,29231.0,166986.0,137193.8,29792.2
La Goulette,746,114,12875.5,3718.7,2002.4,2004.5,2002.7,2003.6,465.3,733.9,556.0,618.2,23.0,63.2,40.5,68.6,7.0,34.1,36.9,48.8,2972.0,2308.6,663.4,229128.5,178283.2,50845.2,233527.7,181706.3,51821.5
Bizerte,441,328,5267.4,8022.8,2003.2,2003.5,2006.5,2006.6,754.0,896.9,827.6,817.8,81.0,118.0,157.0,160.4,28.0,63.7,66.9,67.4,965.8,732.0,233.7,73889.7,56022.1,17867.6,75308.4,57097.7,18210.6
Sfax,428,302,3685.4,5592.4,2000.2,2000.9,2003.6,2003.8,787.1,961.8,942.8,983.1,84.0,134.9,236.9,250.0,27.0,62.6,73.6,73.5,759.4,604.9,154.5,58043.8,46371.6,11672.1,59158.2,47262.0,11896.2
Sousse,413,259,2014.5,2825.4,2000.1,2000.8,2002.2,2002.2,768.0,899.6,830.5,854.9,81.0,122.5,156.9,150.7,34.0,55.8,59.2,61.3,540.8,428.2,112.5,41305.4,32784.8,8520.5,42098.4,33414.3,8684.1
Gabes,280,209,2887.0,4437.4,2000.8,2000.6,2007.4,2007.6,1025.2,1120.3,1180.4,1212.0,99.0,130.6,182.4,189.5,25.5,66.1,69.4,69.9,506.4,424.6,81.8,38757.4,32592.2,6165.2,39501.6,33218.0,6283.6
Zarzis,199,142,1742.7,2296.4,2000.3,1999.9,2003.5,2003.8,969.4,1225.2,1231.9,1224.2,105.0,144.5,205.3,212.1,42.0,89.1,58.4,61.3,436.3,368.7,67.6,33411.8,28275.5,5136.3,34053.3,28818.4,5234.9
Skhira,139,118,5593.6,9606.4,2007.3,2007.6,2009.3,2009.3,922.4,1473.6,1494.4,1525.8,84.0,138.4,287.8,290.3,39.0,47.1,47.4,47.4,776.9,626.7,150.1,60036.8,48462.3,11574.5,61189.5,49392.8,11796.7
Didon Terminal,67,25,980.5,1749.7,2004.7,2005.2,2007.3,2007.4,622.6,816.3,798.2,818.3,106.0,132.1,104.3,95.4,12.0,193.5,94.4,88.5,162.8,91.5,71.4,12536.4,7025.3,5511.0,12777.1,7160.2,5616.9
Kelibia,48,43,447.1,603.6,1995.0,1995.7,2003.8,2004.4,627.2,990.3,1287.4,1242.6,76.5,113.1,162.3,160.6,38.0,59.0,61.3,71.4,80.0,69.4,10.6,6138.0,5331.4,806.7,6255.9,5433.7,822.2
Ashtart Oil Terminal,38,37,519.7,839.4,2005.6,2005.5,2006.3,2006.0,1054.2,1014.0,925.5,921.5,102.5,98.1,95.8,93.8,31.5,48.6,36.8,35.5,84.1,66.1,18.0,6476.0,5098.8,1377.1,6600.3,5196.7,1403.6
Menzel Bourguiba,29,29,171.5,211.5,2002.9,2002.9,2004.7,2004.9,521.7,735.2,693.4,741.6,54.0,88.4,68.1,74.0,36.0,65.9,57.8,63.6,45.8,33.4,12.3,3499.0,2562.9,936.1,3566.2,2612.1,954.1
Al Hammamat,18,11,147.4,191.9,1996.9,1996.8,1990.6,1989.4,511.2,1208.6,1803.5,1888.2,47.5,261.9,220.8,222.6,43.5,90.2,22.3,19.2,36.3,29.9,6.4,2764.6,2280.0,484.6,2817.7,2323.8,494.0
Monastir,17,7,35.1,45.8,1988.4,1991.0,1996.8,1996.6,481.7,1026.1,1296.6,1337.0,49.0,86.1,126.4,129.0,35.0,84.4,71.1,74.0,14.1,9.4,4.7,1068.1,714.6,353.5,1088.6,728.3,360.3
Al Marsa,15,15,230.2,333.5,2002.3,2002.3,2011.2,2012.8,884.8,987.2,1374.2,1911.4,89.0,96.9,260.2,303.6,24.0,40.8,102.0,120.1,33.5,28.9,4.6,2572.1,2223.0,349.0,2621.5,2265.7,355.8
Tazerka Oil Terminal,14,12,123.7,212.1,1994.8,1999.4,2010.1,2010.3,458.9,712.5,615.9,606.7,58.0,70.4,121.6,121.9,28.5,56.3,21.8,21.8,16.7,12.6,4.2,1286.1,968.0,318.1,1310.8,986.6,324.2
Soliman,14,13,83.5,118.4,1998.5,1998.6,2000.2,2000.5,1040.1,915.4,941.0,983.3,107.0,88.9,102.5,103.0,48.0,53.9,58.1,57.1,15.8,12.8,3.0,1206.2,977.5,228.7,1229.3,996.3,233.1
Mahdia,13,6,11.4,16.9,1992.6,1991.2,1989.6,1989.3,311.2,339.3,843.1,905.3,46.0,57.8,266.2,272.5,21.0,23.2,12.9,12.8,6.5,5.4,1.0,485.1,407.5,77.7,494.4,415.3,79.2
Tabarka,13,13,74.3,105.0,2002.9,2002.9,2007.9,2008.1,395.3,501.8,628.6,659.3,30.0,44.8,64.8,66.5,11.0,25.5,30.5,32.8,13.7,10.3,3.3,1048.9,795.2,253.6,1069.0,810.5,258.5
Borj Cedria,9,9,31.7,43.3,1993.3,1993.3,1995.3,1997.0,817.3,937.5,869.4,832.2,96.0,144.8,180.9,180.1,28.0,31.4,29.4,28.9,10.5,9.5,1.0,795.4,718.8,76.6,810.7,732.6,78.1
Tebourba,8,3,1.2,1.1,1984.8,1990.7,1990.4,1988.9,515.1,585.2,574.1,558.7,54.5,57.7,60.1,56.4,81.0,85.3,97.2,98.0,4.3,2.9,1.5,324.2,214.1,110.1,330.4,218.2,112.2
Jarjis,7,7,175.6,206.6,2002.0,2002.0,2011.5,2009.8,421.3,757.3,572.8,443.0,73.0,157.4,74.2,70.8,32.0,51.7,27.7,29.8,22.5,14.2,8.2,1732.8,1096.2,636.5,1766.0,1117.3,648.8
Tunis,3,3,186.3,202.2,2000.3,2000.3,2010.9,2010.8,1600.8,1194.1,1501.3,1492.6,110.0,450.7,111.3,115.0,25.0,79.0,16.4,17.1,20.7,20.1,0.7,1599.1,1549.2,49.9,1629.8,1579.0,50.9
Ksibet El Mediouni,3,3,35.7,39.8,1995.0,1995.0,2006.4,2006.2,241.0,343.9,612.2,588.6,42.0,38.3,41.6,41.5,15.0,17.0,15.3,15.4,8.5,6.8,1.7,656.5,523.1,133.4,669.1,533.2,135.9
