Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,3223,619,4852.0,6748.7,1998.4,2000.8,2002.9,2002.7,266.0,364.4,435.5,427.3,26.0,36.8,75.1,74.7,18.0,32.8,52.0,42.6,1421.7,1116.5,305.1,106818.8,83860.9,22957.9,108869.7,85471.1,23398.7
Chemical tanker,1935,249,4083.8,6032.9,2006.3,2006.0,2006.9,2006.8,185.0,304.4,336.2,338.8,27.0,35.2,60.0,60.1,13.0,17.3,21.3,21.4,1791.0,1305.9,485.1,133157.3,96706.8,36450.6,135713.9,98563.5,37150.4
Oil tanker,1168,59,1395.3,2242.7,2001.1,2005.8,2001.1,1999.9,128.6,261.4,300.3,304.5,21.0,38.4,53.2,52.4,12.0,32.9,112.3,137.5,684.8,383.0,301.7,51453.5,28785.2,22668.3,52441.5,29337.9,23103.6
Ferry-pax only,947,42,192.5,32.6,1976.9,1977.4,1990.3,1984.4,274.8,1128.5,675.6,654.4,38.0,352.4,1013.5,1430.7,22.0,58.9,238.6,186.8,514.5,375.7,138.7,38626.4,28211.8,10414.7,39368.1,28753.4,10614.6
Service - tug,946,52,307.8,196.2,1998.0,1991.7,2001.9,1997.5,148.2,443.5,486.4,555.6,48.0,189.6,334.4,425.6,24.5,104.3,202.9,333.2,551.9,409.9,142.0,41436.1,30776.5,10659.7,42231.7,31367.4,10864.3
Bulk carrier,902,71,2353.4,3494.7,1988.5,2006.8,1998.6,2001.4,237.0,496.2,436.9,450.9,24.0,56.8,67.7,70.3,14.0,78.2,60.8,66.1,585.6,486.9,98.7,43265.9,35849.9,7416.0,44096.6,36538.2,7558.4
Ferry-RoPax,857,30,17146.0,3009.5,1996.9,1989.2,2002.5,2002.1,466.3,2086.1,625.5,598.1,39.0,533.8,308.5,335.7,9.0,288.8,16.4,25.5,4314.4,3571.1,743.3,320345.4,265004.7,55340.7,326496.0,270092.7,56403.3
Service - other,849,41,751.6,309.0,1996.3,1992.8,1989.3,1990.2,183.5,456.6,427.8,417.7,29.0,199.6,174.7,184.2,21.0,79.7,299.9,274.2,597.0,383.8,213.2,44810.2,28801.3,16008.9,45670.5,29354.3,16316.2
Container,571,59,1799.1,2104.4,2004.5,2004.2,2005.4,2005.5,159.9,227.6,261.9,258.9,14.0,21.2,36.0,35.7,11.0,14.4,15.0,14.6,479.4,382.5,96.9,35999.7,28720.9,7278.8,36690.9,29272.3,7418.6
Miscellaneous - fishing,433,47,111.2,104.8,1988.1,1988.6,1994.5,1999.0,224.5,483.8,507.7,509.0,39.0,114.2,282.7,194.0,17.0,51.5,279.1,353.4,241.9,162.4,79.5,18162.2,12191.0,5971.2,18510.9,12425.1,6085.8
Ro-Ro,412,12,3537.6,2132.7,1995.9,1994.0,1996.7,1996.7,386.2,499.0,548.6,537.7,31.0,37.3,60.8,59.6,5.0,14.3,8.9,9.4,846.1,785.0,61.1,63525.3,58939.3,4586.0,64744.9,60070.9,4674.0
Liquefied gas tanker,169,29,217.3,241.9,2004.1,2006.6,2003.4,2003.3,325.6,227.5,298.2,302.4,31.0,22.8,42.5,42.7,14.0,20.6,22.0,22.0,121.2,73.8,47.4,9136.8,5558.3,3578.5,9312.3,5665.1,3647.2
Offshore,128,15,36.3,22.8,1995.5,2005.3,1995.6,1996.9,169.9,467.9,336.7,299.3,42.5,94.4,286.1,269.2,19.5,138.0,279.7,302.0,133.4,79.1,54.2,10013.2,5942.0,4071.2,10205.4,6056.1,4149.3
Cruise,47,25,639.9,71.6,1991.3,1989.2,1997.8,1995.2,211.9,281.0,348.4,327.6,16.0,37.0,41.6,38.6,8.0,9.1,10.8,11.0,156.3,131.4,24.9,11735.9,9867.2,1868.8,11961.3,10056.6,1904.6
Vehicle,25,18,143.5,46.5,2003.6,2004.2,2005.0,2004.6,148.8,269.3,226.7,226.8,14.0,22.8,33.1,32.8,13.0,24.1,22.4,22.6,21.0,14.2,6.8,1574.7,1065.1,509.6,1604.9,1085.5,519.4
Refrigerated bulk,3,3,13.0,12.7,1985.7,1985.7,1987.3,1987.3,234.0,396.7,469.6,451.2,17.0,25.7,45.9,45.5,11.0,20.7,38.7,38.3,4.0,2.3,1.7,298.5,170.1,128.4,304.3,173.4,130.9
