Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Goteborg,746,110,718.5,1005.1,2003.2,2005.0,2006.2,2006.3,78.2,187.2,229.6,240.3,20.0,44.9,62.4,64.2,18.0,22.9,24.9,24.4,467.7,296.5,171.3,34877.7,22018.9,12858.8,35547.4,22441.7,13105.7
Brofjorden,493,101,832.4,1230.3,2006.7,2007.4,2007.8,2007.8,143.1,206.4,255.0,254.0,24.0,38.0,66.7,64.9,13.0,19.9,21.2,20.9,403.2,272.6,130.6,30048.7,20199.5,9849.2,30625.6,20587.3,10038.3
Goteborg Fiskhamnen,491,43,8609.2,1773.0,1999.5,1991.5,2001.8,2001.7,466.6,206.0,467.0,455.3,40.0,141.3,39.7,39.9,8.0,41.6,9.3,9.2,1124.5,1042.8,81.6,82297.8,76167.6,6130.2,83877.9,77630.0,6247.9
Norrkoping,447,173,806.3,1013.3,1994.4,2000.5,2000.4,2001.6,216.8,336.0,307.4,313.5,21.0,38.3,43.7,44.1,14.0,62.8,26.4,25.3,321.4,240.4,81.0,24057.8,17974.7,6083.1,24519.7,18319.8,6199.9
Aspero,432,119,557.7,402.7,2000.6,2000.6,2002.4,2003.4,76.3,218.5,309.4,234.8,17.0,39.8,61.6,68.8,5.0,20.0,14.1,16.6,213.2,153.9,59.3,15977.5,11526.7,4450.8,16284.3,11748.0,4536.3
Malmo,317,117,830.6,731.6,1999.7,2001.1,1997.8,1999.8,190.3,272.2,427.0,345.6,29.0,56.9,71.6,75.1,10.0,43.4,10.7,15.6,265.1,225.6,39.4,19726.5,16770.2,2956.3,20105.3,17092.2,3013.0
Helsingborg,294,108,375.1,455.3,2002.2,2001.1,2003.6,2004.3,139.6,256.1,264.8,261.1,21.5,41.0,68.7,65.2,17.0,56.4,93.0,53.0,177.3,131.6,45.6,13264.8,9837.9,3426.9,13519.5,10026.8,3492.7
Slite,292,55,483.2,608.4,1990.2,1997.9,1992.3,1993.6,304.4,477.7,385.1,369.8,24.0,86.2,58.6,45.6,14.0,35.8,68.7,53.8,163.2,129.3,33.9,11959.0,9411.4,2547.6,12188.6,9592.1,2596.5
Oxelosund,272,80,889.3,910.2,1996.7,2001.1,2001.4,2003.8,373.6,346.1,417.0,431.1,33.0,52.6,45.1,49.0,17.0,34.6,23.9,32.0,231.3,203.1,28.2,17305.9,15190.9,2114.9,17638.1,15482.6,2155.5
Stockholm,257,101,1115.7,358.3,1991.6,1995.8,2005.9,2005.1,187.5,415.9,433.3,313.3,30.0,81.5,127.4,75.8,15.0,59.3,33.8,26.9,307.0,245.9,61.1,22346.7,17759.1,4587.6,22775.8,18100.1,4675.7
Visby,247,67,1987.1,431.4,1999.1,1996.2,2003.1,2003.6,348.5,362.2,565.5,481.2,17.0,39.9,50.7,52.4,14.0,19.6,48.9,34.2,779.2,383.9,395.2,58501.0,28826.9,29674.1,59624.2,29380.3,30243.9
Donso,212,23,32.3,10.5,1995.7,1989.1,1996.4,1997.2,256.5,399.0,355.1,176.1,47.0,191.9,259.6,177.6,31.0,28.9,92.9,61.8,103.8,67.9,35.9,7793.0,5100.5,2692.4,7942.6,5198.5,2744.1
Nynashamn,211,44,2755.1,899.6,1998.7,2000.3,2003.4,2004.9,290.3,399.2,1193.0,693.9,36.0,50.4,324.1,183.8,13.0,26.6,9.8,26.8,1096.8,1012.1,84.7,82350.5,75991.3,6359.2,83931.6,77450.3,6481.3
Saltholmen,193,20,22.5,7.7,1993.6,1984.8,1998.3,2001.2,225.0,489.6,267.6,129.6,33.0,266.0,360.8,199.1,21.0,42.8,29.4,17.1,63.2,49.4,13.8,4748.7,3709.5,1039.2,4839.8,3780.7,1059.2
Karlshamn,191,88,339.9,488.1,2001.6,2002.1,2006.2,2006.4,304.0,354.7,366.8,369.7,27.0,33.0,43.2,42.8,14.0,33.9,48.0,51.9,115.6,78.7,36.9,8658.1,5890.6,2767.5,8824.4,6003.7,2820.7
Foto,191,157,899.7,1395.6,2005.9,2005.8,2008.5,2008.8,455.4,469.8,420.7,408.3,43.0,46.0,69.3,69.2,3.0,11.5,12.8,13.6,196.0,179.6,16.4,14711.7,13483.5,1228.2,14994.2,13742.4,1251.8
Sandvik (Styrso),182,76,289.0,428.3,2000.6,2003.0,2008.3,2008.7,77.4,357.0,347.5,353.0,20.5,57.9,68.6,67.1,4.0,13.8,30.5,36.1,110.7,78.3,32.4,8312.1,5879.9,2432.2,8471.7,5992.8,2478.9
Trollhattan,173,69,68.7,106.5,1984.0,1995.1,1999.8,2000.6,64.5,162.0,198.1,198.3,10.0,28.2,56.1,56.3,0.0,0.7,6.2,5.6,22.7,20.3,2.4,1715.2,1532.5,182.7,1748.1,1561.9,186.2
Lulea,166,79,897.6,1258.1,1995.6,2002.7,1999.2,2003.3,549.4,606.4,673.8,652.5,54.0,62.1,104.0,89.9,20.0,46.0,75.4,76.8,245.3,196.7,48.6,18288.7,14639.0,3649.7,18639.8,14920.1,3719.8
Vasteras,161,73,184.8,273.1,2000.1,1998.7,2004.2,2004.7,179.9,247.2,307.8,322.3,18.0,27.0,44.6,45.5,15.0,30.3,17.7,17.4,84.6,69.8,14.7,6367.4,5259.0,1108.4,6489.6,5360.0,1129.7
Haraholmen,158,73,939.5,958.2,2001.9,2002.3,2003.5,2006.1,528.7,634.1,717.5,730.2,36.5,172.1,109.9,100.6,35.5,83.8,184.5,94.3,349.3,267.8,81.5,25879.9,19760.0,6119.9,26376.8,20139.4,6237.4
Arsta/Stockholm,145,8,109.6,126.7,1974.6,1960.4,1976.0,1976.1,169.9,248.2,214.8,214.3,17.0,82.4,49.9,46.9,14.0,17.3,16.4,16.6,57.7,51.8,5.9,4335.8,3894.8,441.0,4419.0,3969.6,449.4
Umea Hamn,144,42,1121.4,736.7,1995.2,1996.6,1996.4,1997.5,400.7,437.9,522.0,507.3,32.0,60.1,42.7,44.3,7.0,57.4,16.2,28.2,257.1,239.6,17.6,19306.9,17988.6,1318.3,19677.6,18334.0,1343.7
