Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Trelleborg,3642,83,13851.2,3695.4,1993.9,1998.0,1994.5,1994.9,100.0,391.0,128.7,144.2,8.0,47.6,21.1,28.9,1.0,107.3,6.7,12.7,3214.5,2796.5,418.0,241364.3,209978.8,31385.5,245998.5,214010.4,31988.1
Stockholm,2880,179,31522.1,4330.8,1998.3,2002.5,2000.2,2002.2,243.8,439.9,250.6,294.8,17.0,41.3,31.7,48.5,6.0,22.6,9.3,13.1,5705.6,5017.0,688.7,425291.8,375236.6,50055.3,433457.4,382441.1,51016.3
Malmo,1665,314,11729.3,5643.9,2000.7,2002.8,2005.3,2006.1,142.2,519.3,258.2,339.6,11.0,58.3,86.0,132.3,3.0,36.1,19.2,32.1,2201.8,1942.7,259.1,163773.9,144294.1,19479.8,166918.3,147064.5,19853.8
Ystad,1463,59,7191.7,1949.1,1992.7,1992.9,1994.0,1994.4,99.3,332.3,227.1,226.9,8.0,40.4,143.3,136.9,3.0,69.3,29.7,27.4,1637.7,1308.4,329.4,122966.5,98236.9,24729.6,125327.4,100123.1,25204.4
Foto,1414,1009,44240.1,70915.0,2006.5,2006.7,2009.4,2009.5,786.9,1517.3,1672.7,1664.8,74.5,145.5,359.9,356.4,39.0,84.4,93.2,93.4,6212.9,5184.9,1028.1,470865.8,393228.5,77637.3,479906.4,400778.5,79128.0
Langedrag,1318,117,15612.0,9624.6,2003.7,2006.2,2003.8,2004.7,533.9,399.6,423.4,371.6,35.0,37.6,36.2,36.5,7.0,17.1,12.7,14.7,2963.7,2736.8,226.9,222597.9,205458.2,17139.6,226871.8,209403.0,17468.7
Goteborg,1188,351,12521.0,13636.9,2005.2,2006.7,2007.4,2007.5,474.3,799.5,812.1,850.7,41.0,80.4,211.6,191.0,17.0,34.1,37.0,46.4,2420.2,1938.6,481.6,180610.8,144173.0,36437.8,184078.5,146941.1,37137.4
Kapellskar,1182,9,5439.8,1481.7,1999.3,1995.1,1998.0,1998.2,127.3,236.9,155.0,157.1,10.0,24.4,72.0,42.8,2.0,57.4,6.6,7.4,1084.9,941.4,143.6,81458.6,70679.1,10779.5,83022.6,72036.1,10986.5
Nynashamn,1077,93,6063.8,2820.2,2001.2,2000.6,2002.0,2004.4,214.4,526.7,242.7,338.3,14.0,75.3,43.6,112.5,5.0,154.8,19.3,42.4,1554.9,1248.1,306.7,116594.8,93545.5,23049.3,118833.4,95341.5,23491.9
Karlshamn,938,218,4049.6,2816.9,2001.2,2001.0,2003.1,2005.4,232.3,550.0,335.1,435.4,18.0,59.1,47.2,75.3,13.0,39.0,31.8,41.0,1068.9,801.9,267.0,80303.5,60248.4,20055.1,81845.3,61405.2,20440.2
Karlskrona,810,39,5698.6,1058.1,1994.6,1996.7,1992.4,1996.6,168.4,643.7,240.6,248.2,12.0,83.6,19.6,30.9,1.0,61.7,20.2,33.3,1179.2,884.6,294.5,88505.9,66399.8,22106.2,90205.3,67674.6,22530.6
Helsingborg,762,274,2049.3,2531.6,2002.6,2001.0,2004.3,2004.4,302.9,521.8,411.1,404.6,33.0,60.8,82.7,81.1,15.0,31.2,27.0,26.7,682.5,575.9,106.7,51320.4,43311.3,8009.1,52305.8,44142.9,8162.9
Aspero,757,246,6602.2,3820.0,2003.1,2003.0,2004.2,2004.6,495.9,594.6,463.6,495.6,30.0,67.2,55.0,86.7,10.0,38.6,20.9,28.1,1394.3,1220.2,174.1,104560.1,91461.1,13098.9,106567.6,93217.2,13350.4
Norrkoping,643,321,4185.9,5100.4,1999.8,2001.2,1999.9,2000.7,485.9,607.5,843.0,826.4,53.0,65.9,109.6,112.8,19.0,40.6,27.3,28.5,1004.9,887.4,117.6,75590.9,66761.6,8829.3,77042.2,68043.4,8998.8
Brofjorden,640,255,11442.7,19085.9,2008.0,2008.5,2009.0,2008.8,513.6,918.9,912.8,930.0,46.5,96.9,181.2,184.1,22.0,43.2,42.2,42.3,1985.4,1453.2,532.2,148920.0,108727.5,40192.5,151779.2,110815.1,40964.2
Varberg,519,133,1725.4,1875.5,1999.1,2002.2,2000.7,2004.9,570.5,628.1,744.4,733.3,55.0,66.4,104.0,127.1,20.0,35.8,42.5,31.9,446.5,367.4,79.1,33622.1,27674.3,5947.7,34267.6,28205.7,6061.9
Stenungsund,496,205,3023.3,3642.0,2003.4,2003.4,2010.2,2009.4,488.0,533.3,754.7,728.1,47.0,61.3,166.3,163.4,21.0,34.7,47.2,46.3,786.6,596.9,189.8,57556.6,43337.3,14219.3,58661.6,44169.4,14492.3
Oxelosund,451,195,1841.1,2781.7,2001.6,2003.0,2006.9,2007.4,537.2,616.9,710.8,739.3,60.0,72.7,142.7,153.9,24.0,43.8,39.9,40.7,458.1,398.0,60.1,34413.8,29898.7,4515.1,35074.6,30472.7,4601.8
Sandvik (Styrso),383,327,8958.5,14493.5,2005.1,2005.5,2009.7,2009.9,660.8,1387.0,1641.9,1686.2,63.0,142.4,369.4,374.3,35.0,71.7,93.3,92.3,1388.3,1184.6,203.8,105436.2,90153.9,15282.4,107460.6,91884.8,15575.8
Halmstad,350,189,1272.1,1665.3,2001.1,2002.1,2006.5,2008.0,344.2,539.1,604.6,710.5,34.0,66.0,239.0,288.1,20.0,48.0,95.6,116.1,276.9,230.7,46.2,20865.8,17394.8,3471.0,21266.4,17728.8,3537.6
Husum,349,127,1636.8,1667.7,1997.9,2000.0,1995.7,1998.0,525.4,561.3,618.5,595.8,54.0,72.3,162.7,190.4,25.0,32.8,28.8,34.8,371.6,329.4,42.2,27913.7,24744.6,3169.1,28449.6,25219.7,3230.0
Bergs Oljehamn,338,74,3769.7,861.0,2002.0,2003.3,2001.8,2003.9,233.1,414.2,303.9,357.7,13.0,57.6,52.3,70.3,3.5,31.6,12.6,22.5,651.6,524.3,127.3,48007.6,38768.4,9239.1,48929.3,39512.8,9416.5
Solvesborg,338,161,226.9,329.9,1995.0,1999.1,2001.5,2001.5,224.6,332.2,336.4,335.5,26.0,41.5,52.0,52.3,17.5,31.8,32.0,31.8,82.4,67.8,14.7,6188.2,5087.7,1100.5,6307.1,5185.4,1121.7
Landskrona,290,198,549.5,623.6,1997.9,1998.3,2001.7,2002.6,326.3,399.7,525.0,493.3,39.0,63.6,88.8,89.1,25.0,43.9,78.0,58.4,220.9,161.6,59.3,16635.9,12183.7,4452.1,16955.3,12417.6,4537.6
