Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Ferry-RoPax,11895,79,74611.1,14187.2,1995.8,1994.6,1996.2,1996.4,139.4,524.1,194.1,182.4,10.0,63.5,53.5,52.0,2.0,57.7,14.4,14.2,15235.7,12649.0,2586.7,1139450.1,947386.4,192063.8,1161327.6,965576.2,195751.4
General cargo,8161,1304,23193.4,32860.1,1999.8,2001.5,2004.2,2004.3,429.9,719.9,762.8,765.7,46.0,77.4,183.6,183.5,26.0,48.8,65.0,64.5,6357.8,5581.9,775.9,479727.1,421417.0,58310.0,488937.8,429508.2,59429.6
Chemical tanker,3176,630,25137.1,39547.9,2005.7,2007.4,2008.6,2008.6,472.0,919.4,839.9,868.8,46.0,92.6,185.7,192.3,20.0,35.3,44.0,44.6,6448.0,4978.9,1469.1,483305.2,372509.4,110795.8,492584.7,379661.6,112923.1
Ro-Ro,1633,55,23304.0,11625.4,1999.8,2000.6,2001.0,2000.4,537.9,606.8,571.9,592.4,34.0,46.0,45.4,49.6,7.0,17.4,17.5,19.2,4600.9,4172.1,428.7,345670.3,313347.6,32322.7,352307.2,319363.9,32943.3
Container,1552,165,12105.6,14092.1,2005.5,2006.5,2006.0,2005.9,428.2,446.4,425.7,441.1,38.0,39.7,66.7,66.9,13.0,30.3,21.9,21.9,2727.6,2396.7,330.9,204905.8,180050.8,24855.0,208840.0,183507.7,25332.2
Oil tanker,1062,296,25924.4,46084.7,2004.0,2007.6,2005.9,2005.5,300.5,1145.6,1026.0,1043.8,35.5,123.2,251.7,252.9,17.0,72.4,381.4,444.7,4234.4,2660.0,1574.3,320778.0,201615.0,119163.1,326937.0,205486.0,121451.0
Bulk carrier,793,483,31167.6,53317.8,2007.2,2009.0,2010.8,2010.9,621.5,1880.0,1783.6,1790.5,63.0,186.4,403.8,404.3,46.0,99.5,111.1,111.1,3257.0,2980.1,276.9,248629.1,227642.4,20986.7,253402.8,232013.1,21389.7
Service - tug,673,102,116.2,58.7,1990.0,1991.0,1992.2,1993.6,150.8,361.4,245.1,263.9,27.0,124.1,92.4,93.4,17.0,136.1,159.5,268.5,264.7,201.4,63.2,19872.1,15123.2,4748.9,20253.7,15413.6,4840.1
Cruise,671,87,10301.6,1061.8,2002.6,1996.6,2007.2,2005.7,167.7,396.3,314.7,300.0,15.0,34.7,36.1,34.9,6.0,13.0,9.8,9.8,2424.4,2108.5,315.9,182050.1,158318.2,23731.9,185545.5,161357.9,24187.6
Vehicle,653,141,13944.0,4849.3,2004.1,2006.6,2007.0,2006.9,514.1,783.4,649.3,645.4,37.0,57.3,150.5,148.8,12.0,26.5,22.9,23.2,1319.2,1176.1,143.1,97645.0,86877.0,10768.0,99519.8,88545.0,10974.7
Liquefied gas tanker,640,105,7312.9,6967.8,2006.0,2009.1,2010.8,2010.5,513.7,1075.4,1152.3,1075.8,47.0,94.8,330.7,318.0,20.0,42.2,46.1,48.4,1476.7,1135.8,340.9,106705.9,81197.0,25508.9,108754.7,82756.0,25998.7
Miscellaneous - fishing,519,89,318.2,237.5,1989.7,1987.6,1993.0,1997.0,259.3,1117.1,1067.4,879.8,43.0,137.1,544.3,400.6,12.0,296.3,669.2,444.5,365.7,217.6,148.1,27478.2,16346.9,11131.3,28005.8,16660.8,11345.0
Service - other,179,76,298.9,213.8,1993.1,1992.5,1998.6,2000.6,293.6,747.5,582.3,586.1,40.0,188.0,155.2,150.9,28.0,397.8,255.9,272.5,239.6,149.3,90.3,17814.0,11061.0,6753.0,18156.1,11273.4,6882.7
Offshore,101,46,184.5,152.5,2002.3,2002.7,2009.4,2008.6,188.2,625.2,449.8,505.6,36.0,113.1,166.3,216.6,39.0,170.1,318.2,426.5,131.6,87.0,44.6,9861.2,6528.5,3332.7,10050.5,6653.8,3396.7
Refrigerated bulk,62,42,1346.8,1392.2,1995.0,1994.4,1999.3,1999.0,639.3,2195.9,2664.2,2651.2,53.5,148.9,369.2,367.6,35.5,79.0,63.1,64.7,576.1,468.5,107.7,43773.2,35688.5,8084.6,44613.6,36373.7,8239.9
Ferry-pax only,15,9,1.7,0.5,1961.8,1964.1,1978.4,1959.0,307.1,559.5,563.5,302.4,99.0,137.0,354.2,306.7,67.0,284.1,234.1,193.8,13.6,6.1,7.5,1023.6,459.6,564.0,1043.2,468.4,574.8
Other liquids tankers,3,1,288.4,409.6,2016.0,2016.0,2016.0,2016.0,3755.6,3755.6,3483.0,3483.0,310.0,310.0,490.9,490.9,60.0,60.0,87.0,87.0,30.7,26.7,4.0,2357.2,2052.8,304.4,2402.5,2092.2,310.3
