Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Germany,5779,762,30376.1,16475.2,1998.3,2002.1,2000.9,2003.1,135.6,449.8,202.6,316.3,10.0,62.6,41.9,69.5,2.0,39.6,18.8,27.1,6729.7,5872.6,857.1,505231.0,440807.8,64423.2,514931.5,449271.3,65660.1
Finland,5477,761,34597.3,13472.2,1998.9,2002.6,1999.4,2003.7,189.9,478.4,235.8,366.0,17.0,53.4,66.5,74.4,6.0,68.8,18.2,39.8,7203.7,6058.8,1144.9,533643.3,449866.5,83776.8,543889.2,458504.0,85385.3
Poland,4419,531,21623.1,8281.1,1993.4,1999.6,1993.9,1998.3,167.3,400.5,238.6,285.3,12.0,45.5,67.1,66.5,5.0,75.8,24.4,40.7,5216.5,4041.7,1174.8,391605.1,303397.2,88207.9,399123.9,309222.5,89901.5
Denmark,3509,1001,11902.8,9472.0,1998.6,2001.0,2004.7,2006.6,156.4,359.0,322.7,263.2,19.0,47.7,50.9,63.1,12.0,48.8,46.2,40.4,3465.1,2165.3,1299.8,260091.8,162503.1,97588.7,265085.5,165623.1,99462.4
Estonia,1973,530,12187.1,7280.0,2000.8,2001.8,2003.9,2005.6,263.3,488.7,306.5,446.7,22.0,54.2,37.4,66.1,8.0,67.6,18.7,35.3,2447.8,1996.0,451.8,183777.7,149854.2,33923.6,187306.3,152731.4,34574.9
Latvia,1728,490,9221.9,6022.4,2002.6,2001.2,2002.4,2006.4,264.8,483.5,320.3,453.1,22.0,45.0,84.1,76.6,13.0,38.2,25.7,55.2,1779.4,1445.6,333.8,133599.5,108521.8,25077.7,136164.6,110605.4,25559.2
Norway,1641,568,6734.5,7804.8,1999.6,2000.4,2004.5,2006.7,262.5,412.4,426.3,452.7,27.0,54.7,107.0,109.5,16.0,38.0,42.7,43.2,2045.1,1459.3,585.8,151180.9,107272.9,43907.9,154083.5,109332.5,44751.0
United Kingdom of Great Britain and Northern Ireland,1565,531,14256.6,13768.9,2002.9,2004.9,2004.8,2005.8,696.3,844.6,698.8,774.1,73.0,94.4,77.8,96.4,23.0,43.1,31.4,43.4,3141.1,2697.5,443.6,235789.3,202332.7,33456.6,240316.4,206217.5,34099.0
Belgium,1251,289,17726.5,10317.0,2003.0,2004.6,2004.0,2004.8,552.0,765.3,582.8,622.2,37.0,77.0,52.7,76.1,7.0,33.4,15.6,19.1,3153.5,2927.8,225.7,236455.2,219396.9,17058.3,240995.2,223609.3,17385.8
Russian Federation,1167,695,14457.1,22329.8,2002.3,2003.5,2008.5,2008.6,563.5,692.0,861.4,871.7,61.0,78.3,118.2,124.7,40.0,70.6,66.3,68.1,2299.3,1706.1,593.2,171570.1,126981.1,44589.0,174864.2,129419.1,45445.1
Netherlands,1081,543,8342.6,10919.5,2004.4,2005.0,2006.0,2006.5,571.4,731.6,753.7,766.2,68.0,90.0,130.4,142.6,23.0,37.3,37.1,41.2,2128.0,1773.7,354.3,159395.5,132643.2,26752.3,162455.8,135189.9,27265.9
Lithuania,910,341,4466.6,3041.6,1999.6,2001.1,2002.9,2004.7,237.6,367.9,331.8,400.8,21.0,52.4,40.5,60.6,15.0,51.1,38.5,62.6,1131.3,800.4,330.8,84844.2,60005.2,24839.0,86473.2,61157.3,25315.9
Spain,249,191,5141.8,8267.5,2007.4,2007.4,2008.6,2008.6,1916.8,1912.0,2038.3,2047.9,183.0,187.0,198.3,199.9,33.0,54.6,63.9,63.7,953.9,833.5,120.4,72646.6,63397.7,9248.9,74041.4,64614.9,9426.5
France,212,137,2951.7,4045.9,2003.5,2004.7,2002.5,2003.9,1168.1,1144.3,1196.4,1173.9,113.0,127.9,125.6,127.0,29.0,47.9,38.2,41.4,543.3,479.1,64.2,40972.7,36089.5,4883.3,41759.4,36782.4,4977.0
United States of America,85,79,11098.8,17937.5,2011.0,2010.9,2010.9,2010.7,4454.3,4753.2,4780.8,4815.8,417.0,441.2,470.6,480.6,57.0,79.0,82.0,82.8,1306.8,1233.3,73.5,98625.0,93107.9,5517.1,100518.6,94895.6,5623.0
Morocco,78,61,2097.1,3262.4,2007.6,2007.6,2009.0,2009.8,2049.8,2145.3,2195.2,2221.1,193.0,212.4,250.5,259.1,40.0,100.2,118.6,123.8,333.9,299.1,34.8,25440.4,22788.7,2651.6,25928.8,23226.3,2702.6
Italy,64,38,2391.9,3855.9,2002.8,2007.0,2007.5,2008.4,2770.9,3001.3,2193.1,2768.2,237.5,270.5,262.4,269.7,25.5,83.8,106.1,117.5,332.8,302.1,30.7,25436.8,23090.3,2346.4,25925.1,23533.6,2391.5
Ireland,61,52,737.6,1102.1,2003.6,2003.7,2004.8,2004.8,1142.8,1344.9,1280.1,1273.5,120.0,132.4,133.0,130.3,29.0,30.1,32.8,32.9,163.5,138.0,25.5,12392.0,10429.5,1962.5,12629.9,10629.8,2000.2
Nigeria,47,6,742.1,1297.1,2002.0,2007.8,2010.9,2011.0,282.6,3512.1,3072.4,3344.3,28.0,344.9,443.9,446.2,13.0,344.6,67.4,58.8,78.4,70.3,8.1,6005.7,5392.0,613.7,6121.0,5495.5,625.5
Turkey,46,43,3878.6,6331.6,2006.2,2006.3,2008.5,2008.6,3793.6,3803.3,3805.9,3802.8,339.5,347.0,343.5,344.5,82.0,97.2,107.7,107.3,462.8,430.1,32.7,35533.2,33012.6,2520.6,36215.4,33646.5,2569.0
Egypt,46,36,2899.5,4413.0,2004.2,2005.3,2005.9,2006.3,3807.2,3957.2,3964.5,3972.5,319.5,354.4,353.0,355.0,159.5,171.5,173.4,169.9,511.0,466.8,44.3,39108.9,35775.7,3333.2,39859.8,36462.6,3397.2
Algeria,44,35,1172.1,1835.2,2009.0,2008.5,2008.5,2008.3,2703.4,2709.7,2555.5,2524.8,239.5,248.7,257.6,261.2,45.0,56.3,52.7,50.1,225.6,204.0,21.6,17209.0,15554.6,1654.4,17539.4,15853.3,1686.1
Iceland,40,24,396.8,433.0,2003.5,2002.4,2002.4,2004.5,1278.7,2315.5,1563.8,1388.9,116.0,222.8,267.9,173.3,19.0,240.5,375.0,157.2,118.3,99.7,18.6,8978.8,7572.2,1406.6,9151.2,7717.6,1433.6
Faroe Islands,40,12,268.5,315.0,2004.1,2001.2,2002.6,2004.4,749.3,1305.3,844.5,789.2,48.0,151.8,145.4,91.3,5.0,126.5,98.9,45.2,99.8,77.8,22.1,7531.6,5863.3,1668.3,7676.2,5975.9,1700.4
Portugal,37,34,411.3,573.1,2006.7,2007.4,2009.8,2009.4,1722.1,1796.4,1844.6,1846.3,195.0,205.9,188.0,191.1,52.0,77.0,54.2,55.5,91.0,84.6,6.5,6721.4,6234.6,486.9,6850.5,6354.3,496.2
Canada,28,26,1488.4,2424.1,2007.8,2007.7,2008.6,2008.9,3339.2,3325.9,3331.3,3338.3,313.0,309.7,308.8,309.1,42.0,60.3,63.7,61.9,243.0,229.0,14.0,18495.5,17440.9,1054.5,18850.6,17775.8,1074.8
Brazil,19,18,2497.9,4207.0,2012.0,2012.0,2012.2,2012.1,5011.7,5327.9,5231.6,5221.2,452.0,507.6,526.0,526.1,118.0,126.4,135.4,136.3,280.3,267.3,13.0,21574.8,20578.5,996.2,21989.0,20973.6,1015.4
Gibraltar,18,16,1089.3,1622.3,2008.8,2008.9,2010.0,2010.2,2004.5,2067.7,2074.6,2105.1,193.5,199.4,178.1,187.5,9.5,22.6,25.5,27.6,134.1,125.5,8.6,10233.7,9567.4,666.4,10430.2,9751.1,679.2
Tunisia,11,10,314.2,458.6,2010.4,2010.4,2009.9,2009.4,3086.7,3156.9,3128.9,3134.1,280.0,268.2,264.0,263.7,124.0,99.9,109.4,111.4,83.2,72.7,10.5,6363.2,5569.5,793.7,6485.4,5676.5,809.0
Mexico,11,11,1317.7,1926.6,2006.5,2006.5,2007.3,2008.4,5993.3,6497.4,6234.8,6120.4,547.0,544.4,552.3,555.9,125.0,120.5,125.3,128.8,213.6,204.9,8.7,16379.8,15725.7,654.1,16694.3,16027.6,666.7
