Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Oil tanker,615,72,1527.4,2410.0,2004.2,2005.6,2005.8,2006.0,246.6,449.7,399.3,403.0,70.0,154.7,459.9,478.6,41.0,60.0,74.4,73.1,1048.2,694.5,353.6,78731.6,52177.7,26553.8,80243.2,53179.5,27063.7
Ferry-RoPax,352,10,1067.1,412.0,1993.0,1991.1,1990.1,1989.4,194.7,229.9,298.2,299.1,26.5,30.9,57.5,57.7,22.0,21.8,61.5,61.6,391.7,221.2,170.5,29600.0,16751.5,12848.5,30168.3,17073.2,13095.2
General cargo,295,112,481.4,602.4,1989.2,1989.7,1992.8,1992.7,337.7,487.4,592.2,598.6,74.0,116.6,239.7,239.6,36.0,63.6,71.8,71.0,119.2,93.0,26.3,8973.8,6998.0,1975.8,9146.1,7132.4,2013.7
Ro-Ro,130,7,237.0,161.9,1998.5,2001.4,2000.6,2000.6,189.8,209.2,235.7,235.5,30.0,37.4,82.1,82.1,15.5,14.5,23.2,23.3,84.5,62.9,21.6,6506.6,4847.9,1658.7,6631.5,4941.0,1690.6
Chemical tanker,68,27,130.3,186.7,2011.3,2010.0,2012.1,2012.0,361.1,395.5,407.4,407.4,125.0,176.1,241.0,247.7,32.5,48.1,67.5,67.5,165.0,130.8,34.2,12389.8,9824.4,2565.4,12627.7,10013.1,2614.6
Bulk carrier,37,10,27.0,34.3,1981.4,1981.4,1981.2,1981.1,210.0,263.8,278.9,279.0,67.0,148.2,256.2,255.5,25.0,47.8,80.4,80.6,28.1,20.3,7.8,2108.6,1526.5,582.2,2149.1,1555.8,593.3
Service - tug,19,15,20.2,18.6,2009.3,2008.9,2007.2,2007.1,378.2,1027.5,1048.8,1123.8,273.0,485.1,1464.6,1486.3,89.0,607.6,1201.0,1241.8,24.3,13.6,10.7,1824.1,1022.4,801.7,1859.1,1042.0,817.1
Offshore,3,2,1.4,1.5,1982.0,1988.5,1975.2,1974.7,414.4,516.1,557.7,572.5,122.0,154.8,238.7,240.5,113.0,326.8,668.5,677.2,5.6,2.0,3.6,420.9,151.9,269.0,429.0,154.8,274.2
Miscellaneous - fishing,3,2,8.6,4.5,1987.3,1987.0,1987.5,1987.6,3811.3,2671.4,2360.0,2591.5,1017.0,963.2,824.7,792.6,257.0,283.2,276.2,277.5,10.0,6.9,3.1,753.4,518.6,234.7,767.8,528.6,239.2
Refrigerated bulk,2,1,3.4,3.4,1995.0,1995.0,1995.0,1995.0,467.8,467.8,467.8,467.8,129.5,129.5,114.3,114.3,18.0,18.0,19.2,19.2,4.0,3.5,0.5,299.5,263.0,36.5,305.3,268.0,37.3
Service - other,1,1,0.6,0.5,1982.0,1982.0,1982.0,1982.0,749.8,749.8,749.8,749.8,95.0,95.0,95.0,95.0,294.0,294.0,294.0,294.0,1.4,0.7,0.7,106.0,55.6,50.4,108.1,56.7,51.4
Ferry-pax only,1,1,1.1,0.1,1988.0,1988.0,1988.0,1988.0,2759.0,2759.0,2759.0,2759.0,1310.0,1310.0,1310.0,1310.0,6.0,6.0,6.0,6.0,2.0,2.0,0.0,152.3,151.6,0.7,155.2,154.5,0.7
