Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Marseille,953,62,8931.1,2128.9,1999.6,2002.2,2000.6,2001.1,225.7,562.0,302.3,321.6,13.0,80.8,19.8,24.3,11.0,118.3,47.1,50.3,2220.0,1429.3,790.8,170567.3,110158.7,60408.5,173842.2,112273.8,61568.4
Le Havre,694,189,2898.3,3566.2,2003.5,2006.2,2005.7,2005.9,173.4,362.0,249.8,263.5,27.0,72.8,157.8,171.0,18.0,28.9,154.2,160.9,772.3,538.7,233.6,58312.0,40770.5,17541.5,59431.6,41553.3,17878.3
Montoir,589,140,3948.4,4649.9,2004.8,2005.9,2008.4,2007.8,190.9,450.5,570.1,530.4,32.0,59.1,161.8,131.1,17.0,37.9,32.7,35.4,749.1,644.3,104.7,55064.9,47082.5,7982.4,56122.1,47986.5,8135.6
Ajaccio,442,34,3888.8,753.3,1996.9,1999.6,1995.7,1996.3,193.3,469.2,321.9,333.9,13.0,45.1,79.6,90.1,11.0,26.6,17.0,18.2,1012.6,803.3,209.3,77806.8,61851.3,15955.5,79300.7,63038.9,16261.8
Donges,410,79,1268.2,2103.9,2006.0,2007.9,2009.9,2010.1,172.0,424.1,376.6,395.9,49.0,88.4,97.5,98.2,31.0,39.2,38.9,38.9,452.8,262.8,190.0,34481.6,20025.2,14456.3,35143.6,20409.7,14733.9
Bastia,393,34,3681.1,792.3,1996.3,1992.9,1999.6,2002.2,263.2,302.5,361.2,372.2,13.0,19.1,42.2,36.4,9.0,14.6,12.7,15.1,966.5,715.7,250.7,74426.7,55180.7,19246.0,75855.7,56240.2,19615.5
Grand Couronne,365,185,350.7,554.3,2004.5,2007.0,2008.6,2008.9,71.4,134.0,149.6,156.4,8.0,45.0,111.7,114.0,27.0,45.5,57.4,59.0,131.8,71.3,60.5,9971.8,5394.8,4577.0,10163.2,5498.4,4664.8
La Pallice,341,157,1143.9,1548.6,2005.8,2005.5,2007.9,2009.8,178.9,377.2,369.5,385.6,19.0,44.5,53.3,54.3,17.0,67.8,76.8,94.4,283.6,200.4,83.1,21613.4,15293.5,6320.0,22028.4,15587.1,6441.3
Toulon,338,26,4099.5,645.4,1995.4,1996.4,1995.5,1996.1,263.3,295.4,483.8,490.4,13.0,66.4,50.6,56.4,13.0,57.7,38.0,55.7,1153.9,766.9,387.0,88727.7,59046.4,29681.3,90431.3,60180.1,30251.2
Brest,334,98,604.6,632.3,2006.5,2003.5,2005.3,2005.8,201.3,240.2,230.6,224.4,22.0,34.8,95.2,49.7,13.0,59.3,83.6,82.3,239.8,147.1,92.7,18206.5,11177.8,7028.7,18556.1,11392.4,7163.7
Fos Sur Mer,302,175,13184.9,14737.3,2005.4,2005.1,2005.3,2005.3,251.6,737.2,1355.2,1349.0,45.0,79.5,115.6,116.8,21.0,30.3,16.5,16.5,1794.9,1698.6,96.3,138325.6,130963.1,7362.5,140981.5,133477.6,7503.9
Macinaggio,300,23,4111.8,1114.5,2002.7,1998.7,2002.9,2004.5,413.6,392.9,448.4,456.9,12.0,24.7,31.5,42.8,12.0,13.5,12.3,14.9,920.7,526.1,394.7,70953.1,40507.0,30446.1,72315.4,41284.7,31030.7
Nice,286,41,1537.4,289.4,1990.6,1992.7,1993.5,1994.6,146.1,241.2,322.3,351.1,13.0,41.3,31.7,37.8,9.0,35.0,23.2,34.4,528.5,373.9,154.6,40567.6,28771.1,11796.5,41346.5,29323.5,12023.0
Lavera,284,58,428.0,608.1,2006.2,2007.4,2009.1,2009.2,225.1,612.2,456.2,448.0,54.0,124.6,163.9,155.4,22.0,41.8,77.6,82.7,378.1,244.7,133.4,28629.5,18558.2,10071.3,29179.2,18914.5,10264.6
Gonfreville L'Orcher,267,81,373.8,422.3,2004.9,2006.4,2007.4,2009.0,224.9,268.6,277.1,345.1,53.0,52.3,81.1,91.8,21.0,29.5,29.3,28.5,180.2,123.1,57.1,13589.5,9299.2,4290.3,13850.5,9477.8,4372.7
Sete,211,69,889.5,324.5,2002.6,2002.7,1996.1,1999.7,94.1,265.0,177.3,233.9,12.0,73.9,48.9,121.8,21.0,89.4,24.0,66.6,245.9,146.1,99.8,18825.5,11229.9,7595.6,19187.0,11445.5,7741.5
Rouen,194,141,271.2,335.9,2004.5,2004.1,2004.3,2008.1,76.9,156.1,165.9,149.5,9.0,29.7,60.7,62.7,45.0,73.2,78.1,88.2,97.3,49.1,48.1,7371.9,3732.3,3639.6,7513.5,3804.0,3709.5
L'Ile Rousse,191,16,1663.0,290.6,1993.2,1996.0,1997.7,1996.8,183.8,281.8,409.5,387.5,14.0,32.8,68.1,64.6,9.0,6.0,58.5,49.4,442.7,337.9,104.7,34050.3,26012.9,8037.4,34704.0,26512.3,8191.7
Dunkerque Est,188,137,713.6,1013.2,2006.2,2005.8,2006.2,2007.7,231.4,526.1,265.3,228.4,41.0,110.1,165.5,104.8,32.5,45.9,71.5,63.0,221.0,167.7,53.3,16659.3,12655.0,4004.2,16979.1,12898.0,4081.1
Boulogne-Sur-Mer,182,72,94.8,105.6,2002.6,1999.8,1998.3,1999.2,299.0,585.3,416.5,385.9,29.0,74.2,120.8,93.9,51.5,114.6,295.8,251.8,101.8,48.4,53.5,7645.8,3631.6,4014.2,7792.6,3701.4,4091.2
Dieppedalle,179,149,111.5,172.0,2006.0,2005.4,2008.2,2008.3,75.1,86.3,93.1,94.5,9.0,18.9,19.9,20.1,34.0,44.9,44.2,44.2,49.3,21.1,28.1,3732.6,1601.4,2131.2,3804.3,1632.1,2172.1
St Nazaire,179,69,514.7,244.0,2002.1,2003.9,2011.0,2006.5,182.0,916.7,744.1,441.0,40.0,201.7,1652.4,594.5,37.0,110.9,298.7,154.2,227.4,139.3,88.2,17255.2,10536.5,6718.6,17586.5,10738.8,6847.6
Lorient,166,70,264.7,323.4,2005.1,2003.8,2006.5,2008.2,158.1,645.6,308.9,304.5,23.5,141.5,286.3,141.0,17.0,77.6,79.2,81.6,127.3,93.8,33.5,9650.9,7122.2,2528.7,9836.2,7259.0,2577.2
Porto Vecchio,160,18,1174.8,245.0,1995.7,1995.8,1995.7,1995.5,249.5,317.3,278.3,283.8,15.0,28.9,28.6,30.1,9.0,13.3,8.2,8.9,301.1,271.6,29.6,23154.3,20928.0,2226.3,23598.9,21329.8,2269.1
Cabourg,147,120,253.7,393.5,2005.4,2005.1,2006.0,2005.9,163.6,227.4,237.3,243.7,19.0,34.8,57.5,52.7,25.0,47.3,30.3,28.0,74.8,49.3,25.5,5652.1,3734.3,1917.8,5760.6,3806.0,1954.6
Port Jerome,147,87,145.0,204.7,2006.2,2006.1,2007.4,2007.2,71.8,149.0,139.0,135.3,45.0,66.6,90.7,90.9,25.0,40.2,43.1,43.7,143.7,78.7,64.9,10800.4,5926.6,4873.8,11007.8,6040.4,4967.4
Port De Bouc,146,29,109.6,156.9,2002.7,2003.4,2004.9,2005.3,191.6,473.7,513.0,527.7,82.5,74.3,175.1,169.4,47.0,90.7,358.8,380.6,147.8,84.6,63.2,11169.5,6378.3,4791.2,11383.9,6500.7,4883.2
Les Sables D Olonne,145,54,74.6,89.5,2002.8,2003.6,2002.5,2002.7,159.3,401.3,233.7,188.2,20.0,78.2,722.5,94.5,12.0,59.5,52.1,29.6,65.3,55.3,10.0,4904.8,4154.6,750.2,4999.0,4234.4,764.6
Nantes,140,63,84.9,112.4,2006.0,2002.9,2005.1,2006.9,108.9,137.9,144.8,136.1,13.5,19.7,36.7,35.9,1.5,59.5,31.4,34.4,39.2,29.2,10.1,2955.8,2198.8,757.0,3012.6,2241.0,771.5
Val-De-La-Haye,131,108,174.9,273.7,2006.9,2006.5,2009.1,2009.1,74.1,117.9,127.3,128.6,9.0,22.3,34.1,33.9,51.0,64.9,64.3,64.3,60.3,26.1,34.2,4580.2,1980.9,2599.3,4668.1,2018.9,2649.2
Saint Louis Du Rhone,128,25,52.2,65.7,1991.4,1996.7,1998.0,1998.1,115.0,1084.7,191.8,187.9,23.5,89.6,200.8,142.4,5.0,50.2,97.3,73.3,38.1,26.2,12.0,2865.8,1967.6,898.2,2920.8,2005.4,915.5
Bouteville,119,74,307.1,431.2,2008.4,2006.7,2008.7,2008.6,157.5,261.7,227.0,225.8,15.0,23.3,29.4,30.5,9.0,23.1,32.8,34.3,77.7,50.2,27.5,5965.0,3854.8,2110.2,6079.5,3928.8,2150.7
Locmiquelic,109,7,57.3,72.0,2007.8,2009.7,2008.8,2008.1,147.0,591.6,196.1,178.7,21.0,103.7,68.4,33.8,1.0,5.3,4.8,3.6,29.7,27.6,2.0,2228.2,2075.0,153.2,2270.9,2114.8,156.1
La Seyne-Sur-Mer,102,29,698.0,155.8,1997.6,1998.0,1996.7,1998.5,135.7,309.8,534.4,462.0,21.5,67.0,232.1,289.4,21.5,114.3,20.2,37.2,235.4,193.1,42.4,17988.3,14779.5,3208.7,18333.6,15063.3,3270.3
Bayonne,100,85,165.0,238.2,2005.7,2005.2,2005.5,2006.4,253.6,450.9,355.6,350.2,33.0,47.4,67.9,62.8,41.5,86.5,184.0,109.5,72.0,38.6,33.4,5449.5,2938.3,2511.2,5554.1,2994.7,2559.4
Bordeaux,95,38,267.6,228.0,2003.9,2004.7,2004.5,2003.1,129.9,209.6,266.1,269.3,14.0,22.7,37.4,41.6,28.0,52.9,41.9,49.5,93.9,59.0,34.9,7184.8,4522.4,2662.4,7322.8,4609.2,2713.6
Le Verdon-Sur-Mer,82,41,170.4,136.9,2004.8,2004.0,2004.7,2007.0,180.3,374.5,321.2,316.4,18.5,51.0,148.4,172.3,10.0,93.5,47.4,52.9,76.4,42.6,33.8,5780.6,3230.1,2550.5,5891.6,3292.1,2599.5
Saint Malo,81,47,155.5,99.4,1999.2,1999.3,2006.4,2003.4,181.9,421.1,264.9,464.0,20.0,93.4,89.1,159.3,25.0,85.4,57.2,121.3,69.7,48.3,21.4,5261.4,3656.3,1605.2,5362.5,3726.5,1636.0
Rogerville,79,34,59.7,88.0,2003.9,2003.7,2005.0,2004.9,79.8,241.9,283.2,287.2,26.0,66.6,123.2,114.6,9.0,16.3,18.0,18.3,36.9,29.3,7.6,2789.2,2219.8,569.4,2842.8,2262.4,580.4
Dunkerque Ouest,79,42,303.6,262.4,2004.1,2003.8,2006.5,2007.1,255.3,554.2,248.2,212.9,43.0,83.5,52.9,50.9,26.0,61.8,111.2,104.5,92.6,48.6,44.0,6952.1,3650.9,3301.2,7085.6,3721.0,3364.6
Pauillac,77,50,363.4,419.7,2007.3,2007.0,2008.4,2008.9,282.6,410.2,461.7,414.3,13.0,26.4,90.3,80.7,13.0,26.4,169.9,134.1,94.9,44.4,50.5,7236.9,3388.1,3848.9,7375.9,3453.1,3922.8
Cherbourg,69,39,196.1,30.3,2006.0,2004.3,2002.8,2002.9,224.6,390.5,223.7,234.5,37.0,94.9,135.6,449.2,23.0,82.3,62.8,121.2,101.8,63.5,38.3,7671.3,4797.7,2873.5,7818.5,4889.8,2928.7
Saint Ceols,68,19,44.8,42.4,2009.6,2005.5,2001.3,2006.7,62.8,223.9,231.2,177.9,12.0,46.1,43.5,33.1,0.0,41.3,169.3,60.6,22.2,16.6,5.7,1676.9,1251.3,425.6,1709.1,1275.3,433.8
La Bouille,66,18,30.8,41.3,2007.8,2006.7,2008.1,2008.1,88.1,150.5,183.4,185.8,22.0,33.6,82.7,79.8,18.5,21.9,27.8,27.7,10.2,7.1,3.1,768.7,535.2,233.5,783.5,545.5,238.0
Saintjean Cap Ferrat,65,19,371.9,356.5,2000.9,1991.8,2006.7,2008.7,346.6,401.2,354.1,368.8,20.0,76.9,24.1,25.4,10.0,17.8,13.9,14.4,71.6,45.0,26.6,5490.7,3451.0,2039.7,5596.1,3517.2,2078.9
Ambes,61,24,109.9,144.4,2011.1,2010.1,2010.9,2010.7,125.0,279.5,132.8,134.9,15.0,47.2,47.3,30.7,24.0,45.2,37.2,36.2,60.6,30.7,29.8,4618.8,2340.5,2278.3,4707.5,2385.5,2322.0
Pont-De-L'Isere,57,11,12.5,16.1,1991.7,1991.9,1992.7,1992.6,109.3,218.2,160.9,160.7,17.0,22.7,54.4,54.8,7.0,14.1,16.9,17.0,4.7,3.5,1.2,354.6,262.8,91.8,361.4,267.9,93.5
