Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Marseille,981,70,9908.2,2439.9,1999.8,2002.9,2001.3,2002.1,244.3,329.5,327.4,356.0,13.0,111.5,51.0,60.3,10.0,51.6,11.1,13.3,2343.7,1751.3,592.4,180275.6,134823.2,45452.4,183736.9,137411.8,46325.1
Le Havre,741,238,15984.2,18235.1,2003.6,2005.8,2005.4,2005.5,428.7,727.9,1014.2,985.4,39.0,81.6,105.2,104.7,18.0,42.7,21.7,22.9,2359.2,2144.3,214.9,180979.2,164612.9,16366.4,184454.0,167773.4,16680.6
Cabourg,566,423,404.6,611.2,2005.7,2005.7,2006.9,2006.8,73.3,81.0,82.3,82.0,8.0,14.0,17.6,17.1,39.0,54.4,60.5,62.0,199.3,72.2,127.2,15091.4,5472.1,9619.3,15381.2,5577.2,9804.0
Montoir,540,139,1388.6,1698.8,2004.5,2005.4,2005.1,2005.2,181.8,324.3,370.4,374.4,25.5,45.2,191.2,224.9,17.0,33.8,73.0,65.2,348.9,263.5,85.4,26509.1,20112.4,6396.7,27018.1,20498.6,6519.5
Ajaccio,443,38,3572.9,695.0,1996.8,1999.8,1995.7,1996.4,190.0,322.8,299.9,303.0,13.0,24.6,36.9,34.1,11.0,24.9,55.6,62.7,961.7,658.0,303.6,73821.4,50648.7,23172.7,75238.8,51621.1,23617.6
Donges,417,62,620.0,872.1,2006.1,2007.4,2009.1,2009.0,139.4,335.7,269.1,266.7,31.0,46.2,42.8,41.8,20.0,28.8,31.9,32.8,283.3,177.2,106.1,21486.2,13476.0,8010.2,21898.7,13734.8,8163.9
Bastia,388,35,3467.8,720.8,1996.1,1992.9,1999.2,2001.4,225.6,279.4,344.5,340.4,13.0,24.9,29.7,27.3,11.0,19.4,27.0,27.7,952.3,653.0,299.3,73215.2,50333.4,22881.9,74621.0,51299.8,23321.2
La Pallice,367,173,975.8,1238.3,2005.5,2005.0,2006.9,2008.3,180.1,358.8,322.1,324.0,22.0,65.1,58.1,58.1,15.0,36.2,46.3,40.8,284.8,194.1,90.7,21688.8,14813.0,6875.9,22105.3,15097.4,7007.9
Brest,336,122,1023.4,1053.9,2006.3,2004.0,2003.5,2003.6,304.9,389.8,309.8,317.9,30.0,56.5,68.0,67.0,16.0,51.2,35.3,30.8,334.9,257.6,77.3,25317.6,19495.8,5821.8,25803.7,19870.1,5933.6
Toulon,333,21,4074.4,722.3,1995.4,1999.0,1996.2,1998.7,305.0,747.9,493.4,572.3,14.0,66.9,74.6,101.4,8.0,79.5,55.8,134.1,1082.6,830.2,252.4,83346.5,63918.8,19427.7,84946.8,65146.0,19800.7
Macinaggio,300,23,3965.7,980.6,2002.6,1997.3,2002.0,2003.7,287.3,384.2,435.5,407.9,13.0,33.0,19.7,25.0,11.0,19.6,60.7,50.1,961.7,537.6,424.1,73988.3,41424.0,32564.3,75408.9,42219.4,33189.5
