Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Ferry-RoPax,2772,44,30842.9,6171.3,1997.2,1995.6,1998.4,1999.6,241.0,908.2,379.0,378.7,13.0,109.1,75.2,67.4,11.0,42.5,32.5,31.2,7786.1,5499.4,2286.7,598710.4,423525.8,175184.5,610205.6,431657.5,178548.1
General cargo,2258,695,1887.8,2603.8,2000.7,2004.0,2004.8,2004.9,120.1,253.0,244.3,240.9,17.0,33.2,80.8,79.5,25.0,47.7,52.4,53.3,682.8,468.5,214.3,51655.0,35535.5,16119.5,52646.8,36217.8,16429.0
Chemical tanker,1728,377,3903.9,5948.8,2006.9,2007.4,2008.1,2008.2,187.0,256.5,277.5,277.1,25.0,42.1,79.6,79.6,22.0,32.3,44.3,45.0,1886.6,1123.7,762.9,143485.2,85606.4,57878.7,146240.1,87250.1,58990.0
Service - other,1620,65,1601.5,2056.4,2005.8,2003.3,2006.3,2005.9,181.9,731.7,426.9,405.6,22.0,174.3,399.8,378.4,8.0,56.9,346.6,328.2,1049.0,720.3,328.7,78889.3,54190.7,24698.6,80403.9,55231.2,25172.8
Service - tug,1487,76,316.7,274.1,2000.7,2001.8,1994.7,1992.1,154.4,279.6,374.8,401.3,52.0,145.0,459.0,416.6,25.0,67.9,284.0,286.3,788.1,564.1,224.0,59220.9,42400.7,16820.2,60358.0,43214.8,17143.2
Container,858,191,18285.1,20847.5,2004.3,2005.9,2005.2,2005.2,318.0,636.6,662.1,649.9,29.0,45.2,89.7,88.3,15.0,19.1,17.5,17.5,2535.6,2335.9,199.7,194525.2,179339.1,15186.0,198260.1,182782.4,15477.6
Miscellaneous - fishing,480,72,135.4,77.7,1999.6,1997.8,1997.3,1995.7,286.4,726.3,639.3,621.6,39.0,124.8,480.1,375.8,23.0,82.1,116.2,117.5,259.0,156.6,102.4,19446.3,11758.1,7688.2,19819.7,11983.8,7835.9
Cruise,473,102,3447.6,373.5,1996.6,1997.6,2003.9,2001.7,144.4,184.2,199.9,196.3,15.0,21.3,63.1,52.3,10.0,12.6,29.5,25.0,1051.2,715.8,335.4,80947.9,55142.6,25805.3,82502.1,56201.3,26300.7
Bulk carrier,438,206,2068.8,3526.7,2003.2,2006.8,2008.8,2009.0,158.0,254.8,270.9,271.4,18.5,37.3,84.1,85.0,56.0,94.8,110.5,113.1,309.1,198.0,111.1,23586.3,15129.2,8457.1,24039.2,15419.7,8619.4
Oil tanker,285,59,1602.9,2807.8,2013.0,2009.7,2011.6,2011.4,162.5,365.9,353.9,367.9,28.0,61.9,102.5,105.9,24.0,33.2,33.2,33.4,549.4,337.9,211.5,41760.1,25734.2,16025.9,42561.9,26228.3,16333.6
Liquefied gas tanker,259,54,2197.9,1880.7,2009.8,2007.4,2013.4,2012.9,289.8,578.1,888.7,791.3,39.0,68.5,268.7,250.0,23.0,45.8,174.3,170.4,479.9,325.5,154.4,33969.8,22453.5,11516.2,34622.0,22884.7,11737.3
Offshore,130,23,529.7,552.3,2005.7,2002.6,2009.0,2008.6,195.7,284.4,275.7,282.5,24.5,94.2,55.0,66.7,21.5,77.0,32.1,37.2,150.6,101.9,48.7,11468.1,7770.5,3697.6,11688.3,7919.7,3768.6
Ro-Ro,103,16,648.9,329.9,2009.2,2004.0,2007.5,2007.0,167.4,850.5,830.6,1045.6,29.0,65.6,100.4,156.0,26.0,95.9,366.8,400.3,254.4,118.6,135.7,19277.2,8956.5,10320.7,19647.3,9128.5,10518.8
Vehicle,97,34,498.7,171.0,2007.4,2006.0,2005.2,2004.5,85.4,142.2,126.8,130.9,12.0,28.0,23.4,22.4,11.0,31.1,35.5,33.9,58.2,33.1,25.1,4457.2,2534.9,1922.2,4542.8,2583.6,1959.1
Ferry-pax only,52,11,42.0,6.6,1977.2,1971.9,1998.8,1991.2,204.2,1561.3,2123.7,1490.5,34.0,388.9,2924.2,3582.0,31.0,71.4,192.9,294.7,71.6,65.2,6.4,5378.0,4897.0,481.0,5481.2,4991.0,490.3
Yacht,10,1,2.7,0.3,2010.0,2010.0,2010.0,2010.0,379.5,379.5,551.8,551.8,37.5,37.5,66.5,66.5,143.5,143.5,147.2,147.2,5.1,2.2,2.9,382.8,167.4,215.4,390.2,170.6,219.6
Refrigerated bulk,4,4,3.2,3.7,1995.5,1995.5,1995.1,1995.1,51.7,84.5,76.3,78.4,6.0,8.5,11.2,11.4,9.0,16.0,14.3,14.0,3.3,1.5,1.8,249.3,110.9,138.4,254.1,113.0,141.1
