Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,171,44,14446.2,1283.0,2004.8,2002.1,2007.9,2006.5,726.1,1213.2,833.0,841.1,43.0,78.7,59.4,61.2,8.0,13.5,8.7,8.9,2707.9,2559.5,148.4,208011.2,196804.0,11207.3,212005.0,200582.6,11422.4
Container,101,3,342.9,384.3,1995.7,2001.0,1994.5,1995.1,704.5,763.8,714.2,716.7,58.0,60.0,60.0,60.2,16.0,17.5,21.6,21.0,121.3,107.2,14.1,9242.9,8183.2,1059.6,9420.3,8340.4,1080.0
General cargo,39,14,436.4,569.5,2010.3,2007.3,2008.6,2008.4,1219.1,1939.7,1747.3,1737.4,94.0,204.4,190.0,192.6,34.0,33.9,41.4,41.7,95.8,89.2,6.6,7305.5,6812.5,493.0,7445.8,6943.3,502.5
Vehicle,11,10,1909.8,603.3,2006.1,2007.0,2006.8,2006.7,3063.0,3843.9,3709.4,3786.8,211.0,263.6,392.5,406.8,32.0,47.0,41.5,40.8,124.7,119.9,4.9,9645.7,9276.3,369.4,9830.9,9454.4,376.5
Chemical tanker,10,9,204.4,334.2,2006.4,2006.7,2006.7,2006.9,940.2,1210.4,1219.1,1211.5,82.0,120.2,156.8,156.7,50.0,115.5,182.7,171.2,56.6,33.0,23.5,4357.7,2546.8,1810.9,4441.3,2595.7,1845.7
Bulk carrier,6,4,85.8,145.5,1990.8,1995.2,2002.5,2003.2,1346.5,1616.5,1227.6,1187.1,142.5,249.9,325.7,324.9,18.5,36.9,34.7,36.5,14.2,13.5,0.7,1090.4,1039.7,50.7,1111.4,1059.7,51.7
Liquefied gas tanker,6,4,226.8,194.6,2011.2,2008.8,2008.4,2008.6,1239.5,1438.5,1786.1,1753.5,114.5,131.8,121.1,120.9,34.0,32.2,58.2,57.2,28.5,25.3,3.2,1910.9,1673.4,237.5,1947.6,1705.5,242.0
Service - other,5,3,38.7,19.0,1991.0,1992.0,1993.4,1992.5,2731.7,4808.6,4335.2,3745.2,1196.0,1475.5,1997.7,1995.8,48.0,92.3,117.0,108.0,30.4,29.7,0.8,2285.8,2227.8,58.0,2329.7,2270.6,59.1
Ferry-pax only,2,2,0.8,0.7,1924.5,1924.5,1923.7,1928.3,1863.8,1863.8,1869.5,1758.8,317.5,317.5,318.9,310.9,119.0,119.0,111.0,156.5,1.5,1.1,0.4,111.7,81.2,30.4,113.8,82.8,31.0
Oil tanker,2,2,38.0,61.6,2006.0,2006.0,2005.5,2005.4,1165.9,1165.9,1033.7,1027.3,100.5,100.5,88.9,88.0,59.5,59.5,64.9,65.3,9.2,5.6,3.6,706.5,430.4,276.0,720.0,438.7,281.3
Miscellaneous - fishing,1,1,1.4,0.7,1996.0,1996.0,1996.0,1996.0,1632.9,1632.9,1632.9,1632.9,150.0,150.0,150.0,150.0,29.0,29.0,29.0,29.0,1.8,1.8,0.0,138.6,135.1,3.5,141.3,137.7,3.6
Offshore,1,1,0.9,0.5,2017.0,2017.0,2017.0,2017.0,1813.3,1813.3,1813.3,1813.3,251.0,251.0,251.0,251.0,33.0,33.0,33.0,33.0,2.1,2.0,0.1,158.6,152.3,6.3,161.6,155.2,6.4
Ferry-RoPax,1,1,4.2,0.4,2018.0,2018.0,2018.0,2018.0,1327.7,1327.7,1327.7,1327.7,165.0,165.0,165.0,165.0,7.0,7.0,7.0,7.0,0.9,0.8,0.0,64.5,61.3,3.2,65.7,62.5,3.2
