Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
United States of America,282,42,13030.7,1822.1,2002.7,2004.4,2008.1,2005.2,737.2,1025.5,777.2,847.1,61.0,78.7,54.7,75.2,26.5,59.9,40.0,52.9,2720.5,2114.2,606.2,208757.7,161887.0,46870.6,212765.8,164995.2,47770.6
Bahamas,19,18,691.0,368.6,2001.4,2001.7,2005.7,2006.6,923.8,941.6,959.0,938.0,76.0,85.7,87.1,83.6,11.0,13.9,10.6,18.7,71.5,64.2,7.4,5535.7,4967.0,568.7,5642.0,5062.4,579.7
Canada,13,8,220.1,105.4,1999.2,1998.5,1997.9,1999.0,834.8,986.8,850.8,921.6,71.0,92.3,72.0,91.7,31.0,58.1,42.5,72.0,55.5,44.9,10.6,4250.8,3432.3,818.6,4332.4,3498.2,834.3
Portugal,7,7,469.9,75.5,1996.7,1996.7,1998.4,1996.3,1969.1,2105.2,2043.9,2164.3,119.0,134.9,127.6,147.6,22.0,18.3,17.8,20.5,108.8,104.4,4.4,8429.4,8085.4,344.0,8591.2,8240.6,350.6
Mexico,5,3,316.1,67.5,1987.6,1991.3,2007.4,1990.4,2060.3,2009.2,1855.6,2012.0,213.0,197.2,122.1,203.5,66.0,46.5,17.8,48.3,48.1,46.2,1.8,3697.6,3557.2,140.4,3768.6,3625.5,143.1
Spain,4,4,663.3,284.2,2007.0,2007.0,2009.7,2014.6,2752.6,2786.2,2722.1,2839.4,166.5,176.8,162.7,223.7,16.5,17.5,24.5,5.4,128.3,123.0,5.3,9939.2,9528.1,411.0,10130.0,9711.1,418.9
Haiti,3,3,65.9,33.4,2008.7,2008.7,2009.2,2008.7,1206.6,1350.1,1249.3,1287.7,147.0,193.3,167.8,184.7,3.0,6.7,4.6,5.9,8.8,8.5,0.3,677.5,655.0,22.5,690.5,667.6,22.9
United Kingdom of Great Britain and Northern Ireland,3,2,596.6,138.7,2003.3,2002.5,2004.6,2002.5,3212.0,3215.9,3219.1,3215.9,182.0,204.8,179.6,204.5,21.0,20.0,18.7,19.7,146.5,142.4,4.1,11321.4,11007.2,314.2,11538.8,11218.5,320.3
Sint Maarten (Dutch part),3,3,114.4,34.5,2006.3,2006.3,2002.3,2006.3,913.2,958.0,1035.6,955.8,76.0,72.7,74.7,71.6,23.0,35.0,25.1,36.4,30.0,27.1,3.0,2323.0,2094.6,228.4,2367.6,2134.8,232.8
Barbados,3,3,26.0,31.1,2003.7,2003.7,2006.2,2006.7,1206.6,1245.3,1261.1,1267.2,118.0,114.0,115.0,116.5,48.0,44.7,59.2,60.9,8.9,7.9,1.0,682.7,604.8,77.8,695.8,616.5,79.3
Virgin Islands (U.S.),2,2,15.8,24.3,2005.0,2005.0,2005.0,2005.0,943.3,943.3,943.2,943.2,91.5,91.5,91.5,91.5,20.5,20.5,20.5,20.5,4.6,4.1,0.5,354.9,317.2,37.7,361.7,323.3,38.4
Cuba,2,2,0.7,0.7,1955.5,1955.5,1960.4,1947.9,1520.9,1520.9,1536.5,1457.5,234.0,234.0,234.4,233.4,200.0,200.0,208.6,186.7,4.7,0.7,3.9,351.6,55.4,296.2,358.3,56.5,301.9
Turks and Caicos Islands,2,2,78.8,8.6,1984.0,1984.0,1989.3,1984.1,779.2,779.2,804.4,775.2,47.0,47.0,48.0,47.0,22.5,22.5,21.3,22.5,23.8,20.4,3.4,1844.3,1584.0,260.2,1879.7,1614.5,265.2
Dominican Republic,2,1,11.4,12.6,2016.0,2016.0,2016.0,2016.0,1070.9,1070.9,1070.9,1070.9,85.5,85.5,88.9,88.9,16.5,16.5,16.2,16.2,3.1,2.7,0.4,235.9,206.6,29.3,240.5,210.6,29.9
Trinidad and Tobago,1,1,40.2,3.6,1998.0,1998.0,1998.0,1998.0,1327.9,1327.9,1327.9,1327.9,86.0,86.0,86.0,86.0,32.0,32.0,32.0,32.0,11.7,10.3,1.4,905.2,796.5,108.8,922.6,811.8,110.9
Faroe Islands,1,1,2.4,1.2,1996.0,1996.0,1996.0,1996.0,2908.7,2908.7,2908.7,2908.7,265.0,265.0,265.0,265.0,39.0,39.0,39.0,39.0,3.3,3.2,0.1,248.0,243.3,4.8,252.8,248.0,4.8
Brazil,1,1,66.8,86.3,1994.0,1994.0,1994.0,1994.0,4389.1,4389.1,4389.1,4389.1,270.0,270.0,270.0,270.0,3.0,3.0,3.0,3.0,18.1,18.0,0.1,1400.7,1396.6,4.1,1427.6,1423.4,4.2
Cabo Verde,1,1,7.3,5.6,1982.0,1982.0,1982.0,1982.0,2545.8,2545.8,2545.8,2545.8,1921.0,1921.0,1921.0,1921.0,172.0,172.0,172.0,172.0,6.9,6.5,0.3,514.9,489.4,25.5,524.8,498.8,26.0
Jamaica,1,1,14.3,23.4,2001.0,2001.0,2001.0,2001.0,1252.3,1252.3,1252.3,1252.3,205.0,205.0,205.0,205.0,13.0,13.0,13.0,13.0,2.2,2.2,0.0,169.3,167.0,2.4,172.6,170.2,2.4
"Bonaire, Sint Eustatius and Saba",1,1,7.4,11.8,2004.0,2004.0,2004.0,2004.0,1109.8,1109.8,1109.8,1109.8,88.0,88.0,88.0,88.0,21.0,21.0,21.0,21.0,2.7,2.1,0.6,207.6,162.5,45.1,211.6,165.6,46.0
Turkey,1,1,500.7,414.5,2008.0,2008.0,2008.0,2008.0,4906.1,4906.1,4906.1,4906.1,348.0,348.0,348.0,348.0,1.0,1.0,1.0,1.0,38.0,38.0,0.0,2337.5,2335.9,1.5,2382.3,2380.8,1.6
Netherlands,1,1,16.0,26.1,2008.0,2008.0,2008.0,2008.0,4637.2,4637.2,4637.2,4637.2,781.0,781.0,781.0,781.0,6.0,6.0,6.0,6.0,3.7,3.7,0.0,285.0,283.6,1.5,290.5,289.0,1.5
Puerto Rico,1,1,18.8,23.8,2012.0,2012.0,2012.0,2012.0,1022.0,1022.0,1022.0,1022.0,99.0,99.0,99.0,99.0,51.0,51.0,51.0,51.0,3.1,2.4,0.6,234.3,186.1,48.2,238.8,189.7,49.2
French Guiana,1,1,6.7,6.8,2011.0,2011.0,2011.0,2011.0,1798.8,1798.8,1798.8,1798.8,148.0,148.0,148.0,148.0,16.0,16.0,16.0,16.0,3.2,2.9,0.2,245.4,226.7,18.7,250.1,231.1,19.1
Chile,1,1,13.8,1.4,2018.0,2018.0,2018.0,2018.0,4399.1,4399.1,4399.1,4399.1,597.0,597.0,597.0,597.0,4.0,4.0,4.0,4.0,3.4,3.4,0.0,255.2,253.4,1.8,260.1,258.3,1.9
