Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
United States of America,276,42,11347.0,1909.3,2002.1,2003.1,2007.4,2004.7,717.6,1212.4,751.8,849.1,56.0,176.1,59.5,100.8,10.0,27.7,12.1,27.5,2188.4,2047.4,141.0,167165.0,156579.6,10585.3,170374.6,159586.0,10788.6
Portugal,15,15,1745.8,165.9,1990.5,1990.5,2005.7,2003.5,1856.5,1955.8,1984.0,1959.6,111.0,163.5,115.3,116.0,9.0,35.4,8.2,9.2,322.5,311.8,10.7,24963.8,24142.1,821.8,25443.1,24605.6,837.5
Bahamas,11,8,397.6,82.7,2001.7,2002.9,2000.9,2003.4,907.3,904.3,885.1,913.5,65.0,71.1,55.4,70.3,9.0,22.2,10.6,27.1,104.8,94.0,10.9,8110.6,7274.1,836.4,8266.3,7413.8,852.5
Sint Maarten (Dutch part),8,1,1206.2,85.8,2015.0,2015.0,2015.0,2015.0,893.8,893.8,894.0,894.0,46.0,46.0,46.1,46.1,6.0,6.0,6.0,6.0,161.4,156.4,5.0,12503.6,12112.5,391.1,12743.7,12345.1,398.6
Spain,5,5,245.8,215.5,2004.8,2004.8,2004.1,2005.7,2966.2,2951.3,2853.9,2976.5,215.0,225.0,219.6,244.4,11.0,145.6,134.4,221.4,72.7,55.3,17.4,5621.7,4275.7,1346.0,5729.7,4357.8,1371.8
Canada,4,4,43.8,57.8,2013.5,2013.5,2013.2,2012.9,855.3,955.8,853.2,820.6,87.0,101.0,79.6,71.1,16.0,27.0,37.6,43.4,8.5,7.3,1.2,649.4,557.3,92.1,661.8,568.0,93.8
Dominican Republic,4,3,22.0,25.2,2001.0,1996.0,2004.1,2001.8,1093.7,1147.8,1145.1,1128.0,87.0,129.8,125.1,118.7,34.5,45.5,34.5,40.9,6.3,5.8,0.6,485.0,442.6,42.5,494.3,451.1,43.3
Antigua and Barbuda,3,3,102.3,100.7,2009.7,2009.7,2010.7,2006.9,948.0,948.8,948.7,949.0,74.0,72.0,70.7,75.4,53.0,44.3,38.7,59.1,17.9,13.3,4.6,1387.2,1031.3,355.9,1413.8,1051.1,362.8
Trinidad and Tobago,3,3,21.9,29.8,2009.3,2009.3,2009.0,2008.8,1359.6,1361.1,1363.2,1364.4,123.0,128.0,129.9,131.2,41.0,39.7,41.6,42.6,7.3,6.1,1.2,563.4,471.0,92.3,574.2,480.1,94.1
Turks and Caicos Islands,3,3,305.0,34.5,2001.0,2001.0,2001.8,2002.1,767.5,1067.0,1021.2,1073.9,45.0,60.0,66.1,69.4,7.0,7.0,7.2,7.3,71.8,67.9,3.9,5561.8,5261.9,299.8,5668.5,5363.0,305.6
