Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Jeddah,3310,1142,450071.6,475044.9,2003.5,2006.9,2010.4,2010.4,1499.0,2179.0,2410.7,2389.9,132.0,223.7,237.9,246.4,24.0,62.8,28.8,32.6,41285.5,38993.8,2291.7,3194271.3,3018073.5,176197.8,3255601.3,3076020.5,179580.8
Al Jubayl,1498,935,90100.3,151902.0,2009.7,2010.1,2011.5,2011.6,547.0,1851.1,1955.0,1958.0,87.0,186.0,405.6,410.0,21.0,47.0,70.1,71.7,11576.7,9945.4,1631.3,895142.0,769491.9,125650.1,912328.8,784266.1,128062.6
Ras Tanura,1276,790,275324.0,522011.5,2007.6,2008.3,2008.6,2008.6,486.7,1945.8,2904.3,2951.0,95.5,245.0,494.4,496.3,35.0,146.7,68.1,68.1,19327.1,16874.7,2452.4,1496042.5,1306630.2,189412.3,1524766.5,1331717.5,193049.0
Dammam,1080,701,47527.7,51132.3,2007.8,2008.4,2009.0,2009.1,348.3,782.1,965.3,980.1,34.0,86.7,246.4,291.9,20.0,70.0,30.0,36.8,4161.2,3714.4,446.7,321676.3,287341.6,34334.7,327852.5,292858.6,34993.9
Juaymah,1048,529,681792.3,1303734.6,2008.1,2008.7,2009.4,2009.4,3867.2,4542.9,4811.9,4861.3,347.0,400.8,776.8,782.7,35.0,54.7,68.0,68.3,40022.8,37303.8,2718.9,3098522.2,2888475.2,210047.0,3158013.8,2943933.9,214079.9
Rabigh,1038,389,179392.2,207431.6,2006.7,2007.4,2009.2,2009.1,1708.8,2423.7,2159.2,2156.2,129.0,228.7,197.3,210.1,24.0,42.5,34.2,36.3,18003.0,17182.7,820.3,1393924.6,1330585.0,63339.7,1420688.0,1356132.2,64555.8
Duba,704,51,3620.5,3545.0,1992.1,2001.7,1997.4,2003.1,153.0,1169.7,362.8,637.4,11.0,435.7,230.9,325.2,25.0,75.1,66.1,52.9,1048.9,483.4,565.5,80134.3,37066.0,43068.3,81672.9,37777.7,43895.2
Yanbu Industrial,678,451,86140.7,150843.3,2007.9,2009.3,2007.4,2007.3,2319.0,2715.0,2337.8,2346.2,212.0,272.0,392.7,396.6,38.0,57.7,65.3,65.0,8843.3,7451.6,1391.7,684252.3,576804.6,107447.7,697390.0,587879.2,109510.7
Al Jubail,561,341,30196.2,38133.5,2007.5,2008.3,2009.7,2009.8,464.8,1457.5,1115.3,1163.3,40.0,138.4,251.9,273.6,21.0,51.0,34.9,34.9,3074.4,2762.1,312.3,237876.2,213810.6,24065.6,242443.4,217915.7,24527.7
Ras Al Khair,225,177,7863.1,11251.9,2009.9,2010.3,2009.7,2009.9,524.4,1276.1,1534.8,1429.2,100.0,163.0,349.9,345.1,16.0,59.8,53.1,57.2,948.8,882.9,65.9,73256.2,68222.7,5033.5,74662.7,69532.6,5130.1
Khafji,128,69,1091.2,1495.8,2005.2,2005.2,1997.8,1998.5,438.5,1718.0,2040.4,1894.0,227.5,916.8,529.7,458.2,23.0,119.7,106.0,107.2,284.8,252.1,32.7,21692.9,19220.1,2472.8,22109.4,19589.1,2520.3
Yanbu,128,108,6190.9,10518.1,2005.5,2007.2,2008.8,2010.0,1326.1,1771.5,1879.5,1891.6,159.5,223.9,321.1,329.6,47.0,94.4,107.6,104.6,720.7,589.4,131.3,55617.6,45553.7,10063.9,56685.4,46428.3,10257.1
Jizan,112,95,5325.9,8560.3,2006.2,2007.0,2008.9,2008.7,1867.7,2138.4,1702.6,1704.1,181.5,301.8,368.4,339.3,54.0,85.0,90.8,94.5,946.8,656.6,290.2,73104.4,50654.7,22449.7,74508.0,51627.3,22880.8
Safaniya,12,6,178.3,203.1,2014.7,2013.3,2017.7,2017.7,169.9,1186.1,1201.8,1207.1,77.5,696.2,298.4,285.5,23.0,24.7,24.3,24.1,39.2,35.2,4.0,2995.7,2691.4,304.3,3053.2,2743.1,310.1
Umm Lajj,3,3,0.9,0.9,1983.7,1983.7,1985.9,1989.0,1319.9,1229.9,1032.7,799.3,1303.0,1057.0,1260.5,1110.4,93.0,86.3,78.9,80.8,5.0,4.7,0.2,373.1,355.4,17.7,380.3,362.3,18.0
Buraydah,2,2,188.9,326.3,2001.5,2001.5,1996.0,1996.0,3734.6,3734.6,6819.7,6857.9,174.0,174.0,284.6,284.7,424.5,424.5,237.7,237.5,26.1,15.7,10.5,2014.5,1214.6,799.9,2053.2,1237.9,815.3
Ras Al Mishab,2,2,1.3,2.3,2004.5,2004.5,1999.2,1998.6,1762.6,1762.6,865.8,1394.9,1899.5,1899.5,3426.4,3608.1,270.5,270.5,381.9,395.2,8.5,7.6,1.0,639.0,566.9,72.0,651.3,577.8,73.4
