Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Service - tug,5725,225,3500.1,3140.1,2011.3,2009.9,2011.6,2011.5,202.1,573.8,355.2,349.7,46.0,343.6,396.3,372.2,23.0,93.3,145.3,140.8,2713.6,2063.7,649.9,203936.6,155107.5,48829.0,207852.2,158085.6,49766.6
Offshore,3141,181,1907.2,1493.0,2011.2,2010.0,2010.8,2010.4,259.6,806.6,437.3,448.3,52.0,357.0,604.4,574.9,25.0,149.2,203.4,220.1,3230.7,2341.6,889.1,242599.2,175845.1,66754.1,247257.1,179221.3,68035.8
Service - other,940,60,426.3,284.3,2010.0,2010.1,2007.9,2007.7,270.0,1212.0,540.3,549.2,47.0,447.3,961.7,1084.1,24.0,106.3,182.4,183.4,839.3,620.5,218.8,63019.8,46592.0,16427.9,64229.8,47486.5,16743.3
Oil tanker,803,136,39263.7,71674.6,2004.5,2006.6,2003.6,2003.6,387.0,931.9,1275.0,1315.8,76.0,178.5,328.5,330.8,35.0,50.4,77.5,77.5,4909.0,3479.7,1429.4,379377.6,268872.8,110504.9,386661.7,274035.1,112626.6
Chemical tanker,772,170,13249.8,21783.6,2011.9,2010.4,2011.7,2011.7,336.7,940.7,603.8,602.6,52.0,126.7,220.1,220.5,35.0,39.8,55.7,55.6,2374.7,1762.4,612.3,183841.9,136461.8,47380.0,187371.6,139081.9,48289.7
Container,314,95,6631.7,7443.7,2006.8,2007.1,2007.9,2007.8,140.9,327.9,306.4,314.5,14.0,58.3,97.9,100.0,16.0,18.4,19.5,19.2,747.2,629.5,117.7,57819.0,48715.2,9103.8,58929.1,49650.5,9278.6
Bulk carrier,97,87,789.5,1350.4,2008.1,2009.0,2009.5,2009.5,213.6,304.6,307.2,308.1,30.0,65.8,101.7,103.2,88.0,125.1,135.7,135.3,109.9,64.5,45.4,8484.6,4989.5,3495.2,8647.5,5085.3,3562.3
General cargo,45,41,210.0,275.8,2004.9,2005.7,2007.1,2007.2,218.2,437.6,350.6,340.9,28.0,51.0,97.5,97.8,45.0,70.4,55.5,58.6,60.8,40.3,20.6,4645.3,3097.9,1547.5,4734.5,3157.3,1577.2
Ro-Ro,36,19,862.3,566.2,2006.1,2004.2,2004.3,2003.9,416.0,2575.2,971.3,1059.9,46.5,596.2,908.7,1631.4,40.5,120.1,133.9,183.7,267.9,225.8,42.1,20314.7,17106.9,3207.8,20704.8,17435.4,3269.4
Liquefied gas tanker,24,16,1088.2,1254.1,2009.9,2007.4,2015.5,2015.5,728.8,1340.4,1461.4,1448.1,59.5,115.5,304.7,304.5,22.5,36.2,57.5,57.7,136.6,116.6,20.0,10541.6,9013.4,1528.2,10744.0,9186.5,1557.5
Ferry-RoPax,9,4,177.8,26.7,1989.0,1991.8,1981.7,1979.2,1308.5,3105.8,3639.7,3582.7,134.0,820.9,1994.9,1909.2,81.0,239.8,224.7,199.6,117.8,98.1,19.6,8860.7,7372.8,1487.9,9030.9,7514.4,1516.5
Ferry-pax only,5,1,3.2,0.5,1972.0,1972.0,1972.0,1972.0,256.1,256.1,417.2,417.2,306.0,306.0,326.6,326.6,83.0,83.0,121.4,121.4,3.4,2.5,0.9,253.4,188.1,65.3,258.3,191.7,66.6
Miscellaneous - other,1,1,4.1,6.9,1972.0,1972.0,1972.0,1972.0,200.5,200.5,200.5,200.5,21.0,21.0,21.0,21.0,264.0,264.0,264.0,264.0,1.4,0.7,0.8,109.2,52.7,56.5,111.3,53.7,57.5
