Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,3089,605,453581.6,488328.4,2007.6,2008.3,2010.3,2010.2,872.2,1522.2,1737.0,1721.3,85.0,103.9,176.4,175.8,17.0,20.0,16.8,16.8,43261.9,42035.1,1226.8,3348997.7,3254242.2,94755.5,3413298.5,3316723.7,96574.8
Oil tanker,2646,1085,394754.1,745852.3,2007.9,2008.9,2008.6,2008.6,561.9,1449.1,1353.6,1351.8,61.0,152.6,305.0,304.8,40.0,49.7,50.8,50.7,24707.3,19796.9,4910.4,1913390.7,1533034.1,380356.6,1950127.8,1562468.4,387659.4
Chemical tanker,1474,609,48064.3,77973.3,2009.3,2009.7,2009.4,2009.4,850.9,1362.9,1509.1,1505.7,97.5,149.5,270.3,270.0,52.0,67.5,70.5,70.5,8005.6,6388.0,1617.6,618452.0,493944.2,124507.8,630326.3,503428.0,126898.3
Bulk carrier,1251,912,86457.4,156733.0,2009.9,2009.8,2011.0,2011.0,717.5,1866.1,2101.4,2167.1,97.0,194.4,515.2,524.2,112.0,169.9,220.7,223.0,7762.3,6686.5,1075.8,600683.0,517486.8,83196.2,612216.1,527422.6,84793.6
General cargo,901,333,10932.6,14602.7,1991.7,2001.8,2005.1,2005.4,478.3,1425.4,1393.5,1383.1,71.0,154.0,289.2,287.2,36.0,73.8,79.0,80.3,2018.9,1787.5,231.4,155033.1,137595.8,17437.3,158009.7,140237.6,17772.1
Ro-Ro,545,40,8711.1,6327.5,1994.2,1997.0,2008.7,2008.7,319.8,731.6,881.2,958.3,40.0,88.5,171.0,163.0,12.0,54.2,37.2,36.4,1237.7,1017.8,219.9,95448.2,78622.1,16826.1,97280.8,80131.7,17149.1
Vehicle,514,263,59036.1,20106.6,2007.8,2007.9,2008.3,2008.1,642.1,2032.2,1923.5,1928.4,47.5,134.3,261.9,264.6,13.0,18.4,23.2,22.9,3611.8,3522.6,89.3,279726.6,272812.1,6914.5,285097.3,278050.1,7047.2
Service - tug,427,228,187.9,158.2,2007.8,2007.9,2008.9,2008.7,317.6,523.6,454.1,455.4,66.0,228.9,409.7,420.0,55.0,117.5,130.9,135.9,240.6,197.8,42.7,18073.2,14863.5,3209.6,18420.2,15148.9,3271.2
Liquefied gas tanker,400,165,25826.5,30101.2,2008.4,2009.3,2008.5,2008.4,1475.0,2476.2,2188.6,2185.5,125.5,221.1,280.5,280.2,39.0,48.9,52.7,52.7,3150.4,2818.8,331.6,243321.2,217915.6,25405.6,247992.9,222099.6,25893.4
Ferry-RoPax,378,12,1190.8,339.7,1989.5,1984.1,1985.1,1986.9,119.5,503.9,208.6,184.3,10.0,84.2,307.7,162.9,7.0,42.3,37.8,26.7,441.0,335.8,105.2,33469.3,25517.1,7952.2,34111.9,26007.0,8104.9
Offshore,168,117,940.0,1496.5,2007.5,2010.4,2005.1,2003.5,333.3,773.3,1460.1,2349.9,75.5,400.6,490.1,427.2,65.5,195.2,102.6,52.0,354.2,280.2,74.0,26644.9,21087.8,5557.1,27156.5,21492.7,5663.8
Service - other,52,38,81.3,62.2,2010.3,2010.1,2005.9,2005.2,387.7,828.6,723.8,630.7,108.5,359.4,1292.7,762.6,82.5,252.1,157.6,147.4,77.3,53.2,24.2,5819.9,4004.3,1815.7,5931.7,4081.1,1850.5
Refrigerated bulk,41,5,655.3,615.1,2006.9,2004.0,2006.9,2006.9,330.9,769.5,1149.5,1149.7,23.0,122.3,234.5,235.1,8.0,7.8,7.8,7.8,216.2,204.4,11.7,16524.7,15636.0,888.7,16842.0,15936.2,905.8
Miscellaneous - other,5,1,71.0,118.3,1972.0,1972.0,1972.0,1972.0,705.6,705.6,692.0,692.0,74.0,74.0,75.5,75.5,11.0,11.0,102.0,102.0,14.3,12.9,1.4,1099.5,995.0,104.6,1120.6,1014.1,106.6
Cruise,3,2,214.4,26.6,1993.3,1992.0,1989.3,1989.6,1371.6,2793.7,3150.3,2955.7,238.0,261.5,327.1,319.5,12.0,211.5,69.7,85.4,81.3,44.1,37.2,6297.8,3415.6,2882.3,6418.8,3481.2,2937.6
Ferry-pax only,2,2,0.6,0.1,1983.0,1983.0,1973.2,1973.0,300.2,300.2,342.0,343.2,59.5,59.5,96.5,97.2,60.5,60.5,91.3,91.9,0.5,0.3,0.2,35.6,19.9,15.7,36.3,20.3,16.0
