Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Safaniya,2439,335,2040.3,1853.7,2011.6,2010.7,2012.5,2012.7,268.7,845.7,501.8,516.2,65.0,373.1,456.6,413.7,23.0,138.5,176.7,171.3,1985.6,1507.2,478.4,149335.5,113393.9,35941.6,152202.7,115571.1,36631.6
Ras Al Khair,2404,296,2148.0,2109.0,2011.8,2010.6,2012.9,2013.0,202.6,646.0,489.9,505.7,41.0,286.7,500.7,462.3,21.0,113.5,105.3,101.2,1613.5,1224.2,389.3,121326.3,92062.2,29264.0,123655.7,93829.8,29825.9
Ras Tanura,1583,398,5724.7,8882.6,2010.4,2010.0,2008.2,2007.9,222.8,607.6,641.8,725.7,44.0,209.5,280.9,288.8,29.0,112.1,65.4,55.9,1505.7,998.1,507.5,114453.6,75890.3,38563.3,116651.1,77347.3,39303.7
Al Jubayl,1364,339,5859.0,9354.0,2011.6,2010.7,2010.3,2010.2,198.4,776.2,775.0,841.2,44.0,182.5,286.6,286.3,25.0,64.2,47.0,43.1,1478.9,1101.6,377.2,112970.9,84218.5,28752.4,115139.9,85835.5,29304.5
Al Jubail,1064,222,1560.0,2094.1,2010.5,2009.9,2011.1,2011.0,149.0,528.8,487.2,602.8,19.0,119.4,267.1,258.1,30.0,101.1,67.3,60.3,671.1,493.1,178.0,50807.0,37380.9,13426.1,51782.5,38098.6,13683.9
Ras Al Mishab,806,200,393.8,315.0,2011.2,2010.6,2010.2,2009.5,219.8,595.5,387.4,388.6,50.0,316.2,651.0,633.2,27.0,87.0,137.1,137.0,626.3,479.9,146.4,47031.8,36039.4,10992.4,47934.8,36731.3,11203.5
Dammam,554,236,3912.4,4237.0,2009.2,2009.5,2007.6,2008.1,209.0,478.7,229.1,227.7,35.0,196.0,101.8,90.3,23.0,128.3,44.6,46.1,629.0,454.6,174.4,48114.8,34793.7,13321.1,49038.6,35461.8,13576.8
Yanbu Industrial,463,181,14134.1,25380.9,2006.5,2007.9,2003.5,2003.4,235.9,695.5,890.2,930.6,33.0,191.9,330.4,337.5,30.0,44.0,62.8,61.6,1888.4,1358.3,530.1,145903.1,104941.3,40961.8,148704.5,106956.2,41748.3
Jeddah,461,200,8176.1,12152.4,2005.6,2006.2,2006.9,2007.1,448.4,691.3,703.7,665.5,114.0,219.0,250.4,231.3,27.0,53.3,72.9,77.9,1758.8,1400.8,358.0,135440.6,107802.3,27638.4,138041.1,109872.1,28169.0
Rabigh,266,106,6610.0,11368.2,2005.5,2006.6,2004.1,2004.0,238.3,538.2,662.1,694.3,52.0,187.2,314.7,323.4,31.0,50.2,126.4,132.7,1231.1,790.3,440.8,95286.3,61155.2,34131.1,97115.8,62329.4,34786.5
Juaymah,202,99,12015.8,22731.7,2007.0,2008.0,2004.1,2004.2,391.7,1040.7,2887.5,2961.6,100.0,267.8,292.9,290.6,38.0,129.7,76.5,75.3,995.5,768.7,226.8,76607.0,59173.0,17433.9,78077.8,60309.1,17768.7
Jizan,139,48,3885.7,6266.5,2008.9,2007.5,2007.5,2007.3,659.9,2711.4,1054.4,1067.7,112.0,992.6,485.0,434.2,30.0,147.4,78.0,73.3,739.1,599.1,140.0,56630.6,45850.6,10780.0,57717.9,46731.0,10987.0
Duba,101,36,1444.5,2224.2,2009.5,2006.2,2009.6,2010.7,507.0,709.7,655.8,642.3,131.0,169.1,228.3,231.1,31.0,102.5,61.2,48.6,284.8,200.5,84.3,21972.7,15462.6,6510.1,22394.6,15759.5,6635.1
Yanbu,37,30,122.9,204.3,2000.3,2003.7,2006.4,2006.7,236.2,350.2,283.7,285.3,41.0,125.3,114.5,116.5,25.0,128.3,70.8,63.2,40.7,20.3,20.4,3103.9,1552.1,1551.8,3163.4,1581.9,1581.6
Khafji,15,13,65.8,96.6,2010.5,2009.6,2006.7,2006.3,1089.9,2970.7,1197.7,1165.4,176.0,990.8,1027.1,876.1,105.0,264.9,124.0,84.5,50.0,39.9,10.1,3763.7,3000.0,763.6,3835.9,3057.6,778.3
Umm Lajj,12,8,16.3,26.6,1999.4,2008.0,2006.1,2005.4,193.8,418.4,918.1,1176.8,37.5,85.3,189.3,196.6,45.5,92.7,48.9,47.4,6.7,4.3,2.4,503.9,327.0,176.8,513.5,333.3,180.2
Al Khobar,2,2,4.5,3.1,1988.5,1988.5,1983.1,1981.7,4902.2,4902.2,3693.6,5040.6,833.5,833.5,639.7,587.2,602.5,602.5,968.3,1067.5,7.4,5.0,2.4,552.1,372.6,179.5,562.7,379.7,183.0
