Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Jeddah,3253,1120,382517.9,395729.1,2003.3,2006.8,2010.3,2010.4,1051.9,2255.3,2092.4,2039.4,105.0,203.9,218.7,222.8,19.0,56.3,33.1,43.8,35252.0,33934.2,1317.8,2727407.8,2625902.0,101505.9,2779774.1,2676319.3,103454.8
Al Jubayl,1512,938,62696.4,107591.2,2009.7,2010.2,2010.6,2010.7,579.0,1161.1,1362.8,1380.3,54.0,123.4,371.0,383.1,75.0,92.5,93.2,93.7,7608.8,5751.3,1857.5,588188.2,445005.5,143182.7,599481.4,453549.6,145931.8
Ras Tanura,1353,846,103368.6,193817.4,2007.8,2008.7,2007.8,2007.8,480.6,873.8,1046.5,1059.1,53.0,145.0,275.7,278.6,41.0,70.7,48.5,48.4,7878.3,5620.3,2258.0,609403.9,434693.7,174710.2,621104.4,443039.8,178064.6
Dammam,1266,756,45963.4,66859.6,2008.0,2008.6,2010.1,2010.4,351.9,1083.0,721.1,984.4,32.0,131.9,381.8,467.4,29.0,113.6,208.5,255.4,4753.9,3960.1,793.8,367432.3,306235.1,61197.2,374487.0,312114.8,62372.2
Juaymah,1104,541,212871.4,400052.1,2008.1,2008.7,2009.3,2009.4,526.5,1490.3,1423.6,1413.6,50.0,138.9,300.5,302.0,42.0,61.1,46.5,46.7,10310.8,8920.9,1389.9,798465.1,690921.7,107543.4,813795.7,704187.4,109608.2
Rabigh,1061,379,181585.7,210087.4,2006.5,2007.0,2009.1,2009.0,1700.2,1969.9,2140.7,2127.2,140.0,171.1,184.9,189.1,17.0,25.3,17.7,18.6,18180.9,17744.4,436.5,1407292.9,1373567.4,33725.5,1434312.9,1399939.9,34373.0
Duba,707,53,3153.9,3192.9,1992.0,2000.7,1998.1,2004.6,119.9,1210.4,326.4,646.5,12.0,271.0,312.9,352.1,7.0,94.2,127.1,215.1,777.8,600.7,177.2,59532.3,46003.4,13528.9,60675.3,46886.7,13788.6
Yanbu Industrial,668,439,65584.9,113543.6,2008.0,2009.4,2007.2,2007.1,1432.2,2211.4,1900.2,1899.6,194.0,255.2,345.9,347.5,34.0,50.8,54.5,54.4,6290.6,5230.5,1060.1,486798.4,404802.9,81995.5,496145.0,412575.1,83569.9
Al Jubail,407,309,11260.3,17880.4,2007.1,2008.3,2009.1,2009.4,516.8,1099.3,888.2,1010.5,55.0,122.7,262.9,287.3,41.0,113.0,142.7,157.3,1503.1,1172.5,330.6,116070.7,90633.2,25437.5,118299.3,92373.4,25925.9
Ras Al Khair,205,158,8634.2,12452.5,2009.3,2009.6,2008.1,2008.2,688.6,1390.0,1883.1,1774.2,90.0,167.8,594.2,680.6,108.0,163.2,100.0,101.7,982.1,813.5,168.6,75775.3,62859.7,12915.6,77230.2,64066.6,13163.6
Yanbu,132,112,7468.6,13054.4,2004.9,2006.5,2010.0,2010.4,1631.2,2272.4,2312.6,2395.2,172.5,228.3,347.7,349.6,55.0,96.5,99.9,102.3,834.7,751.2,83.4,64413.5,58005.3,6408.2,65650.2,59119.0,6531.2
Khafji,118,64,1076.9,1382.0,2005.4,2005.9,1993.4,1993.6,121.9,522.7,2057.9,1770.2,26.0,161.4,508.5,503.0,20.5,85.4,160.3,159.9,187.5,170.1,17.4,14405.2,13087.7,1317.5,14681.7,13338.9,1342.8
Jizan,84,77,4050.9,6482.0,2007.5,2007.8,2009.8,2009.7,1861.1,1945.7,1862.8,1860.1,162.0,179.1,225.1,227.7,66.0,128.8,124.8,134.4,494.0,434.6,59.4,38156.8,33583.7,4573.1,38889.4,34228.5,4660.9
Safaniya,18,11,165.0,174.7,2012.4,2009.7,2017.6,2017.7,251.9,398.4,585.4,575.4,43.0,1026.5,567.7,231.6,31.5,237.7,305.4,174.9,56.6,39.8,16.7,4287.8,3005.9,1281.9,4370.1,3063.7,1306.5
Ras Al Mishab,3,3,11.6,13.2,2007.7,2007.7,2004.1,2003.6,906.7,960.5,336.5,319.8,242.0,824.3,517.4,462.2,1241.0,1026.7,1137.2,1157.8,30.2,9.5,20.7,2316.0,724.2,1591.8,2360.4,738.1,1622.3
Al Khobar,2,2,107.0,202.7,1996.5,1996.5,1997.8,1997.8,475.6,475.6,586.2,589.2,173.5,173.5,117.4,116.6,328.5,328.5,598.1,601.7,15.2,5.5,9.7,1176.1,426.5,749.6,1198.7,434.7,763.9
Buraydah,2,2,139.3,240.6,2001.5,2001.5,1996.0,1996.0,2734.1,2734.1,5028.7,5057.2,390.5,390.5,377.0,377.0,200.0,200.0,377.4,377.6,18.3,16.7,1.6,1404.5,1280.3,124.2,1431.5,1304.9,126.6
Umm Lajj,1,1,49.4,86.0,2006.0,2006.0,2006.0,2006.0,5978.0,5978.0,5978.0,5978.0,790.0,790.0,790.0,790.0,64.0,64.0,64.0,64.0,6.5,6.0,0.5,490.8,454.0,36.8,500.2,462.7,37.5
