Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Safaniya,2453,338,2039.2,1861.9,2011.6,2011.0,2013.2,2013.6,222.1,640.8,518.7,543.6,46.0,280.4,564.7,534.2,20.0,72.7,118.0,113.1,1679.7,1260.2,419.5,126303.8,94780.6,31523.2,128728.8,96600.4,32128.4
Ras Al Khair,2422,313,2261.4,2283.3,2011.8,2010.8,2012.6,2012.6,258.7,644.1,452.0,443.8,59.0,248.6,272.3,246.9,29.0,100.7,175.4,166.8,1710.2,1163.8,546.4,128617.3,87523.7,41093.6,131086.8,89204.2,41882.6
Ras Tanura,1539,357,3094.4,4733.1,2010.3,2009.5,2008.7,2008.4,200.4,815.4,469.2,505.0,33.0,326.3,345.6,292.0,31.0,87.7,77.7,68.2,1409.8,1052.7,357.1,106782.9,79631.8,27151.0,108833.1,81160.8,27672.3
Al Jubayl,1369,341,3686.7,5487.6,2011.6,2010.4,2009.8,2009.6,165.5,565.1,454.0,481.2,31.0,174.3,195.8,185.4,20.0,69.6,75.6,75.0,1128.5,773.0,355.5,85945.7,58755.4,27190.3,87595.8,59883.5,27712.3
Al Jubail,1214,254,3501.9,3720.4,2010.3,2009.9,2009.7,2009.5,187.5,405.2,197.2,197.6,36.0,215.5,86.7,75.2,19.0,64.6,39.9,37.9,930.7,684.0,246.6,70586.3,51859.0,18727.3,71941.6,52854.7,19086.8
Ras Al Mishab,819,205,392.6,310.5,2011.2,2010.6,2010.6,2010.1,226.7,658.8,381.4,378.7,62.0,276.7,437.0,434.1,25.0,109.3,181.8,174.6,610.7,454.4,156.3,45863.2,34128.2,11735.0,46743.8,34783.5,11960.3
Jeddah,518,224,9274.1,14518.2,2005.6,2006.6,2006.4,2006.5,207.9,1134.1,663.8,659.8,28.0,346.2,348.6,338.7,17.0,59.4,51.1,47.9,1810.3,1514.5,295.9,139119.5,116394.7,22724.8,141790.6,118629.4,23161.2
Yanbu Industrial,477,189,25201.7,45345.1,2006.3,2007.7,2004.7,2004.7,575.0,1184.2,1391.1,1436.4,147.0,193.3,295.0,295.6,37.0,59.5,86.1,87.4,3125.9,2264.1,861.8,241627.1,174947.0,66680.1,246266.4,178306.0,67960.4
Dammam,346,148,1179.4,1116.9,2009.4,2009.5,2009.5,2009.0,159.6,854.9,543.8,504.4,27.5,382.8,269.2,257.7,64.0,351.7,92.0,79.7,413.1,283.6,129.5,31282.5,21529.1,9753.4,31883.1,21942.4,9940.6
Rabigh,241,120,6216.4,10534.3,2006.4,2006.6,2004.8,2004.5,281.1,669.1,744.9,756.4,67.0,140.9,348.2,360.1,22.0,38.4,53.3,54.2,959.5,783.9,175.6,74273.3,60687.3,13586.1,75699.4,61852.5,13846.9
Juaymah,180,89,5489.9,10329.9,2007.4,2008.0,2002.7,2002.7,456.3,958.0,3308.8,3512.7,101.5,289.3,424.0,423.7,27.5,94.0,46.6,44.3,442.0,374.0,68.0,33796.2,28667.0,5129.2,34445.1,29217.4,5227.7
Jizan,171,61,3861.3,6002.4,2007.8,2007.2,2008.2,2008.8,582.3,916.2,831.0,810.7,55.0,294.6,239.8,187.4,57.0,104.1,112.1,116.4,894.8,504.2,390.6,69110.3,38868.8,30241.6,70437.3,39615.1,30822.2
Duba,97,32,1564.7,2496.7,2010.6,2007.9,2009.9,2010.1,480.8,561.1,673.3,672.5,65.0,150.7,270.6,276.9,32.0,64.4,34.6,32.9,266.0,237.6,28.5,20543.1,18358.5,2184.6,20937.5,18711.0,2226.5
Yanbu,34,30,313.8,514.0,2002.3,2005.1,2006.3,2006.5,293.1,1008.0,595.3,576.3,83.0,400.6,305.3,257.5,45.0,74.6,57.0,59.0,72.5,62.5,10.0,5540.9,4773.9,767.0,5647.3,4865.6,781.7
Khafji,17,15,26.4,38.7,2007.9,2006.9,2006.4,2006.0,457.6,555.3,458.1,459.3,61.0,246.2,160.1,89.4,55.0,598.6,331.6,241.6,38.0,13.8,24.3,2869.5,1037.2,1832.2,2924.5,1057.1,1867.4
Umm Lajj,14,9,6.3,3.9,1995.6,2004.2,2012.2,2008.7,259.9,1065.0,609.2,420.8,88.0,1178.2,2011.0,1676.8,25.5,38.3,42.0,42.2,14.2,13.4,0.8,1068.7,1009.7,59.1,1089.2,1029.0,60.2
Al Khobar,1,1,3.9,3.0,1980.0,1980.0,1980.0,1980.0,9281.9,9281.9,9281.9,9281.9,3131.0,3131.0,3131.0,3131.0,65.0,65.0,65.0,65.0,6.3,6.2,0.1,473.4,463.8,9.6,482.5,472.7,9.8
