Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Sweden,4419,531,21623.1,8281.1,1993.4,1999.6,1993.9,1998.3,167.3,400.5,238.6,285.3,12.0,45.5,67.1,66.5,5.0,75.8,24.4,40.7,5216.5,4041.7,1174.8,391605.1,303397.2,88207.9,399123.9,309222.5,89901.5
Denmark,1377,639,5206.5,7035.8,1993.5,1998.7,2006.8,2007.5,362.0,439.2,455.2,480.1,38.0,56.9,69.5,76.6,30.0,87.7,91.3,105.2,1458.5,880.4,578.1,109372.7,65958.0,43414.8,111472.7,67224.4,44248.3
Germany,1137,541,16013.0,17077.2,1998.3,1999.5,2010.4,2010.3,373.6,526.9,766.5,772.3,42.0,83.6,65.9,67.0,28.0,95.4,71.0,71.6,2205.8,1769.6,436.2,165592.6,132842.0,32750.5,168771.9,135392.6,33379.3
Russian Federation,968,390,7127.8,9976.4,2003.6,2002.6,2007.7,2007.7,574.7,570.1,542.2,552.8,56.0,84.1,109.9,109.1,31.0,68.4,49.6,46.5,1676.9,1209.6,467.3,125784.6,90699.7,35084.9,128199.7,92441.1,35758.6
Finland,740,247,4544.8,4775.1,2003.0,2002.9,2004.0,2003.8,474.4,592.3,463.0,496.9,43.0,63.6,46.5,55.5,15.0,62.3,38.0,38.0,1340.3,1147.5,192.8,100614.0,86136.6,14477.3,102545.8,87790.5,14755.3
Netherlands,634,399,13844.7,16059.7,2003.0,2003.3,2010.9,2010.2,721.8,781.2,959.6,948.3,71.0,92.8,76.3,82.9,40.0,115.9,79.7,90.8,2108.1,1596.2,511.9,158148.3,119716.3,38432.0,161184.7,122014.8,39169.9
Lithuania,589,209,1047.5,1199.6,1998.7,1997.7,2003.4,2003.2,138.4,260.5,194.3,208.0,17.0,54.0,46.6,52.4,19.0,90.2,33.8,37.8,382.0,250.7,131.3,28665.8,18806.9,9859.0,29216.2,19168.0,10048.2
Norway,573,334,2537.2,3262.3,1998.0,2000.3,2004.6,2004.7,694.1,742.0,810.7,779.9,71.0,87.6,108.5,98.1,28.0,68.0,56.0,61.8,690.3,568.8,121.4,51599.6,42481.1,9118.5,52590.3,43296.7,9293.6
United Kingdom of Great Britain and Northern Ireland,422,235,6186.8,7332.4,2002.1,2003.0,2010.1,2009.7,873.0,970.9,1052.7,1059.3,81.0,101.1,96.0,103.9,25.0,99.0,86.2,93.0,1123.9,843.5,280.4,84420.4,63369.6,21050.8,86041.3,64586.3,21455.0
Latvia,301,143,517.8,660.6,1994.2,1997.9,2004.0,2004.6,342.3,466.6,362.6,357.9,41.0,108.0,79.2,70.2,35.0,90.2,79.7,75.4,293.4,193.6,99.8,22034.6,14539.0,7495.6,22457.6,14818.2,7639.5
Estonia,159,117,806.2,805.3,1999.6,2000.4,2006.1,2005.5,431.5,489.2,520.7,532.3,48.0,57.2,60.1,66.4,34.0,74.1,43.5,61.4,226.6,174.3,52.3,17013.1,13086.1,3927.0,17339.7,13337.4,4002.4
Spain,145,125,4592.0,7634.9,2005.1,2004.9,2009.3,2009.4,1563.6,2016.5,2588.4,2537.1,177.0,221.1,355.2,277.7,62.0,111.7,256.9,145.6,660.1,542.3,117.8,50018.2,41173.1,8845.0,50978.5,41963.7,9014.8
Belgium,120,110,1315.1,1741.3,2004.8,2005.1,2006.9,2007.9,791.6,846.9,999.1,1005.8,78.0,93.9,109.9,117.8,40.0,102.6,135.4,171.8,296.8,207.9,88.9,22287.9,15613.5,6674.4,22715.8,15913.2,6802.6
France,71,68,796.7,1232.1,2004.2,2004.0,2008.0,2008.7,945.9,996.0,1168.4,1194.3,95.0,112.0,135.7,144.2,41.0,130.3,206.9,188.8,186.1,120.0,66.1,13995.5,9033.2,4962.4,14264.2,9206.6,5057.6
Portugal,41,34,284.0,398.2,2005.4,2005.2,2002.6,2003.2,1505.1,1550.4,1691.0,1687.2,165.0,180.2,187.5,182.7,39.0,49.1,53.1,56.0,69.7,67.3,2.4,5257.5,5076.6,180.8,5358.4,5174.1,184.3
United States of America,32,32,5221.5,8063.6,2010.5,2010.5,2011.8,2012.1,4619.8,4910.5,4810.8,4750.1,416.0,439.8,483.0,484.9,85.5,128.8,145.6,125.3,552.5,487.5,64.9,42247.6,37371.9,4875.8,43058.8,38089.4,4969.4
Morocco,28,22,1154.5,1817.0,2008.0,2007.9,2008.0,2007.9,2251.6,2296.7,2375.1,2377.8,226.0,276.2,308.0,309.9,101.0,139.3,171.6,172.8,156.6,143.4,13.2,11894.3,10905.1,989.2,12122.6,11114.4,1008.2
Oman,24,1,8.0,6.1,1980.0,1980.0,1980.0,1980.0,167.0,167.0,252.8,252.8,31.5,31.5,134.0,134.0,35.0,35.0,100.0,100.0,13.0,7.9,5.0,972.8,593.7,379.2,991.5,605.1,386.4
Faroe Islands,16,15,199.1,115.9,1989.4,1989.4,1990.8,1993.3,1168.0,1792.0,2387.8,1854.9,108.5,271.5,790.5,614.8,71.0,241.6,509.7,387.7,55.0,45.3,9.7,4138.5,3410.1,728.4,4217.9,3475.6,742.3
Iceland,15,13,142.7,191.6,1996.7,1997.6,2003.5,2005.5,1375.2,1559.9,1480.7,1458.6,130.0,164.4,149.3,141.7,26.0,497.0,335.0,258.6,59.6,37.2,22.4,4493.6,2809.5,1684.1,4579.9,2863.5,1716.4
Brazil,15,15,2874.4,5063.1,2011.9,2011.9,2012.4,2012.6,5295.6,5230.0,5543.1,5542.5,514.0,503.5,548.2,549.1,118.0,142.3,156.8,155.7,259.6,235.9,23.7,19908.6,18126.2,1782.3,20290.8,18474.3,1816.5
Egypt,13,11,3575.5,6522.0,2011.3,2011.6,2011.3,2011.3,4132.4,4174.1,4173.4,4173.4,364.0,371.4,371.0,371.2,28.0,52.5,61.9,61.7,317.0,273.6,43.4,24221.6,20961.6,3260.0,24686.6,21364.0,3322.6
Turkey,12,12,1196.9,2103.1,2004.7,2004.7,2012.2,2012.9,3956.8,3918.7,4021.7,4032.7,361.0,376.2,358.2,356.9,42.0,55.5,45.7,45.0,132.3,123.6,8.7,10121.7,9467.1,654.5,10316.0,9648.9,667.1
Algeria,10,10,403.0,627.9,2005.9,2005.9,2006.8,2006.7,2906.2,2886.7,2871.3,2872.7,283.5,288.9,287.9,288.2,94.5,91.5,97.5,98.1,53.7,49.9,3.8,4090.5,3801.6,288.9,4169.0,3874.5,294.4
Canada,9,9,2371.9,4377.5,2008.4,2008.4,2011.7,2011.7,9904.7,7144.9,9193.4,9403.4,843.0,680.3,956.5,965.8,73.0,116.7,73.4,72.7,217.4,212.9,4.5,16719.4,16385.1,334.4,17040.4,16699.6,340.8
Colombia,9,9,2899.3,5321.0,2011.0,2011.0,2010.6,2010.5,5396.6,5470.7,5471.5,5474.8,516.0,597.3,579.5,578.6,90.0,104.1,108.2,108.4,217.5,211.7,5.8,16729.1,16294.6,434.6,17050.3,16607.4,442.9
Gibraltar,8,8,1136.6,1101.0,2008.8,2008.8,2008.9,2008.9,2322.6,2354.9,2352.0,2357.1,216.0,269.0,193.9,206.6,90.5,176.6,78.0,99.1,159.4,127.6,31.8,12092.0,9705.9,2386.2,12324.2,9892.2,2432.0
Argentina,8,8,2337.2,4306.2,2011.9,2011.9,2012.1,2012.1,7544.6,7479.2,7481.0,7481.9,639.5,649.2,644.5,643.8,157.5,156.8,161.1,161.8,187.3,181.0,6.3,14411.5,13937.9,473.6,14688.2,14205.5,482.7
Italy,7,7,469.1,810.1,2008.6,2008.6,2016.0,2016.2,2833.3,3330.5,4725.2,4827.4,319.0,343.6,446.5,451.0,32.0,31.3,31.2,31.3,54.3,51.8,2.6,4148.6,3956.9,191.6,4228.2,4032.9,195.3
Greece,7,7,919.1,1655.4,2002.6,2002.6,2004.9,2005.0,3704.8,4040.3,4601.5,4621.9,345.0,366.7,417.8,417.5,92.0,132.4,60.8,57.3,98.6,89.0,9.6,7539.3,6820.0,719.3,7684.1,6950.9,733.1
Ireland,7,7,122.0,133.9,2007.3,2007.3,2007.8,2010.0,1366.8,1352.5,1342.4,1303.6,107.0,157.3,161.8,141.0,80.0,292.3,164.4,148.1,44.7,21.7,23.1,3369.4,1636.0,1733.4,3434.1,1667.4,1766.7
