Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,373,267,234.4,320.4,1997.6,1999.7,1998.3,1998.3,154.5,180.0,193.0,186.2,20.0,32.0,126.7,122.5,31.0,61.2,54.6,56.1,105.6,65.1,40.6,7958.3,4907.7,3050.6,8111.1,5002.0,3109.1
Service - tug,349,44,52.3,29.9,1993.1,1991.1,1997.0,1998.4,244.1,392.3,429.5,435.5,77.0,229.8,965.2,964.6,30.0,93.0,228.6,195.6,240.3,177.0,63.3,18041.4,13289.5,4752.0,18387.8,13544.6,4843.2
Service - other,253,27,152.0,177.2,1986.8,1986.5,1994.4,1992.8,207.2,383.9,483.6,534.0,39.0,209.4,312.6,257.6,27.0,261.5,148.0,152.3,244.0,159.9,84.1,18320.6,12006.4,6314.2,18672.4,12236.9,6435.4
Miscellaneous - fishing,173,34,42.5,23.1,1984.0,1985.8,1986.1,1986.9,322.5,1125.9,630.8,655.2,65.0,255.8,1451.6,1575.2,44.0,132.2,417.5,450.9,194.9,134.9,60.0,14634.9,10129.2,4505.8,14915.9,10323.6,4592.3
Oil tanker,112,5,58.2,102.6,1976.9,1995.8,1998.9,2000.2,213.6,238.9,331.2,356.2,28.0,311.3,69.3,64.2,6.0,280.6,17.4,15.5,94.6,56.6,38.0,7108.8,4257.3,2851.5,7245.3,4339.1,2906.2
Container,79,20,162.1,197.4,2007.5,2006.9,2009.5,2009.1,240.9,161.1,182.3,187.1,19.0,25.2,27.8,28.5,10.0,56.6,13.7,13.9,55.5,38.8,16.7,4168.8,2912.8,1255.9,4248.8,2968.8,1280.0
Bulk carrier,67,59,551.6,990.7,2006.9,2007.3,2008.4,2008.3,239.0,284.4,332.4,344.1,24.0,52.8,42.7,41.5,121.0,169.2,183.3,187.0,79.6,34.9,44.7,5975.9,2618.1,3357.8,6090.7,2668.3,3422.3
Offshore,32,6,55.2,79.0,1984.4,1992.3,2002.0,2002.4,273.8,407.2,1282.2,1693.6,37.0,87.4,1298.0,1406.9,46.0,615.5,430.8,452.4,64.1,27.9,36.2,4810.2,2091.1,2719.1,4902.6,2131.3,2771.3
Chemical tanker,25,14,16.2,25.0,2001.5,2001.9,2004.0,2004.0,232.3,155.5,163.8,162.5,22.0,60.3,107.8,107.3,30.0,27.1,30.6,30.9,25.3,15.6,9.6,1896.4,1171.9,724.4,1932.8,1194.4,738.4
Ferry-pax only,22,4,15.5,2.5,1981.0,1982.5,1980.8,1980.9,354.9,1310.5,1185.7,1362.0,134.5,194.9,775.3,744.0,24.0,29.5,155.8,143.5,22.6,17.9,4.8,1700.6,1343.2,357.4,1733.3,1369.0,364.3
Liquefied gas tanker,15,7,4.5,4.5,2010.2,2007.6,2007.2,2007.1,46.6,48.2,54.4,54.4,7.0,12.8,18.0,18.0,25.0,51.0,71.3,71.2,14.2,1.9,12.3,1064.9,140.4,924.5,1085.3,143.1,942.2
Refrigerated bulk,13,11,9.8,7.9,1991.5,1990.7,1993.2,1993.1,230.5,194.4,175.5,166.3,19.0,22.9,26.7,27.4,19.0,286.3,233.3,252.0,56.4,5.3,51.2,4237.0,396.5,3840.4,4318.3,404.1,3914.2
Ferry-RoPax,7,5,39.5,10.6,1997.6,1996.8,1990.9,1990.3,233.9,278.5,362.8,323.4,30.0,55.9,38.1,36.4,47.0,754.8,318.6,346.3,66.8,8.5,58.3,5013.7,638.7,4375.0,5110.0,651.0,4459.0
Ro-Ro,3,3,7.0,3.5,2000.3,2000.3,2009.7,2008.1,120.3,177.1,116.1,120.5,10.0,11.7,9.5,9.8,4.0,9.3,3.0,4.2,1.8,1.5,0.3,132.9,110.2,22.7,135.4,112.3,23.1
Cruise,2,1,13.0,2.7,1973.0,1973.0,1973.0,1973.0,228.6,228.6,228.6,228.6,17.5,17.5,18.1,18.1,6.5,6.5,6.1,6.1,4.8,4.1,0.6,356.8,308.4,48.4,363.7,314.3,49.3
Vehicle,2,2,3.3,1.2,2000.0,2000.0,1997.6,1997.3,149.3,149.3,101.3,104.5,54.5,54.5,71.3,72.9,287.5,287.5,190.5,181.3,7.3,1.2,6.1,548.7,93.1,455.6,559.2,94.9,464.4
