Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Gdynia,3546,930,27360.7,25994.4,1998.9,2002.4,2001.7,2004.7,376.4,714.2,452.4,619.3,36.0,88.7,133.4,175.3,13.0,49.4,36.5,48.5,6012.1,5229.9,782.2,451911.4,393147.7,58763.7,460588.1,400696.1,59892.0
Swinoujscie,2852,348,19430.9,16371.8,1993.2,2001.4,2001.5,2006.5,107.3,750.6,323.5,622.4,9.0,86.4,136.8,231.0,5.0,61.3,49.5,74.5,3330.3,2372.5,957.8,250504.9,178493.4,72011.4,255314.6,181920.5,73394.0
Gdansk,2140,972,38566.3,50796.6,2002.7,2002.7,2011.3,2010.8,530.1,732.4,794.0,815.2,50.0,91.9,139.8,165.2,27.0,51.5,47.3,52.2,5001.2,4067.9,933.2,376033.2,305883.0,70150.2,383253.1,311756.0,71497.1
Szczecin,1555,775,5942.3,8699.5,2000.0,2000.8,2005.9,2006.3,472.7,696.0,823.2,857.8,52.0,93.9,203.0,215.0,26.0,54.4,67.2,68.9,1502.6,1249.5,253.1,113300.2,94245.0,19055.2,115475.6,96054.5,19421.0
Nowy Port,644,260,4288.2,2321.9,1994.9,1998.1,1999.2,2003.7,298.5,568.1,454.4,668.6,30.5,70.0,104.4,196.3,12.0,55.7,30.1,54.0,1055.3,878.8,176.5,79153.5,65894.9,13258.7,80673.3,67160.0,13513.3
Skolwin,367,247,1451.2,2172.1,1996.5,1998.6,2004.7,2004.8,424.9,635.8,1021.0,1064.9,49.0,72.1,245.0,251.0,27.0,43.6,37.6,37.4,323.1,275.0,48.1,24419.5,20797.3,3622.2,24888.4,21196.7,3691.7
Kolobrzeg,263,53,73.7,57.3,1984.0,1987.5,1986.1,1988.0,238.7,441.3,383.6,332.2,37.0,77.9,593.4,514.9,8.0,45.3,41.7,55.6,129.3,116.0,13.3,9709.8,8709.1,1000.7,9896.2,8876.3,1019.9
Police,202,108,727.4,1064.0,1994.4,1998.5,2003.6,2003.9,385.1,515.1,627.5,622.2,49.5,64.7,91.7,89.3,27.5,46.5,87.2,88.3,126.0,100.4,25.6,9474.1,7545.7,1928.3,9656.0,7690.6,1965.4
Wladyslawowo,151,60,93.2,125.1,1985.3,1988.5,2000.6,2004.6,494.7,754.6,532.0,506.2,95.0,193.9,163.7,90.9,56.0,128.5,131.4,68.3,149.1,90.0,59.1,11193.4,6757.7,4435.7,11408.3,6887.4,4520.9
Darlowo,87,37,64.9,92.2,1988.1,1991.2,1993.1,1993.1,302.6,504.3,465.2,469.3,42.0,66.5,81.8,81.9,19.0,45.3,37.6,36.1,36.4,24.0,12.4,2731.3,1803.4,927.9,2783.7,1838.0,945.7
Mrzezyno,26,17,9.4,13.4,1991.4,1990.7,1988.0,1987.7,130.0,211.1,234.5,254.6,22.5,21.8,22.2,21.8,10.5,20.6,49.9,53.2,4.2,2.7,1.6,315.9,199.1,116.8,322.0,203.0,119.1
Leba,25,25,323.3,520.1,1993.1,1993.1,2009.5,2010.0,351.1,751.1,1509.5,1961.8,44.0,85.9,582.4,619.4,45.0,262.4,61.6,56.7,63.9,40.7,23.2,4851.0,3109.6,1741.4,4944.2,3169.3,1774.9
Gorki Zachodnie,19,19,109.1,187.8,1994.2,1994.2,2004.4,2005.3,465.9,468.7,457.7,462.2,55.0,55.2,62.0,62.9,35.0,44.1,43.0,44.6,27.0,16.2,10.7,2023.8,1216.8,806.9,2062.6,1240.2,822.4
Karsibor,19,19,58.7,77.8,1996.7,1996.7,2005.1,2006.2,435.3,764.5,1090.7,1068.3,99.0,110.7,296.2,302.2,13.0,86.0,23.3,16.0,22.4,18.7,3.6,1692.4,1420.8,271.6,1724.9,1448.1,276.8
Dziwnow,16,12,15.4,23.4,1992.4,1994.2,2005.2,2006.9,291.1,380.5,286.8,279.9,52.0,53.9,35.9,33.3,49.5,47.3,123.3,131.3,6.4,4.9,1.5,480.2,364.8,115.4,489.4,371.8,117.7
Trzebiez,16,14,25.1,35.5,1987.6,1987.9,1998.3,1999.1,376.7,617.4,714.6,728.6,73.5,92.0,158.4,161.2,25.0,35.6,24.2,24.2,9.6,8.5,1.1,718.5,636.3,82.2,732.3,648.5,83.8
Ustka,16,15,14.5,13.0,1994.4,1994.8,2004.4,2001.8,230.7,303.3,232.7,239.0,39.0,76.1,40.7,44.6,20.0,94.8,43.3,34.3,8.2,5.5,2.8,617.5,410.8,206.6,629.3,418.7,210.6
Krynica Morska,13,10,27.9,40.7,1992.6,1993.6,2008.1,2009.6,385.1,722.2,583.0,585.7,19.0,163.2,66.9,39.9,66.0,57.2,82.0,83.5,8.6,5.2,3.4,642.3,387.2,255.1,654.6,394.6,260.0
Ustronie Morskie,11,8,4.9,6.2,1988.6,1987.6,2003.9,2006.3,204.6,552.7,869.5,1190.3,44.0,95.7,193.2,184.6,0.0,4.4,14.0,15.7,3.6,3.5,0.1,270.7,260.4,10.3,275.9,265.4,10.5
Niechorze,7,6,3.1,3.8,1981.0,1981.5,1985.5,1987.3,350.4,352.4,325.3,315.8,46.0,52.0,53.9,48.4,19.0,14.5,17.3,16.8,2.3,2.1,0.2,174.1,159.3,14.8,177.4,162.4,15.0
Miedzyzdroje,7,7,8.3,10.6,1993.4,1993.4,2004.1,2004.7,266.6,326.1,450.1,454.8,29.0,42.1,61.1,61.7,27.0,99.4,43.4,38.6,3.5,2.5,1.0,263.7,190.9,72.7,268.7,194.6,74.1
Stepnica,5,3,1.4,1.3,1976.2,1981.7,1990.5,1991.2,252.1,218.1,222.8,197.1,42.0,49.3,36.2,30.4,15.0,28.7,37.5,39.3,1.5,1.4,0.1,113.0,108.3,4.6,115.1,110.4,4.7
Elblag,5,1,0.3,0.4,1967.0,1967.0,1967.0,1967.0,43.7,43.7,181.4,181.4,24.0,24.0,64.1,64.1,8.0,8.0,34.3,34.3,0.2,0.2,0.0,14.8,12.8,2.0,15.1,13.1,2.0
Rewal,5,4,12.2,3.2,1990.4,1992.0,1994.7,1993.8,100.0,320.9,412.7,311.6,26.0,52.8,27.4,29.5,3.0,6.5,22.1,20.5,2.9,1.7,1.3,220.8,125.5,95.4,225.1,127.9,97.2
Znin,2,2,253.6,347.6,2012.5,2012.5,2013.3,2011.2,1185.9,1185.9,1106.9,1185.6,119.0,119.0,121.2,115.3,7.5,7.5,7.8,7.0,10.6,10.1,0.6,814.3,770.9,43.4,830.0,785.7,44.2
