Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Swinoujscie,285,172,146.4,181.6,1997.9,1999.5,2002.8,2005.9,54.5,211.0,124.1,110.8,8.0,45.1,110.9,50.9,38.0,112.1,167.4,117.6,194.2,64.4,129.8,14582.1,4837.3,9744.8,14862.1,4930.2,9931.9
Szczecin,273,140,197.8,259.5,1991.1,1997.8,2001.9,2004.4,233.3,259.0,255.6,251.7,27.0,67.3,76.6,66.1,17.0,62.3,72.0,80.9,132.3,94.7,37.7,9938.2,7110.4,2827.8,10129.0,7246.9,2882.1
Gdynia,235,121,527.9,853.4,1999.8,1996.4,2005.2,2005.7,245.1,432.9,372.8,400.1,27.0,271.6,163.8,95.0,20.0,163.2,162.5,179.6,279.1,193.3,85.8,20955.1,14511.0,6444.1,21357.4,14789.6,6567.9
Gdansk,157,77,169.0,229.4,1992.7,1996.3,2006.7,2007.9,240.9,405.4,280.8,289.8,38.0,181.3,140.0,92.2,29.0,268.0,184.3,166.3,157.2,77.2,80.0,11801.4,5794.1,6007.3,12028.0,5905.3,6122.7
Nowy Port,122,54,93.8,101.0,1989.7,1987.9,1997.2,2001.2,282.1,861.3,623.2,891.3,118.0,509.4,1261.2,1416.5,38.5,139.8,178.8,193.3,173.8,130.7,43.1,13047.1,9814.3,3232.8,13297.6,10002.7,3294.9
Wladyslawowo,62,27,17.3,13.0,1984.0,1983.1,1984.4,1982.3,314.3,1031.5,516.3,446.9,112.0,306.0,822.2,753.5,32.5,242.4,680.1,693.9,116.3,60.7,55.5,8729.0,4560.4,4168.6,8896.6,4647.9,4248.7
Kolobrzeg,55,28,14.7,18.8,1986.7,1987.8,1987.6,1986.7,161.6,689.9,236.3,234.2,22.0,162.8,441.7,268.4,22.0,73.7,70.7,75.4,19.8,13.4,6.4,1486.0,1007.2,478.8,1514.5,1026.5,488.0
Skolwin,45,42,21.3,27.7,1992.3,1992.7,1997.0,1998.0,232.8,242.7,227.1,215.5,26.0,50.6,39.7,30.1,24.0,92.2,114.9,107.6,16.4,9.5,6.9,1232.9,714.1,518.9,1256.6,727.8,528.8
Krynica Morska,38,11,5.4,2.4,1983.7,1983.7,1983.1,1982.8,416.6,591.0,418.8,462.3,58.5,116.0,788.9,724.1,63.0,130.0,152.3,157.9,28.9,20.4,8.5,2170.1,1534.0,636.1,2211.8,1563.4,648.3
Leba,35,23,15.0,15.2,1986.8,1987.0,2002.1,2001.9,144.9,198.1,132.6,120.7,28.0,44.5,24.1,23.6,37.0,59.3,42.4,38.6,11.1,6.1,4.9,831.3,460.5,370.8,847.2,469.3,377.9
Trzebiez,26,16,12.9,15.9,1989.5,1989.3,1992.6,1993.1,322.2,497.4,403.5,429.7,32.0,50.8,64.7,65.1,28.0,52.4,78.8,85.3,11.7,7.2,4.5,879.1,542.5,336.7,896.0,552.9,343.1
Ustka,25,14,8.2,9.7,1985.9,1984.8,1981.8,1978.8,246.9,338.2,335.0,410.8,46.0,97.9,101.9,91.8,17.0,75.8,243.3,294.2,13.0,7.5,5.5,973.7,559.6,414.1,992.4,570.3,422.1
Karsibor,20,7,6.8,9.7,1979.3,1986.9,1976.9,1975.1,153.8,357.6,224.7,220.8,39.5,63.4,117.9,117.5,6.0,80.6,57.5,60.7,7.1,4.5,2.6,535.1,339.1,196.0,545.4,345.6,199.7
Gorki Zachodnie,17,10,1.9,1.9,1977.5,1980.5,1975.9,1974.1,367.5,502.5,462.8,857.1,37.0,156.2,451.4,801.9,164.0,205.2,258.9,238.4,12.9,5.5,7.3,966.6,415.5,551.2,985.2,423.4,561.8
Police,17,13,19.1,29.0,1988.7,1991.2,2003.9,2004.7,237.8,246.7,315.3,326.0,44.0,77.7,165.7,167.9,30.0,105.7,150.8,149.6,9.0,4.8,4.2,675.7,359.7,316.0,688.7,366.6,322.1
Mrzezyno,16,11,2.2,2.1,1985.3,1986.5,1988.6,1987.1,170.0,197.4,156.8,135.1,17.0,86.5,76.1,43.4,33.5,91.4,129.8,62.6,6.6,2.9,3.6,494.5,221.0,273.5,504.0,225.3,278.8
Dziwnow,16,15,10.1,8.1,1991.2,1990.7,1988.4,1992.6,106.5,509.6,247.7,153.7,14.5,18.9,20.2,23.9,78.5,104.5,284.9,138.1,9.7,1.9,7.8,726.2,142.9,583.3,740.1,145.6,594.5
Darlowo,16,16,14.6,21.4,1984.1,1984.1,1986.7,1986.6,261.7,813.0,392.9,390.0,39.5,334.9,411.1,452.1,47.0,101.2,192.9,199.0,20.0,15.0,5.0,1499.3,1124.1,375.2,1528.1,1145.7,382.4
Stepnica,13,7,7.0,10.1,1980.1,1990.4,1979.7,1978.0,231.6,611.6,556.9,640.1,29.0,27.4,20.6,18.9,9.0,81.1,475.8,543.7,11.0,2.3,8.7,822.5,171.2,651.3,838.3,174.5,663.8
Niechorze,12,10,5.4,6.5,1987.4,1986.9,1984.5,1980.7,274.2,416.8,423.5,420.4,44.0,76.4,206.4,233.8,20.0,24.6,44.9,51.4,4.5,3.4,1.1,341.5,256.1,85.4,348.1,261.0,87.0
