Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,3802,1166,9926.7,13556.6,1997.4,2000.9,2001.6,2002.0,439.1,689.2,738.5,728.3,49.0,85.6,177.0,173.3,29.0,43.1,55.7,55.2,2671.8,2310.6,361.2,201382.8,174237.5,27145.3,205249.3,177582.8,27666.5
Ferry-RoPax,3286,42,16000.7,3635.7,1991.9,1996.6,1992.1,1993.0,115.9,350.3,195.3,187.1,9.0,58.3,24.7,21.4,3.5,20.0,20.1,23.4,3632.5,2657.6,974.9,272631.2,199436.1,73195.0,277865.7,203265.3,74600.4
Container,1569,180,28553.0,29928.3,2005.8,2007.0,2011.1,2010.6,539.6,558.5,655.5,640.2,47.0,48.3,66.8,66.7,18.0,25.7,26.5,26.2,4055.1,3594.1,461.0,304362.0,269749.3,34612.7,310205.8,274928.5,35277.3
Chemical tanker,689,269,5444.7,8374.6,2004.2,2005.9,2006.9,2006.9,591.7,754.2,778.1,778.9,67.0,93.7,163.5,165.1,24.0,42.1,54.7,53.9,1709.8,1298.9,410.9,128691.7,97746.3,30945.4,131162.6,99623.1,31539.5
Bulk carrier,598,413,19219.8,34288.3,2005.4,2008.8,2009.7,2009.8,546.5,1083.5,1152.6,1165.6,52.0,119.7,328.8,331.8,43.5,83.1,92.6,91.5,1708.9,1482.4,226.5,129540.0,112464.4,17075.6,132027.2,114623.8,17403.4
Miscellaneous - fishing,379,80,165.7,81.7,1985.3,1987.4,1990.6,1990.8,424.8,850.1,826.0,778.9,73.0,199.6,636.1,651.2,14.0,112.0,253.8,228.7,292.8,212.9,79.8,21991.9,15990.8,6001.2,22414.2,16297.8,6116.4
Ro-Ro,365,29,2401.8,1416.7,1998.6,2002.8,2001.6,2000.8,331.5,518.1,371.7,366.6,20.0,41.8,40.7,40.8,5.0,27.2,15.3,14.7,697.1,637.1,60.0,52360.9,47852.5,4508.4,53366.2,48771.2,4595.0
Service - tug,274,85,59.6,37.4,1985.1,1991.1,1991.2,1991.4,414.8,547.6,543.8,577.5,79.0,150.8,261.2,253.5,23.5,136.4,304.8,313.4,155.1,113.1,42.0,11644.2,8493.3,3151.0,11867.8,8656.3,3211.5
Liquefied gas tanker,206,57,5949.1,5121.7,2011.2,2007.5,2008.7,2008.8,545.7,963.7,1534.3,1498.4,46.0,89.6,141.2,139.4,21.0,37.3,22.0,22.3,757.7,653.8,103.9,57017.6,49148.2,7869.4,58112.4,50091.8,8020.5
Oil tanker,204,107,5963.6,10713.4,2002.7,2008.3,2009.9,2009.9,547.2,622.7,685.5,686.0,53.5,107.5,162.0,162.6,29.0,46.5,48.9,49.4,877.8,535.5,342.3,66023.4,40317.0,25706.4,67291.0,41091.1,26199.9
Refrigerated bulk,135,44,387.3,390.6,1991.3,1992.9,1997.2,1997.6,315.1,899.9,686.4,750.5,32.0,101.3,256.9,285.7,12.0,57.2,67.2,75.1,262.5,178.9,83.6,19745.7,13465.5,6280.1,20124.8,13724.1,6400.7
Service - other,133,47,199.9,228.0,1990.3,1991.2,2001.1,2001.9,237.2,799.4,879.4,849.1,43.0,98.2,170.5,183.9,20.0,221.1,633.1,603.6,113.3,66.5,46.9,8510.2,4991.6,3518.5,8673.6,5087.5,3586.1
Vehicle,127,26,2474.3,892.3,2000.5,2001.6,2001.7,2001.9,798.4,1105.5,1234.8,1291.1,65.0,83.7,222.0,229.8,10.0,14.9,26.4,26.5,308.0,288.1,19.9,22851.4,21353.8,1497.7,23290.2,21763.8,1526.4
Cruise,121,43,2003.2,222.0,2001.0,1996.5,2007.3,2005.5,286.4,411.6,391.8,381.6,19.0,37.7,41.8,42.3,8.0,9.0,10.5,10.1,493.0,423.9,69.1,37022.4,31828.7,5193.6,37733.2,32439.9,5293.4
Offshore,66,20,111.6,141.9,1984.4,1994.8,2000.4,1999.7,267.3,668.7,585.2,663.2,53.0,342.4,228.7,244.2,29.5,169.5,168.8,81.2,76.3,56.5,19.8,5726.4,4239.0,1487.5,5836.4,4320.4,1516.0
Ferry-pax only,48,4,15.3,1.9,1986.1,1983.8,1986.4,1986.3,324.3,316.5,462.8,455.6,18.0,66.6,191.6,191.7,21.0,21.1,106.7,107.1,20.4,13.3,7.2,1534.1,995.0,539.1,1563.5,1014.1,549.5
Other liquids tankers,5,1,4.2,7.3,1988.0,1988.0,1988.0,1988.0,438.3,438.3,443.0,443.0,50.0,50.0,51.4,51.4,25.0,25.0,63.7,63.7,9.6,3.5,6.1,722.4,266.5,456.0,736.3,271.6,464.7
Yacht,2,1,0.3,0.4,1958.0,1958.0,1958.0,1958.0,493.6,493.6,493.6,493.6,96.5,96.5,93.8,93.8,34.0,34.0,35.2,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miscellaneous - other,1,1,20.9,5.6,1989.0,1989.0,1989.0,1989.0,3240.5,3240.5,3240.5,3240.5,378.0,378.0,378.0,378.0,8.0,8.0,8.0,8.0,6.9,6.9,0.0,516.2,514.6,1.6,526.1,524.5,1.7
