Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,3794,1167,9947.7,13481.5,1997.4,2001.0,2002.3,2002.5,468.8,706.1,746.4,730.7,55.0,81.3,206.3,193.5,36.5,77.3,74.5,76.2,2846.9,2376.7,470.2,214547.3,179241.0,35306.3,218666.6,182682.4,35984.2
Ferry-RoPax,3279,38,18362.9,4245.5,1991.9,1995.2,1992.3,1993.1,153.8,344.1,224.5,218.9,10.0,29.0,96.0,92.7,3.0,197.6,59.4,44.9,4337.6,3346.2,991.4,325736.4,251298.3,74438.1,331990.5,256123.2,75867.3
Container,1574,178,32537.1,33889.0,2005.8,2007.1,2011.2,2010.8,474.0,611.5,744.7,722.6,41.0,47.3,59.5,59.2,16.0,29.7,49.1,47.7,4382.6,3887.2,495.5,328936.5,291735.7,37200.8,335252.1,297337.0,37915.0
Chemical tanker,690,269,5050.3,7893.2,2004.2,2005.8,2007.1,2007.2,549.4,718.5,720.6,733.1,58.0,93.2,151.5,157.4,27.0,92.7,136.9,143.2,1799.1,1044.6,754.4,135187.2,78533.0,56654.2,137782.8,80040.9,57742.0
Bulk carrier,601,411,36775.3,66590.9,2005.4,2008.7,2010.8,2010.9,712.6,2006.9,2191.8,2247.0,77.0,210.8,540.2,550.9,85.0,141.3,138.5,138.9,3288.7,2955.2,333.5,250645.8,225604.2,25041.6,255458.2,229935.8,25522.4
Miscellaneous - fishing,374,76,256.4,122.0,1985.2,1986.7,1988.6,1988.8,511.1,1189.0,1588.1,1400.9,62.5,236.0,727.7,673.2,49.0,303.2,687.4,707.3,374.6,206.4,168.2,28131.9,15502.0,12630.0,28672.1,15799.6,12872.5
Ro-Ro,364,28,2695.2,1553.8,1998.5,2002.5,2002.4,2001.4,345.4,691.6,418.5,403.0,21.0,51.1,78.4,65.6,8.0,250.4,127.0,100.7,855.3,663.1,192.2,64246.0,49812.6,14433.5,65479.6,50769.0,14710.6
Service - tug,272,84,48.6,29.0,1985.5,1991.9,1991.7,1994.1,390.6,475.7,493.8,506.2,65.0,177.6,219.4,256.3,44.0,197.0,250.4,310.6,156.4,105.3,51.1,11743.8,7905.7,3838.1,11969.3,8057.5,3911.8
Liquefied gas tanker,208,57,4845.3,4271.3,2011.2,2007.5,2009.1,2009.2,549.6,897.4,1210.9,1220.8,51.0,83.4,288.0,286.7,21.0,72.2,34.8,35.9,758.0,584.8,173.2,57000.7,43997.2,13003.5,58095.1,44841.9,13253.2
Oil tanker,198,102,13275.2,24289.2,2002.9,2008.3,2011.1,2011.2,556.0,1465.3,1579.9,1611.8,56.0,157.4,334.9,338.6,29.0,97.4,57.4,56.0,1819.4,1176.5,642.9,137781.2,89511.1,48270.0,140426.5,91229.7,49196.8
Service - other,136,47,233.9,246.4,1990.3,1991.6,1999.2,2001.9,268.5,825.6,1057.8,928.6,43.0,187.3,420.2,340.5,63.5,204.9,296.5,255.8,138.2,84.2,54.1,10381.7,6320.6,4061.0,10581.0,6442.0,4139.0
Refrigerated bulk,132,43,569.7,547.8,1991.3,1992.7,1997.3,1997.6,554.8,1213.2,1054.7,1106.3,41.0,100.1,237.0,243.5,11.5,162.7,74.9,80.0,406.6,240.3,166.3,30660.7,18174.3,12486.4,31249.4,18523.2,12726.2
Vehicle,128,27,1419.3,494.9,2000.5,2001.6,2003.9,2004.3,613.6,816.2,702.0,709.1,48.0,63.3,111.6,115.1,8.0,174.1,80.6,87.0,263.7,182.4,81.3,19611.2,13505.5,6105.7,19987.7,13764.8,6223.0
Cruise,120,42,1969.4,217.1,2001.4,1997.2,2008.2,2006.5,292.6,338.1,385.2,373.2,19.0,28.7,41.4,39.0,8.0,15.0,9.5,10.8,471.0,397.0,74.0,35368.0,29813.8,5554.3,36047.1,30386.2,5660.9
Offshore,63,17,62.0,50.3,1983.4,1993.8,2002.5,2002.3,191.0,586.2,585.0,581.2,33.0,125.0,135.1,132.0,28.0,146.1,142.7,126.6,59.6,40.6,19.1,4477.5,3047.1,1430.4,4563.4,3105.6,1457.9
Ferry-pax only,49,5,24.6,3.7,1985.6,1980.4,1982.7,1981.4,184.0,3652.6,744.5,896.5,12.0,1280.2,1021.4,1329.8,30.0,28.0,89.4,76.5,36.0,29.2,6.8,2702.0,2194.5,507.5,2753.9,2236.6,517.3
Other liquids tankers,5,1,10.4,18.0,1988.0,1988.0,1988.0,1988.0,732.7,732.7,1094.8,1094.8,87.0,87.0,153.5,153.5,13.0,13.0,20.4,20.4,10.2,8.0,2.2,765.6,601.1,164.6,780.3,612.6,167.7
Yacht,2,1,0.2,0.4,1958.0,1958.0,1958.0,1958.0,425.5,425.5,425.5,425.5,111.0,111.0,107.2,107.2,29.5,29.5,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miscellaneous - other,1,1,51.1,13.8,1989.0,1989.0,1989.0,1989.0,7915.6,7915.6,7915.6,7915.6,763.0,763.0,763.0,763.0,1092.0,1092.0,1092.0,1092.0,19.9,16.9,3.0,1495.6,1272.5,223.2,1524.3,1296.9,227.4
