Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Sweden,4438,562,19675.8,8523.8,1993.4,1999.6,1994.1,1999.3,168.1,442.5,217.8,285.0,11.0,69.8,32.1,47.6,5.0,31.9,20.5,25.3,4565.9,3469.4,1096.5,342786.8,260458.8,82328.1,349368.4,265459.6,83908.8
Denmark,1148,514,3945.2,5454.0,1991.8,1997.6,2005.4,2006.2,331.3,426.4,456.1,512.6,37.0,59.9,71.8,79.4,12.0,29.1,25.6,27.9,960.0,761.4,198.7,72025.0,57106.5,14918.5,73407.8,58202.9,15204.9
Russian Federation,1133,570,10618.2,16162.2,2003.7,2003.9,2007.7,2008.0,568.2,549.1,522.9,551.9,52.0,77.8,88.6,93.7,37.0,76.9,68.4,72.8,1997.4,1436.1,561.3,149993.8,107847.4,42146.4,152873.7,109918.1,42955.6
Germany,1108,476,19653.0,19177.8,1998.6,1999.9,2013.3,2013.1,374.2,457.7,783.6,792.1,45.0,65.2,68.7,70.6,23.0,60.5,35.7,37.0,2097.6,1824.8,272.8,157470.2,136983.6,20486.6,160493.6,139613.7,20879.9
Lithuania,672,372,1654.1,2060.9,1999.4,2000.6,2005.5,2005.6,142.4,228.7,172.5,183.0,21.0,53.4,38.6,44.8,25.0,46.2,45.5,52.4,500.9,319.8,181.1,37595.0,24000.7,13594.3,38316.9,24461.5,13855.3
United Kingdom of Great Britain and Northern Ireland,648,215,5654.5,5937.2,2001.6,2000.6,2005.9,2005.8,906.0,1019.4,1003.5,1014.2,73.0,113.4,82.7,87.1,18.0,35.0,23.9,26.8,1357.4,1226.9,130.5,101538.0,91731.4,9806.7,103487.6,93492.6,9995.0
Finland,617,231,2946.5,3207.6,2002.4,2002.9,2004.5,2004.9,487.2,613.1,468.6,505.0,48.0,68.9,49.2,56.9,26.0,49.8,34.2,42.3,828.4,725.8,102.5,62195.5,54495.9,7699.6,63389.6,55542.2,7847.4
Latvia,562,361,1861.3,2944.2,1997.5,2000.4,2007.6,2007.9,350.4,483.9,503.6,504.5,35.0,66.8,67.2,62.2,34.0,59.7,78.6,82.2,421.2,255.7,165.5,31641.1,19209.3,12431.7,32248.6,19578.1,12670.4
Netherlands,432,227,4225.4,5742.6,2003.4,2002.8,2007.9,2007.9,730.3,834.3,904.1,918.5,84.0,126.8,129.6,140.4,26.0,76.3,61.4,62.0,1140.8,926.9,213.9,85620.4,69512.7,16107.7,87264.3,70847.4,16417.0
Norway,394,222,1651.9,2224.7,1997.4,1997.9,2002.4,2002.8,636.2,783.7,750.2,725.5,66.0,91.3,92.0,88.0,21.5,49.4,44.5,44.6,422.3,372.8,49.5,31531.6,27803.5,3728.1,32137.0,28337.3,3799.7
Estonia,313,219,2171.5,2922.4,2003.2,2003.1,2007.3,2007.1,427.0,499.1,463.2,478.5,44.0,69.9,73.1,83.5,14.0,63.9,43.1,52.3,505.2,380.9,124.3,37928.5,28595.4,9333.0,38656.7,29144.5,9512.2
Spain,112,94,1999.7,3055.1,2005.5,2005.4,2007.6,2007.5,1726.2,1915.4,2191.6,2222.3,164.5,188.0,210.8,210.7,26.0,48.9,54.9,52.5,331.0,297.6,33.4,25116.4,22563.4,2553.0,25598.6,22996.7,2602.0
Belgium,105,71,1846.7,1945.9,2000.6,2002.2,2000.1,2000.4,932.1,882.7,1054.7,1047.2,79.0,97.8,96.8,96.5,22.0,30.5,25.4,25.6,399.5,368.2,31.3,29859.5,27508.5,2351.0,30432.8,28036.6,2396.1
France,82,74,531.6,566.3,2001.4,2001.5,2002.2,2004.5,1018.2,1105.2,1085.9,1054.5,107.5,138.2,118.0,125.8,46.5,51.9,56.9,63.8,146.4,126.9,19.5,10899.8,9432.9,1466.8,11109.0,9614.1,1495.0
Oman,24,1,7.8,6.0,1980.0,1980.0,1980.0,1980.0,186.0,186.0,247.7,247.7,34.5,34.5,99.3,99.3,72.5,72.5,136.1,136.1,15.0,6.9,8.1,1124.2,517.7,606.5,1145.8,527.6,618.2
Gibraltar,22,19,5808.5,5973.3,2008.9,2008.8,2008.7,2008.9,2316.9,2582.9,2425.3,2511.6,159.0,223.9,196.1,230.6,17.0,16.7,18.6,17.9,525.9,496.2,29.7,40096.4,37794.6,2301.8,40866.3,38520.3,2346.0
United States of America,19,15,3124.5,4451.8,2002.1,2006.9,2006.0,2009.3,4826.5,5481.3,5499.0,5667.6,429.0,469.2,484.7,514.4,77.0,79.5,84.7,92.8,285.9,276.9,9.0,21879.0,21204.9,674.1,22299.1,21612.0,687.0
Ireland,19,19,74.9,110.5,2001.9,2001.9,2003.7,2003.7,1282.3,1333.7,1357.9,1355.3,149.0,153.7,150.3,150.1,28.0,40.3,46.8,46.4,21.5,20.2,1.3,1615.9,1518.0,97.9,1646.9,1547.2,99.8
Iceland,18,13,88.7,101.9,1992.7,1992.3,1998.5,1999.9,1489.1,1459.8,1544.6,1564.6,156.5,160.9,166.6,173.7,33.0,80.8,57.3,51.1,36.3,32.1,4.3,2741.4,2421.6,319.9,2794.1,2468.1,326.0
Portugal,17,16,365.8,659.4,2006.6,2006.4,2010.9,2011.2,1647.5,1864.7,2385.2,2452.7,178.0,366.3,209.9,205.7,53.0,54.1,53.4,53.4,53.1,50.4,2.7,4019.9,3817.6,202.3,4097.1,3890.9,206.2
Turkey,14,14,1432.1,2433.4,2008.3,2008.3,2009.2,2009.3,4093.8,4227.1,4594.8,4602.5,389.5,419.4,639.4,654.3,7.5,57.9,52.6,51.1,149.4,144.0,5.4,11451.7,11038.3,413.4,11671.6,11250.2,421.4
