Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Limassol,118,66,289.3,404.2,1995.3,1998.3,1998.3,1998.2,162.5,488.0,448.2,491.1,57.5,196.5,263.8,241.0,17.5,63.8,68.6,65.2,188.0,150.2,37.8,14220.0,11353.6,2866.4,14493.0,11571.5,2921.4
Larnaca,105,52,221.0,279.1,1996.8,1999.8,2001.3,2001.0,143.8,519.4,555.9,528.4,53.0,189.5,348.9,306.6,21.0,41.6,43.2,48.1,147.8,100.5,47.3,11178.8,7614.7,3564.1,11393.5,7760.9,3632.6
Vassiliko,42,38,99.2,147.2,1995.3,1995.1,2001.3,2001.4,207.2,384.7,226.2,214.3,41.5,307.0,153.3,126.5,15.0,36.1,31.4,30.6,50.3,40.6,9.7,3816.3,3072.3,744.0,3889.6,3131.3,758.3
Ayia Napa,32,23,139.2,202.5,1994.5,1994.9,1998.1,1999.6,144.4,354.1,366.1,361.7,22.0,52.7,169.5,143.4,25.5,58.2,102.4,102.6,36.8,18.2,18.5,2817.5,1402.8,1414.7,2871.6,1429.8,1441.8
Akrotiri,15,11,100.4,160.4,1992.9,1995.1,1994.4,1994.5,266.0,705.0,1133.3,1280.4,54.0,83.6,174.8,177.0,27.0,48.9,106.1,107.9,18.4,11.6,6.8,1413.2,893.1,520.0,1440.3,910.3,530.0
Latchi,12,10,36.3,57.5,1986.6,1989.1,1991.8,1991.9,403.8,400.1,498.4,506.2,36.0,64.2,39.1,37.2,23.0,25.4,36.6,37.2,5.7,3.9,1.9,438.8,294.4,144.4,447.2,300.1,147.2
Famagusta,12,9,30.4,50.7,1988.5,1991.7,1997.9,2000.1,133.0,886.7,243.3,243.6,11.0,31.6,23.6,14.9,26.5,74.7,44.5,21.1,8.2,2.6,5.6,624.4,198.8,425.5,636.4,202.7,433.7
Kyrenia,10,8,29.5,43.4,1990.7,1986.9,2000.4,2001.5,218.0,359.8,401.6,415.4,20.0,37.1,85.8,88.2,12.5,35.2,26.1,25.3,8.3,6.2,2.1,630.6,473.1,157.5,642.7,482.2,160.5
Dhekelia,7,6,6.3,9.0,1991.6,1991.7,1990.4,1990.2,187.2,499.7,155.4,148.5,18.0,69.0,28.9,19.2,31.0,41.2,39.1,36.0,3.1,1.5,1.6,237.0,116.7,120.4,241.6,118.9,122.7
Paphos,6,5,22.2,38.9,1999.0,2000.6,2007.0,2007.3,334.3,395.9,293.7,295.6,25.0,31.7,19.6,19.4,21.0,35.2,8.3,7.1,3.2,2.1,1.2,246.6,159.0,87.6,251.3,162.0,89.3
Xeros,3,3,19.9,21.6,1992.0,1992.0,1996.3,1993.8,938.0,906.4,832.2,803.9,13.0,27.3,26.6,33.2,54.0,54.7,58.9,61.6,3.4,0.9,2.4,259.2,73.2,186.0,264.2,74.6,189.6
Liopetri,3,2,0.4,0.4,1990.7,1990.5,1990.5,1990.3,219.5,527.1,96.0,72.2,23.0,75.2,121.4,82.9,28.0,49.0,50.6,59.3,1.7,0.5,1.2,131.2,37.7,93.5,133.8,38.4,95.3
Karavostasi,2,2,11.4,18.4,1985.5,1985.5,1984.1,1984.0,958.9,958.9,655.6,650.0,41.5,41.5,17.7,16.8,524.5,524.5,68.7,51.8,4.0,1.1,3.0,310.0,82.2,227.9,316.0,83.7,232.2
Nicosia,2,2,1.6,2.1,1994.0,1994.0,1993.7,1994.0,175.7,175.7,160.2,152.4,13.0,13.0,13.8,13.0,24.5,24.5,27.1,24.4,0.6,0.4,0.3,48.8,28.5,20.4,49.8,29.0,20.8
Aradhippou,1,1,1.9,2.7,1978.0,1978.0,1978.0,1978.0,470.0,470.0,470.0,470.0,15.0,15.0,15.0,15.0,32.0,32.0,32.0,32.0,0.6,0.2,0.4,48.8,15.6,33.2,49.7,15.9,33.9
