Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,1070,404,3609.6,4170.0,1987.7,1991.9,1993.7,1994.3,288.8,800.7,879.2,765.2,55.0,104.4,216.6,199.5,42.0,74.5,66.8,70.7,821.0,659.2,161.8,62682.3,50492.5,12189.9,63885.8,51461.9,12423.9
Container,757,84,5503.2,6505.3,2002.6,2002.2,2003.1,2003.1,271.4,408.8,358.4,358.4,26.0,37.6,54.9,55.1,21.0,33.7,30.0,30.1,1269.4,1010.5,258.9,97716.4,77955.4,19761.0,99592.5,79452.1,20140.4
Ro-Ro,531,19,2072.5,1306.8,1978.8,1991.3,1990.3,1989.4,126.7,1095.5,446.1,419.2,14.0,331.6,99.6,110.3,13.0,33.5,32.9,33.3,597.3,383.9,213.4,45852.9,29554.6,16298.3,46733.3,30122.1,16611.3
Chemical tanker,415,199,5066.1,8032.3,2007.7,2007.6,2006.9,2006.9,594.0,888.8,858.3,864.3,74.0,133.1,288.3,302.3,35.0,51.0,57.2,57.4,1281.5,959.4,322.0,98684.0,74022.5,24661.5,100578.7,75443.7,25135.0
Oil tanker,301,131,15573.8,27643.3,2008.2,2007.2,2008.4,2008.3,640.6,1860.2,2307.5,2344.4,101.0,238.0,539.4,535.4,28.0,101.0,122.3,124.9,2178.8,1745.2,433.6,168059.3,134718.9,33340.3,171286.0,137305.5,33980.5
Ferry-RoPax,227,4,391.9,125.0,1980.6,1982.0,1981.4,1980.9,113.4,279.8,345.7,279.1,12.0,24.0,165.1,143.3,13.0,21.0,181.2,143.2,169.0,85.5,83.5,12792.8,6488.4,6304.3,13038.4,6613.0,6425.4
Bulk carrier,195,106,3031.3,5156.8,1999.2,2000.1,2003.6,2003.9,466.5,1142.5,1228.3,1248.0,52.0,143.5,309.9,311.7,61.0,95.7,96.9,95.1,353.0,296.7,56.2,27184.4,22901.1,4283.3,27706.3,23340.8,4365.5
Offshore,171,56,1520.8,1154.1,2005.7,2005.8,2008.1,2007.7,395.9,1713.5,1350.3,1115.5,90.0,437.9,1235.6,1142.6,30.0,249.4,365.0,468.5,603.3,505.1,98.2,45582.6,38206.6,7376.0,46457.8,38940.2,7517.6
Liquefied gas tanker,165,50,2164.9,2182.7,1999.9,2003.6,2005.7,2005.2,630.9,1294.0,1483.0,1365.5,89.0,133.8,248.5,244.4,30.0,83.4,95.0,105.8,596.5,409.8,186.7,43771.0,29650.2,14120.8,44611.4,30219.5,14391.9
Cruise,103,25,970.9,137.8,1984.3,2000.4,1995.4,1990.9,218.4,387.8,392.3,388.6,18.0,30.2,47.8,49.4,10.0,18.4,16.6,17.0,364.3,288.7,75.5,28172.3,22358.9,5813.4,28713.2,22788.2,5925.0
Vehicle,103,34,2928.8,1000.7,2003.8,2005.6,2007.4,2006.8,289.5,694.8,592.5,592.0,21.0,51.1,76.7,76.4,11.0,10.6,14.8,14.8,198.8,177.1,21.8,15392.6,13709.4,1683.2,15688.1,13972.6,1715.5
Service - tug,81,38,90.7,83.1,2002.7,2000.6,2005.1,2004.4,516.4,1002.6,832.4,818.5,98.0,438.1,555.9,593.6,32.0,334.8,303.7,302.5,104.6,87.8,16.9,7868.9,6602.0,1266.9,8020.0,6728.8,1291.3
Service - other,37,17,396.3,410.4,1991.0,1993.8,1996.8,1993.7,320.6,949.9,2230.1,1956.3,35.0,291.5,888.1,528.4,49.0,95.1,1311.2,1592.5,137.9,92.4,45.5,10595.3,7109.6,3485.7,10798.7,7246.1,3552.6
Refrigerated bulk,24,3,27.5,31.6,1980.2,1988.3,1987.7,1987.8,82.6,1269.4,389.5,416.1,22.0,109.0,208.6,215.4,18.0,260.7,478.7,497.8,46.7,23.2,23.5,3516.0,1753.2,1762.8,3583.5,1786.9,1796.6
Ferry-pax only,15,3,2.7,0.3,1998.8,1994.0,1991.9,1991.6,138.4,921.1,421.6,511.0,24.0,283.5,843.4,702.3,19.0,78.0,49.9,57.2,6.4,4.6,1.8,478.2,345.3,132.9,487.3,351.9,135.4
Miscellaneous - fishing,4,3,1.0,0.4,1980.5,1984.7,1972.6,1975.2,389.9,490.8,636.6,587.9,97.0,113.2,231.5,211.0,22.0,82.2,264.4,234.4,2.4,1.6,0.9,183.0,118.4,64.6,186.5,120.7,65.9
