Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Turkey,1425,407,5769.4,8421.4,1986.2,1998.0,2000.0,2002.0,196.1,734.5,566.1,659.2,22.0,87.0,127.2,129.7,19.0,51.9,69.5,73.8,1314.6,926.5,388.1,100707.3,71171.1,29536.2,102640.8,72537.6,30103.3
Greece,807,238,6780.6,8009.7,1997.7,1999.6,2001.1,2002.4,552.7,788.4,640.1,696.0,46.0,85.0,100.0,115.0,18.0,56.9,62.8,80.2,1584.9,1301.1,283.9,121855.0,100192.7,21662.3,124194.6,102116.4,22078.2
Israel,703,121,2045.4,2064.1,1998.5,1997.6,1996.1,1997.7,180.9,493.7,277.7,305.2,20.0,119.9,147.5,179.6,20.0,57.8,35.9,43.2,657.0,419.7,237.3,50048.1,32097.9,17950.1,51009.0,32714.2,18294.8
Egypt,284,164,1619.4,1810.6,2001.4,1999.7,2001.7,2001.2,284.9,716.5,442.0,455.2,31.0,226.4,308.6,280.3,18.0,84.0,56.5,61.7,451.0,365.6,85.4,34325.7,27860.6,6465.2,34984.8,28395.5,6589.3
Lebanon,275,119,926.7,1193.2,1995.2,1994.9,1999.8,1999.0,139.5,363.8,213.4,239.4,15.0,66.0,187.2,234.1,10.0,28.7,35.0,40.9,221.0,167.9,53.1,16969.6,12921.1,4048.5,17295.4,13169.2,4126.3
Italy,181,111,2835.5,3948.1,2002.9,2001.9,2004.6,2004.9,1212.5,1486.8,1249.8,1233.3,99.0,170.1,166.9,150.9,21.0,54.4,38.2,40.4,564.7,502.8,61.9,43381.2,38648.9,4732.4,44214.2,39390.9,4823.2
Spain,67,58,2688.1,3617.7,2003.3,2003.5,2006.2,2006.6,1870.4,2047.9,2164.5,2174.5,162.0,300.7,882.4,713.2,52.0,132.6,174.7,108.5,535.3,451.7,83.6,41154.1,34740.8,6413.3,41944.2,35407.8,6536.5
France,60,19,8529.2,10088.3,2003.8,2003.8,2003.9,2004.2,2993.4,2033.0,3029.2,3020.4,192.0,169.2,195.5,195.4,19.0,33.6,19.4,19.6,1064.4,1044.1,20.2,82237.0,80674.4,1562.6,83816.0,82223.3,1592.6
Belgium,49,8,7530.9,8255.1,2006.4,2005.5,2006.6,2006.6,3296.3,3342.0,3246.8,3246.2,220.0,248.2,212.0,212.4,14.0,24.3,15.7,16.0,2171.0,2158.1,12.9,167489.5,166488.2,1001.3,170705.3,169684.7,1020.5
Russian Federation,36,32,729.1,1259.3,1996.7,1996.3,2005.7,2006.7,1266.1,1541.2,2456.9,2674.5,157.0,181.0,317.3,335.4,65.0,71.1,31.5,27.1,114.4,94.9,19.5,8708.4,7236.8,1471.6,8875.6,7375.8,1499.8
Malta,30,29,638.3,1066.6,2004.6,2004.5,2006.3,2006.2,967.0,1256.5,1127.3,1111.0,108.5,142.6,153.8,148.6,30.5,40.8,28.9,28.7,87.0,77.3,9.7,6690.0,5953.3,736.7,6818.5,6067.6,750.9
Syrian Arab Republic,29,23,188.9,268.9,1993.9,1991.5,1989.6,1989.4,153.1,716.7,552.4,604.5,22.0,248.6,488.1,494.6,8.0,21.5,33.4,33.2,33.3,29.9,3.4,2537.5,2277.9,259.6,2586.3,2321.7,264.6
Tunisia,16,16,274.4,366.3,1997.6,1997.6,2001.0,2000.3,1446.8,2031.1,1487.2,1556.6,154.0,185.7,174.4,181.1,35.0,120.1,137.9,142.1,50.6,33.9,16.6,3873.9,2608.2,1265.7,3948.3,2658.3,1290.0
United Arab Emirates,15,13,838.0,1475.9,2004.7,2005.2,2007.7,2007.5,3118.7,2678.1,2238.2,3416.6,264.0,354.1,397.0,403.4,6.0,84.1,20.2,16.4,106.5,102.9,3.6,8182.5,7911.6,271.0,8339.6,8063.5,276.2
